RPAIR,Score,EC,KO
RP03626,0.425,3.2.2.5 3.2.2.6,K01242
RP03411,0.419,2.4.2.29,K00773 K15407
RP00082,0.391,3.2.2.5 3.2.2.6 3.5.1.-,K01242 K11121
RP04020,0.374,2.4.2.7,K00759
RP00627,0.370,2.4.2.12,K03462
RP01202,0.365,2.4.2.9,K00761 K02825
RP00331,0.360,2.4.2.21 6.3.4.21,K00763 K00768
RP15164,0.357,2.4.2.52 2.7.8.37,K05780 K05966 K06164 K06165 K06166 K13927 K13930
RP13157,0.357,2.4.2.10,K13421
RP02963,0.340,2.4.2.19,K00767
RP13031,0.339,2.4.2.8,K00760
RP00861,0.336,2.4.2.7 2.4.2.8 3.2.2.4,K00759 K00760 K01241
RP00470,0.336,2.4.2.8,K00760 K15780
RP01810,0.334,2.4.2.10,K00762 K13421
RP13151,0.329,2.4.2.8,K00760
RP01369,0.329,2.4.2.22 2.4.2.7 2.4.2.8,K00759 K00760 K00769 K03816 K15780
RP01995,0.324,2.4.2.22 2.4.2.8,K00760 K00769 K03816 K15780
RP13245,0.310,2.4.2.8,K00760
RP11966,0.282,2.4.2.1,K03783 K03784
RP00631,0.277,2.4.2.1 3.2.2.1 3.2.2.3,K01239 K01240 K03783 K03784
RP00454,0.277,2.4.2.2 3.2.2.8,K00756 K10213
RP00416,0.274,2.4.2.2 2.4.2.3 3.2.2.3,K00756 K00757 K01240
RP00596,0.272,2.4.2.1 3.2.2.1 3.2.2.7 3.2.2.8,K01239 K03783 K03784 K10213
RP00175,0.272,2.4.2.1 2.4.2.15 3.2.2.1 3.2.2.2 3.2.2.8,K01239 K03783 K03784 K10213
RP00318,0.270,2.4.2.28 3.2.2.16 3.2.2.9,K00772 K01243 K01244
RP13154,0.270,2.4.2.4,K00758
RP02111,0.270,2.4.2.1 3.2.2.3,K01240 K03783 K03784
RP04157,0.269,3.2.2.9,K01243
RP13156,0.268,2.4.2.3,K00757
RP00185,0.267,2.4.2.1 2.4.2.15 3.2.2.1 3.2.2.8,K01239 K03783 K03784 K10213
RP13546,0.267,3.2.2.26,K11783
RP00504,0.263,2.4.2.- 2.4.2.1 3.2.2.1,K01239 K03783 K03784 K03815
RP16127,0.261,2.4.2.1,K03783 K03784
RP01276,0.257,2.4.2.17,K00765 K02502
RP11113,0.253,2.4.1.-,K13493
RP02306,0.253,2.4.2.1,K03783 K03784
RP02466,0.253,2.4.2.1 2.4.2.4,K03783 K03784
RP00166,0.249,2.4.2.1 2.4.2.2 2.4.2.23 2.4.2.4,K00756 K00758 K03783 K03784
RP01880,0.248,2.4.2.1 2.4.2.4,K03783 K03784
RP13152,0.244,2.4.2.4,K00758
RP00522,0.244,2.4.2.2 2.4.2.4 2.4.2.6,K00756 K00758 K08728
RP14754,0.225,2.4.1.17,K00699
RP13153,0.220,1.14.14.1,K07411
RP12780,0.140,1.11.1.21 1.11.1.6,K03781 K03782
