RPAIR,Score,EC,KO
RP00079,1.000,1.1.1.299 1.1.1.37 1.1.1.82 1.1.5.4,K00024 K00025 K00026 K00051 K00116
RP02293,0.741,1.1.1.93,K07246
RP05479,0.741,1.1.1.93,K07246
RP05051,0.672,4.2.1.32,K03779 K03780
RP01829,0.597,1.1.1.42,K00031
RP04477,0.565,1.1.1.87,K05824 K10978
RP04067,0.552,1.1.1.85,K00052
RP02764,0.409,1.1.1.27,K00016
RP00299,0.409,1.1.1.26 1.1.1.29 1.1.1.79 1.1.1.81,K00015 K00018 K00049 K00050 K12972 K15893 K15919
RP01230,0.409,1.1.1.27,K00016
RP00215,0.402,1.1.1.27 1.1.2.3,K00016 K00101
RP00119,0.402,1.1.1.28 1.1.2.4,K00102 K03777 K03778
RP03148,0.396,1.1.99.2,K00109
RP00177,0.394,2.3.3.1 2.3.3.3 2.3.3.8 4.1.3.6,K01643 K01644 K01646 K01647 K01648 K15230 K15231
RP05290,0.386,4.1.3.34,K15234
RP01181,0.355,2.3.3.5,K01659
RP01458,0.351,1.1.1.30,K00019
RP05224,0.338,4.1.3.17,K10218
