RPAIR,Score,EC,KO
RP00666,0.907,2.4.1.274 3.2.1.23,K01190 K07553 K12309
RP00725,0.907,3.2.1.22,K01189 K07406 K07407
RP00773,0.769,3.2.1.23,K12309
RP12670,0.666,3.2.1.21,K01188 K05349 K05350
RP00324,0.666,2.4.1.20,K00702
RP02961,0.666,3.2.1.20,K01187 K12047 K12316 K12317 K15922
RP01590,0.666,2.4.1.25 2.4.1.8,K00691 K00705 K01196
RP01684,0.666,3.2.1.108 3.2.1.23,K01190 K01229 K12111 K12112 K12309
RP00439,0.666,2.4.1.22,K00704 K07966 K07967
RP13374,0.653,3.2.1.165,K15855
RP14234,0.648,2.4.1.285,K13556
RP00138,0.642,2.4.1.67 2.4.1.82 3.2.1.22,K01189 K06611 K06617 K07406 K07407
RP00453,0.635,2.4.1.245 2.4.1.64 3.2.1.28,K01194 K05342 K13057
RP12501,0.620,2.4.1.66,K13646
RP00146,0.609,3.2.1.122 3.2.1.93,K01226 K01232
RP02451,0.609,2.4.1.15,K00697 K16055
RP11150,0.605,3.2.1.15,K01184
RP04765,0.605,2.4.1.208,K13677
RP01135,0.605,3.2.1.122,K01232
RP02887,0.605,3.2.1.85,K01220
RP01310,0.600,3.2.1.23,K01190 K12308
RP05615,0.590,2.4.1.-,K15994
RP15890,0.584,2.4.1.284,K13550
RP04415,0.581,3.2.1.23,K01190
RP11963,0.565,2.4.1.226,K00747 K03419 K13499 K13500
RP00404,0.558,3.2.1.3 3.2.1.33,K01178 K01196 K12047
RP00075,0.548,2.4.1.125 2.4.1.13 2.4.1.4 2.4.1.5 2.4.1.7 3.2.1.10 3.2.1.20 3.2.1.48,K00689 K00690 K00695 K01182 K01187 K01203 K05341 K12047 K12316 K12317 K15922
RP01110,0.548,3.2.1.20 3.2.1.26 3.2.1.48,K01187 K01193 K01203 K12047 K12316 K12317 K15922
RP02924,0.547,3.2.1.52,K01207
RP02188,0.536,3.2.1.26,K01193
RP03249,0.532,3.2.1.26,K01193
RP01760,0.531,3.2.1.10 3.2.1.3,K01178 K01182 K01203 K12047
RP01092,0.527,2.4.1.14,K00696
RP14106,0.527,2.4.1.246,K13058
RP09413,0.526,2.4.1.236,K13080
RP11796,0.522,2.4.1.236,K13080
RP11084,0.512,3.2.1.67,K01213
RP14222,0.511,2.4.1.283,K13550
RP03642,0.507,3.2.1.18,K01186 K12357
RP12727,0.498,3.2.1.26,K01193
RP11892,0.498,2.4.1.297,K12933
RP11506,0.494,2.4.1.236,K13080
RP12474,0.489,2.4.1.175,K00747 K13499 K13500
RP09523,0.487,2.4.1.-,K15939
RP05618,0.486,,K16009
RP11748,0.484,2.4.1.297,K12933
RP09311,0.482,2.4.1.236,K13080
RP00205,0.474,2.4.1.10 3.2.1.10 3.2.1.20 3.2.1.48,K00692 K01182 K01187 K01203 K12047 K12316 K12317 K15922
RP11895,0.471,2.4.1.297,K12933
RP05111,0.469,2.4.1.-,K14367
RP14230,0.464,2.4.2.49,K13554
RP09294,0.457,3.2.1.105,K12693
RP16203,0.456,2.4.2.51,K17193
RP15240,0.445,2.4.1.251,K13658
RP05611,0.445,,K15989 K15990
RP09517,0.445,2.4.1.-,K15939
RP14599,0.444,,K15934
RP14603,0.444,2.4.1.-,K15965
RP16205,0.443,2.4.2.51,K17193
RP05642,0.443,2.4.1.-,K14375
RP09458,0.440,2.4.1.-,K14375
RP09496,0.435,,K15960 K15962
RP05644,0.434,2.4.1.-,K14375
RP09459,0.431,2.4.1.-,K14375
RP16207,0.431,2.4.2.51,K17193
RP01890,0.429,3.2.1.15 3.2.1.67,K01184 K01213
RP05646,0.428,2.4.1.-,K14375
RP09460,0.426,2.4.1.-,K14375
RP05621,0.423,,K16010
RP15081,0.422,2.4.1.254,K12937
RP05648,0.419,2.4.1.-,K14375
RP09461,0.416,2.4.1.-,K14375
RP11915,0.413,2.4.1.254,K12937
RP09495,0.413,2.4.1.-,K15961
RP05114,0.412,2.4.1.278,K14368 K15997
RP00414,0.412,2.4.1.80 3.2.1.45 3.2.1.62,K00720 K01201 K17108
RP00160,0.412,2.4.1.47 3.2.1.46 3.2.1.62,K01202 K04628
RP15238,0.411,2.4.1.252,K13657
RP03852,0.407,2.4.2.27,K04341
RP14578,0.405,2.4.1.-,K15948
RP11623,0.405,2.4.99.13,K02527
RP04319,0.402,2.4.1.17,K00699
RP14600,0.402,,K15935
RP05661,0.396,,K15998
RP05136,0.393,3.2.1.22,K01189 K07406 K07407
RP15236,0.393,2.4.1.264,K13659
RP05640,0.392,2.4.1.-,K14375
RP05649,0.389,2.4.1.-,K14375
RP05643,0.387,2.4.1.-,K14375
RP05651,0.385,2.4.1.-,K14375
RP09520,0.384,,K15938
RP05645,0.373,2.4.1.-,K14375
RP09519,0.372,,K15937
RP02259,0.372,2.4.1.17,K00699
RP05653,0.370,2.4.1.-,K14375
RP05647,0.368,2.4.1.-,K14375
RP05655,0.365,2.4.1.-,K14375
RP02244,0.358,2.4.1.17,K00699
RP03988,0.358,2.4.1.17,K00699
RP12693,0.358,2.4.1.17,K00699
RP12695,0.358,2.4.1.17,K00699
RP05623,0.356,2.4.1.277,K16004 K16005
RP11978,0.356,2.4.1.202,K13227 K13228
RP00377,0.347,4.2.2.2 4.2.2.9,K01728
RP11646,0.346,2.4.1.276,K14596
RP05624,0.342,2.4.1.277,K16004 K16005
RP09514,0.333,,K15938
RP05613,0.329,,K15993
RP09131,0.327,3.2.1.125,K12695
RP15319,0.327,2.4.99.14,K02527
RP01306,0.324,3.2.1.22,K01189 K07406 K07407
RP12713,0.324,3.2.1.10,K01182 K01203
RP01436,0.324,3.2.1.22,K01189 K07406 K07407
RP00261,0.323,2.4.1.241 3.2.1.22,K01189 K07406 K07407 K09480
RP09494,0.321,2.4.1.-,K15960
RP15162,0.321,2.4.2.52,K05966 K13927 K13930
RP13912,0.319,2.4.1.227,K02563
RP02661,0.317,3.2.1.117 3.2.1.21,K01188 K05349 K05350 K13031
RP09521,0.314,,K15937 K15938 K15939
RP11535,0.311,2.4.99.12,K02527
RP11616,0.307,2.4.1.227,K02563
RP12153,0.302,2.4.1.238,K12939
RP09518,0.282,,K15938 K15939
RP16021,0.279,2.4.1.290,K15914
RP04256,0.277,2.4.1.182,K00748
RP13882,0.275,2.4.1.-,K13235
