RPAIR,Score,EC,KO
RP01758,0.211,1.1.1.21,K00011
RP00429,0.211,1.1.1.21,K00011
RP01304,0.203,1.1.3.9,K04618
RP01569,0.194,3.1.1.17,K01053
RP01507,0.190,1.1.1.21 1.1.1.307,K00011
RP00362,0.190,1.1.1.21,K00011
RP02203,0.180,3.1.1.68,K14274
RP00277,0.165,1.1.99.21,K08261
RP01654,0.164,2.2.1.1,K00615
RP01925,0.154,3.1.1.31,K01057 K07404 K13937
RP02276,0.140,3.1.1.15,K13874
RP02806,0.138,5.3.1.25 5.3.1.3,K01818
RP02215,0.138,5.3.1.14,K01813
RP00231,0.135,1.1.1.11 1.1.1.67,K00007 K00045
RP00692,0.135,1.1.1.14 1.1.1.15,K00008
RP02228,0.131,1.1.1.57,K00040
RP02304,0.131,1.1.1.58,K00041
RP02613,0.127,3.1.1.17 3.1.1.25,K01053
RP03444,0.125,2.7.1.3,K00846
RP00616,0.123,1.1.1.10,K03331
RP01826,0.123,1.1.1.56,K00039
RP01827,0.123,1.1.1.9,K05351
RP05199,0.123,1.1.1.11,K00007
RP01797,0.123,2.7.1.14,K11214
RP02637,0.114,1.2.1.3,K00128 K00149 K14085
RP02421,0.111,1.1.1.17,K00009
RP05164,0.111,1.1.1.251,K00094
RP05203,0.111,1.1.1.140,K00068
RP03702,0.107,2.7.1.69,K02812 K02813 K02814 K02815
RP15307,0.102,5.3.1.28,K03271
RP15306,0.102,5.3.1.28,K03271
RP05252,0.102,5.3.1.28,K03271
RP10934,0.083,3.5.-.-,K10708
RP00649,0.071,2.2.1.1 4.1.2.22,K00615 K01632
RP01790,0.071,2.2.1.1,K00615
