RPAIR,Score,EC,KO
RP14912,0.591,1.14.-.-,K15401
RP14852,0.495,1.14.-.-,K15398
RP10104,0.492,1.14.15.3,K00490 K07422 K07425
RP14925,0.472,1.14.-.-,K13407
RP14914,0.470,1.14.-.-,K13407
RP10105,0.441,1.14.14.1,K07415 K07418 K07422
RP03238,0.418,1.13.11.12 1.13.11.33,K00454 K00460
RP12112,0.418,4.2.1.134,K02372 K11533
RP10110,0.417,1.14.14.1,K07413
RP04188,0.414,2.3.1.85 2.3.1.86 4.2.1.59,K00665 K00668 K01716 K02372 K11533 K16363
RP10143,0.413,1.13.11.58,K15718
RP05668,0.409,1.14.13.169,K04713
RP14916,0.407,1.14.-.-,K15402
RP12110,0.405,4.2.1.134,K10703
RP04381,0.399,4.2.1.17 4.2.1.74,K01692 K01782 K01825 K07511 K07514 K07515 K10527 K13767
RP11526,0.397,1.13.11.12,K00454
RP10142,0.394,1.14.14.1,K07409 K07413 K07415 K07418 K07424
RP05669,0.392,1.14.13.169,K04713
RP10141,0.390,1.14.14.1,K07409 K07413 K07415 K07418 K07424
RP12484,0.389,2.3.1.85 2.3.1.86 4.2.1.59,K00665 K00668 K01716 K02372 K11533 K16363
RP11663,0.387,1.13.11.12,K00454
RP01621,0.384,1.13.11.33,K00460 K08022
RP10114,0.383,1.13.11.-,K08022
RP01624,0.383,1.13.11.31,K00458
RP10111,0.383,1.13.11.-,K08021
RP14923,0.372,1.14.-.-,K15399
RP04383,0.372,4.2.1.17 4.2.1.74,K01692 K01782 K01825 K07511 K07514 K07515 K10527 K13767
RP01623,0.366,1.13.11.34,K00461
RP03481,0.346,1.14.13.30,K00490
RP10109,0.346,1.14.14.1,K07412 K07413 K07418
RP12183,0.338,4.2.1.-,K01782 K01825 K07515
RP04576,0.333,2.3.1.85 2.3.1.86 4.2.1.59,K00665 K00668 K01716 K02372 K11533 K16363
RP10106,0.329,1.14.14.1,K07412 K07413 K07418
RP03803,0.318,4.2.1.17 4.2.1.74,K01692 K01782 K01825 K07511 K07514 K07515 K10527 K13767
RP11528,0.314,,K10528
RP10107,0.303,1.14.14.1,K07412 K07413 K07418
RP10108,0.303,1.14.14.1,K07412 K07413 K07418 K07425
RP16338,0.278,4.2.1.114,K16792 K16793
RP02729,0.268,1.13.11.34,K00461
RP12493,0.248,2.3.1.85 2.3.1.86 4.2.1.59,K00665 K00668 K01716 K02372 K11533 K16363
RP02728,0.243,3.3.2.6,K01254
RP04387,0.236,4.2.1.17 4.2.1.74,K01692 K01782 K01825 K07511 K07514 K07515 K10527 K13767
RP12181,0.233,4.2.1.-,K01825 K07515
RP12163,0.232,4.2.1.17 4.2.1.74,K10527
RP04396,0.221,5.3.3.8,K01825 K07514 K13238 K13239
RP16333,0.213,4.2.1.114,K16792 K16793
RP02449,0.206,5.1.1.7,K01778
