RPAIR,Score,EC,KO
RP00399,0.845,2.7.1.72 3.1.3.39,K04342 K04343 K12570
RP15600,0.680,2.7.1.175,K16146
RP01302,0.548,2.7.1.6,K00849
RP00303,0.548,2.7.1.41 3.1.3.10,K01085 K05344
RP11347,0.548,3.1.3.-,K10047
RP01349,0.546,3.1.3.25,K01092 K10047 K15759
RP00521,0.546,3.1.3.25,K01092 K10047 K15759
RP01350,0.546,3.1.3.25,K01092 K10047 K15759
RP02947,0.538,3.1.3.64,K01108
RP03003,0.536,2.7.1.65,K04339
RP02804,0.529,2.7.1.52 2.7.1.69,K02771 K05305 K11194 K11195 K11196
RP14118,0.526,2.7.1.162,K13059
RP00667,0.520,2.7.1.137 3.1.3.64,K00914 K01108 K02649
RP15308,0.508,2.7.1.168,K07031
RP05253,0.508,2.7.1.167,K03272
RP03010,0.495,3.1.3.57,K01107 K15422
RP02980,0.484,2.7.1.67,K00888 K13711
RP03773,0.467,2.7.1.100,K00899
RP01732,0.458,2.7.1.46,K12446
RP04013,0.458,3.1.3.66,K01109
RP03041,0.452,3.1.3.57,K01107 K15422
RP05392,0.436,2.7.1.150,K00921
RP01765,0.419,2.7.8.11,K00999
RP03011,0.419,3.1.3.56,K01106
RP03083,0.411,2.7.1.68 3.1.3.36,K00889 K01099 K13712
RP05383,0.411,2.7.1.154 3.1.3.64,K00923 K01108 K02649
RP14232,0.399,3.1.3.88,K13555
RP02160,0.393,3.1.3.6,K08693
RP01814,0.391,3.1.3.6,K08693
RP00645,0.390,2.7.1.23 3.1.3.-,K00858
RP05393,0.384,2.7.1.149 3.1.3.78,K00920 K13084 K13085
RP11501,0.384,3.1.3.66,K01109
RP00403,0.382,2.7.1.105 3.1.3.46,K00900 K01103 K14634
RP02189,0.378,2.7.1.71,K00891 K13829 K13830
RP01596,0.368,3.1.3.6,K08693
RP02000,0.364,3.1.3.6,K08693
RP03737,0.362,2.7.1.69,K02777 K02790 K02791
RP00703,0.362,2.7.1.69,K02786 K02787 K02788
RP00343,0.362,2.7.1.69 3.1.3.12,K01087 K02777 K02817 K02818 K02819 K16055
RP14681,0.345,2.7.7.72,K00974 K07558
RP04532,0.340,2.7.1.25,K00860 K00955 K13811
RP09105,0.338,,K16017
RP03043,0.337,2.7.1.159,K00913
RP00446,0.337,2.7.1.25 3.1.3.7,K00860 K00955 K01082 K13811 K15422 K15759
RP15428,0.332,3.1.3.86,K03084 K15909
RP04189,0.332,2.7.1.153 3.1.3.67,K00922 K01110 K02649
RP00678,0.332,2.7.1.127 3.1.3.62,K00911 K03103
RP00677,0.332,2.7.1.159 3.1.3.56,K00913 K01106
RP14679,0.329,2.7.7.72,K00974 K07558
RP09363,0.322,2.7.8.20,K01002
RP15445,0.318,3.6.1.57,K15897
RP13557,0.317,2.4.1.17 3.2.1.-,K00699
RP14683,0.316,2.7.7.72,K00974 K07558
RP03722,0.314,2.7.1.24,K00859 K02318
RP01255,0.306,2.7.6.1,K00948
RP13086,0.298,2.7.1.164,K10837
RP12764,0.292,2.7.1.69,K02808 K02809 K02810
RP14172,0.290,3.1.3.79,K13086
RP05390,0.263,2.7.1.151,K00328 K00915
RP05391,0.262,2.7.1.151,K00328 K00915
RP03093,0.262,2.7.1.134,K00913
