RPAIR,Score,EC,KO
RP01273,0.062,4.1.2.40,K01635 K08302 K16371
RP01275,0.062,4.1.2.13,K01622 K01623 K01624 K11645 K16305 K16306
RP01271,0.062,2.2.1.11 4.1.2.13,K01622 K01623 K01624 K11645 K16305 K16306
RP13340,0.048,2.2.1.2,K00616 K13810
RP01269,0.047,4.1.2.4,K01619
RP01790,0.036,2.2.1.1,K00615
RP00649,0.036,2.2.1.1 4.1.2.22,K00615 K01632
RP02312,0.034,2.2.1.11 4.1.2.13,K01622 K01623 K01624 K11645 K16305 K16306
RP02421,0.032,1.1.1.17,K00009
RP05164,0.032,1.1.1.251,K00094
RP05203,0.032,1.1.1.140,K00068
RP01654,0.030,2.2.1.1,K00615
RP01757,0.030,4.1.2.19,K01629
RP14671,0.026,1.1.1.302,K14654
RP03068,0.026,1.1.1.193,K00082 K11752
