reactionID,predictions
R03681,2.4.1;2.4.2;3.2.2;3.6.1
R02297,3.2.2;2.4.2;3.6.1;4.2.2
R11326,3.6.1;3.1.3;2.5.1;2.4.2
R10782,4.2.1;4.4.1;5.4.4;1.14.14
R09764,1.14.14;4.99.1;1.14.13;5.4.4
R10443,3.6.1;3.1.3;3.6.5;2.4.2
R13248,3.4.22;3.4.21;3.4.23;3.4.24
R12867,6.2.1;2.3.1;2.7.2;1.2.1
R13043,1.11.1;1.16.1;1.8.1;1.11.2
R05222,2.7.7;2.4.2;6.1.1;6.2.1
R12023,1.14.13;1.14.14;1.6.3;4.99.1
R13273,1.3.1;1.8.1;1.1.1;1.16.1
R08190,3.1.2;2.3.1;2.8.3;3.1.1
R09563,1.11.1;1.16.1;1.8.1;1.11.2
R09086,2.7.1;3.1.3;3.6.1;2.7.6
R05297,4.2.1;4.4.1;5.4.4;1.14.14
R00842,1.1.1;1.3.1;1.8.1;2.3.1
R11045,2.1.1;2.5.1;2.3.1;4.4.1
R00821,4.1.1;2.7.11;3.7.1;2.5.1
R01225,2.1.1;2.5.1;4.4.1;5.3.99
R11330,5.1.3;5.1.2;5.3.1;-
R12823,2.5.1;5.3.99;2.4.2;2.1.1
R07405,5.4.99;5.4.3;5.4.1;5.4.2
R12817,2.7.1;2.7.6;3.1.3;3.6.1
R09765,2.8.3;3.1.2;2.3.1;3.2.2
R10255,2.7.8;2.4.1;2.4.2;2.7.1
R03558,2.4.1;2.4.2;3.2.1;2.7.8
R01341,1.4.3;1.13.11;1.13.12;1.6.3
R03291,1.7.1;1.8.1;1.5.1;1.1.1
R01978,2.3.1;3.1.2;3.1.1;4.2.1
R08648,2.2.1;4.2.99;4.1.1;4.1.3
R08654,4.4.1;4.3.1;4.1.99;2.5.1
R03787,1.1.1;1.3.1;1.6.2;1.7.1
R01776,2.3.1;3.1.1;3.1.2;4.2.1
R10840,4.1.99;4.3.1;4.4.1;4.5.1
R01519,3.1.1;2.3.1;3.1.2;3.5.1
R10452,2.1.1;2.5.1;2.3.3;4.4.1
R12261,5.5.1;4.2.3;2.5.1;5.3.3
R00182,2.4.2;3.6.1;3.1.3;2.7.7
R13159,2.4.2;2.4.1;3.2.2;3.6.1
R10819,5.1.3;5.3.1;3.2.1;5.4.2
R13266,2.3.1;3.1.1;1.1.1;1.3.1
R07640,2.7.4;2.7.1;2.1.1;2.4.2
R07751,1.8.1;1.16.1;1.1.1;1.3.1
R09679,2.1.1;2.3.1;2.5.1;2.3.3
R09810,1.13.11;3.3.2;1.14.99;1.2.1
R13244,3.6.1;3.1.3;3.1.4;3.1.7
R05681,1.1.1;1.3.1;1.8.1;2.3.1
R02679,1.1.1;1.3.1;4.2.1;2.3.1
R04630,3.1.1;2.3.1;3.1.2;3.5.1
R08999,1.14.13;1.6.3;1.14.14;1.14.15
R09214,1.13.11;1.14.99;3.3.2;1.2.1
R12787,2.3.1;3.5.1;2.1.1;3.1.1
R10892,2.4.2;2.7.7;2.7.1;2.5.1
R01775,1.1.1;1.3.1;1.8.1;1.16.1
R04216,2.4.1;2.4.2;2.7.8;3.6.1
R02762,1.1.1;1.3.1;2.3.1;1.8.1
R02450,1.1.1;1.3.1;1.8.1;2.3.1
R09227,1.14.13;1.6.3;1.8.1;1.1.1
R03718,3.1.2;2.3.1;2.8.3;3.1.1
R02406,2.3.1;3.1.2;3.1.1;2.8.3
R05711,1.8.1;1.16.1;1.1.1;1.3.1
R11190,3.4.19;3.5.1;3.4.11;4.3.3
R06934,4.2.1;4.4.1;5.4.4;2.3.1
R00366,1.13.11;1.2.3;1.1.3;1.4.3
R04920,2.7.1;2.7.8;2.3.1;2.4.1
R02426,4.2.1;4.4.1;5.4.4;1.14.14
R04263,1.8.1;1.16.1;1.1.1;1.8.4
R09760,2.5.1;3.1.3;5.5.1;3.6.1
R03384,2.7.4;2.7.1;2.4.2;2.1.1
R03776,1.8.1;2.3.1;1.3.1;1.1.1
