RPAIR,Score,EC,KO
RP03270,0.376,6.1.1.18,K01886
RP03280,0.355,6.1.1.6,K04566 K04567 K04568
RP03290,0.349,6.1.1.3,K01868
RP13893,0.347,6.1.1.26,K11627
RP03282,0.346,6.1.1.10,K01874
RP03294,0.346,6.1.1.9,K01873
RP03276,0.345,6.1.1.5,K01870
RP03260,0.343,6.1.1.19,K01887
RP03268,0.340,6.1.1.24,K09698
RP03264,0.339,6.1.1.22,K01893
RP03288,0.338,6.1.1.11,K01875
RP13085,0.338,6.1.1.11,K01875
RP03278,0.336,6.1.1.4,K01869
RP04407,0.335,6.1.1.10,K01874
RP02710,0.335,2.3.2.- 2.3.2.10 6.1.1.7,K01872 K05363 K12554
RP03266,0.331,6.1.1.16,K01883 K01884
RP00730,0.329,1.2.1.70 6.1.1.17 6.1.1.24,K01885 K02492 K09698 K14163
RP03262,0.322,6.1.1.23,K09759
RP05172,0.318,6.1.1.12 6.1.1.23,K01876 K09759
RP03274,0.309,6.1.1.21,K01892
RP00152,0.307,2.3.2.16 2.3.2.17 2.3.2.18 6.1.1.14,K01878 K01879 K01880 K11693 K11694 K11695 K14164
RP03284,0.301,6.1.1.20,K01889 K01890
RP02600,0.287,6.1.1.1,K01866
RP13535,0.282,6.1.1.27,K07587
RP03292,0.275,6.1.1.2,K01867
RP04213,0.261,2.3.1.129,K00677
RP03286,0.204,6.1.1.15,K01881 K14163
RP15672,0.202,,K16036
RP05660,0.197,,K15999
RP04363,0.196,2.3.1.150,K13393
RP05659,0.183,,K15999
RP02864,0.170,2.3.1.107,K12698
RP15679,0.168,2.1.3.-,K16035
RP05658,0.154,,K15999
RP15225,0.154,3.2.1.175,K15748
RP11913,0.151,2.3.1.-,K12932
RP11914,0.147,2.3.1.-,K12932
RP00527,0.145,2.3.1.91 2.3.1.92,K09756 K09757
RP12142,0.144,2.3.1.-,K12932
RP09582,0.140,2.3.1.214,K12935
RP09329,0.135,,K12713
RP09454,0.132,2.3.1.162,K12923
RP04588,0.131,1.-.-.- 3.2.1.31,K01195
RP00224,0.121,2.3.1.26 3.1.1.13,K00637 K01052 K12298 K14674
RP00226,0.117,2.3.1.43,K00650
RP09430,0.116,2.3.1.167,K12926
