RPAIR,Score,EC,KO
RP14685,0.075,1.14.13.107,K14733
RP05557,0.075,1.14.13.107,K14733
RP09053,0.067,4.1.1.-,K13484 K13485 K16838 K16840
RP03084,0.067,4.1.1.44,K01607 K14727
RP12999,0.061,1.14.14.1,K07411 K07412 K07424
RP02055,0.057,1.14.13.22,K03379
RP09043,0.057,1.14.13.22,K03379
RP15674,0.053,,K16037
RP14723,0.052,1.14.14.1,K07409 K07411 K07424
RP14722,0.052,1.14.14.1,K07409
RP14720,0.051,1.14.14.1,K07411
RP09372,0.050,1.10.99.3 1.14.13.90,K09838 K09839
RP09401,0.049,1.10.99.3 1.14.13.90,K09838 K09839
RP02152,0.048,4.2.2.2 4.2.2.9,K01728
RP10987,0.045,,K12449
RP01710,0.043,4.2.3.5,K01736
RP15452,0.042,5.3.3.18,K15866
RP14864,0.036,4.1.99.16,K10187
RP11658,0.035,4.2.1.100,K07537
RP14116,0.034,2.6.1.86,K13063
RP11797,0.033,4.2.1.-,K07534
RP14977,0.033,1.14.13.119,K15805
RP02493,0.032,4.2.1.44,K03335
RP09096,0.031,,K16021
RP04376,0.031,4.2.1.96,K01724
RP02750,0.031,4.2.1.10,K03785 K03786 K13830 K13832
RP14366,0.030,4.2.3.34,K14045
RP11877,0.030,,K12928
RP13065,0.030,4.2.99.20,K08680 K14759
RP05266,0.030,,K03335
RP05592,0.030,,K13314 K16435
RP03258,0.030,1.1.4.1,K05357
RP05605,0.029,,K13322
RP15257,0.029,1.14.13.129,K02294
RP09565,0.029,,K12721
RP02577,0.028,1.4.3.3,K00273
RP02087,0.028,5.3.99.5,K01832
RP01712,0.028,5.4.4.2,K01851 K02361 K02552 K14759
RP03851,0.028,1.4.3.3,K00273
RP00366,0.028,1.5.1.1 1.5.1.21,K13609
RP14200,0.027,1.1.1.-,K12451
RP15693,0.027,1.1.4.1,K05357
RP14593,0.026,,K15927
RP09599,0.026,1.1.1.288,K09841
RP05296,0.026,1.1.1.271,K02377
RP09132,0.026,1.1.4.1,K05357
RP14651,0.025,,K03635 K03636
RP13001,0.025,2.2.1.9,K02551
RP04903,0.025,1.14.20.1,K12744
RP04829,0.024,,K12746
RP05586,0.024,4.2.3.108,K07385
