RPAIR,Score,EC,KO
RP03773,0.696,2.7.1.100,K00899
RP02160,0.616,3.1.3.6,K08693
RP01814,0.611,3.1.3.6,K08693
RP00403,0.597,2.7.1.105 3.1.3.46,K00900 K01103 K14634
RP11347,0.584,3.1.3.-,K10047
RP00303,0.584,2.7.1.41 3.1.3.10,K01085 K05344
RP01302,0.584,2.7.1.6,K00849
RP02804,0.581,2.7.1.52 2.7.1.69,K02771 K05305 K11194 K11195 K11196
RP01732,0.580,2.7.1.46,K12446
RP02189,0.563,2.7.1.71,K00891 K13829 K13830
RP14118,0.560,2.7.1.162,K13059
RP01596,0.544,3.1.3.6,K08693
RP02000,0.534,3.1.3.6,K08693
RP05253,0.514,2.7.1.167,K03272
RP15308,0.514,2.7.1.168,K07031
RP04532,0.449,2.7.1.25,K00860 K00955 K13811
RP00446,0.440,2.7.1.25 3.1.3.7,K00860 K00955 K01082 K13811 K15422 K15759
RP15600,0.421,2.7.1.175,K16146
RP03003,0.407,2.7.1.65,K04339
RP03722,0.393,2.7.1.24,K00859 K02318
RP02947,0.387,3.1.3.64,K01108
RP00521,0.383,3.1.3.25,K01092 K10047 K15759
RP01350,0.383,3.1.3.25,K01092 K10047 K15759
RP01349,0.383,3.1.3.25,K01092 K10047 K15759
RP00667,0.369,2.7.1.137 3.1.3.64,K00914 K01108 K02649
RP03010,0.365,3.1.3.57,K01107 K15422
RP02980,0.353,2.7.1.67,K00888 K13711
RP01255,0.348,2.7.6.1,K00948
RP04013,0.344,3.1.3.66,K01109
RP00645,0.336,2.7.1.23 3.1.3.-,K00858
RP03041,0.331,3.1.3.57,K01107 K15422
RP03011,0.314,3.1.3.56,K01106
RP09105,0.309,,K16017
RP05383,0.305,2.7.1.154 3.1.3.64,K00923 K01108 K02649
RP03083,0.305,2.7.1.68 3.1.3.36,K00889 K01099 K13712
RP05392,0.299,2.7.1.150,K00921
RP00399,0.297,2.7.1.72 3.1.3.39,K04342 K04343 K12570
RP14679,0.297,2.7.7.72,K00974 K07558
RP11501,0.294,3.1.3.66,K01109
RP05393,0.294,2.7.1.149 3.1.3.78,K00920 K13084 K13085
RP15445,0.275,3.6.1.57,K15897
RP03845,0.262,2.7.7.43,K00983
RP01313,0.262,2.7.7.43,K00983
RP13557,0.260,2.4.1.17 3.2.1.-,K00699
RP05043,0.257,3.1.7.2,K01139
RP03043,0.254,2.7.1.159,K00913
RP15479,0.253,2.7.7.81,K15899
RP01765,0.241,2.7.8.11,K00999
RP04189,0.237,2.7.1.153 3.1.3.67,K00922 K01110 K02649
RP00678,0.237,2.7.1.127 3.1.3.62,K00911 K03103
RP15428,0.237,3.1.3.86,K03084 K15909
RP00677,0.237,2.7.1.159 3.1.3.56,K00913 K01106
RP00894,0.228,2.7.6.5,K00951 K07816
RP14681,0.217,2.7.7.72,K00974 K07558
