RPAIR,Score,EC,KO
RP14031,0.083,4.1.99.-,K11782
RP10201,0.079,1.14.14.1,K07412 K07415
RP10200,0.078,1.14.14.1,K07412 K07415
RP10228,0.077,1.14.14.1,K07415
RP15453,0.071,1.14.13.149,K02609 K02610 K02611 K02612 K02613
RP13549,0.067,1.14.-.-,K11785
RP05467,0.051,4.2.3.20,K15096
RP01909,0.051,4.2.3.16,K15088
RP15064,0.048,4.2.3.60,K15802
RP11143,0.048,4.2.3.75,K10187 K15803
RP15063,0.048,4.2.3.55,K15794
RP15287,0.047,4.2.3.38,K14177
RP15054,0.047,4.2.3.40,K15795
RP15053,0.047,4.2.3.59,K15796
RP12985,0.047,4.2.3.56,K14186
RP12980,0.046,4.2.3.- 4.2.3.104,K14184
RP05354,0.043,4.2.3.120,K07384
RP00722,0.042,1.14.13.40,K09461
RP05353,0.041,4.2.3.119,K07384
RP09095,0.041,4.2.1.144,K16016
RP01643,0.041,4.2.1.118,K09483 K15652
RP01947,0.039,4.2.3.8,K12929
RP12978,0.038,4.2.3.57,K14184 K15808
RP15713,0.038,1.14.13.-,K03185 K06126
RP13638,0.037,4.2.3.73,K14181
RP11166,0.036,1.3.7.8,K04112 K04113 K04114 K04115
RP14370,0.035,4.2.3.29,K14037
RP14371,0.035,4.2.3.30,K14038
RP00623,0.035,1.3.1.43 1.3.1.78 1.3.1.79,K00220 K15226 K15227
RP00334,0.035,1.3.1.12 1.3.1.13,K00210 K00211 K00220 K04517 K14187
RP01215,0.034,4.1.3.27,K01656 K01657 K01658 K13497 K13501 K13503
RP05498,0.033,4.2.3.32,K14041
RP02565,0.033,1.3.1.96 2.5.1.21,K00801
RP15377,0.033,2.5.1.96,K10208
RP00332,0.032,1.3.1.2,K00207
RP05497,0.032,4.2.3.32,K14041
RP09303,0.032,2.5.1.-,K02548
RP02595,0.031,4.2.1.49,K01712
RP04592,0.031,1.14.13.-,K06126
RP03300,0.031,5.3.3.12,K01827
RP03656,0.031,4.2.1.113,K02549 K14759
RP09038,0.030,4.2.99.21,K04781 K04782
RP01416,0.030,4.1.3.40,K03181
RP00141,0.029,1.3.5.2 1.3.98.1,K00226 K00254
RP03850,0.029,2.5.1.32,K02291
RP11452,0.029,2.5.1.32 2.5.1.99,K02291
RP11370,0.028,,K09879
RP12045,0.028,,K09879
RP10130,0.027,1.14.14.1,K07408 K07409 K07412 K07415 K07416 K07420
RP10131,0.027,1.14.14.1,K07408 K07409 K07412 K07415 K07416 K07420
RP04598,0.026,1.14.13.-,K03185
RP11571,0.026,,K09879
RP10225,0.026,1.14.14.1,K07408 K07409 K07412 K07415 K07416
RP10224,0.026,1.14.14.1,K07408 K07409 K07412 K07415 K07416
