reaction,REACTION_ID,true_EC
10013-1.5.3.6-Q,10013,1.5.3.6
10017-3.1.1.49-Q,10017,3.1.1.49
10189-2.3.3.10-Q,10189,2.3.3.10
10265-5.1.3.3-Q,10265,5.1.3.3
10285-5.4.3.7-Q,10285,5.4.3.7
10361-3.1.1.35-Q,10361,3.1.1.35
10369-2.6.1.59-Q,10369,2.6.1.59
10461-5.3.3.9-Q,10461,5.3.3.9
10509-2.2.1.1-Q,10509,2.2.1.1
10609-1.14.14.91-Q,10609,1.14.14.91
10613-2.4.2.38-Q,10613,2.4.2.38
10733-1.13.12.7-Q,10733,1.13.12.7
10757-2.7.9.1-Q,10757,2.7.9.1
10797-1.14.13.32-Q,10797,1.14.13.32
10805-5.1.99.3-Q,10805,5.1.99.3
10905-1.3.99.36-Q,10905,1.3.99.36
10933-6.3.4.5-Q,10933,6.3.4.5
10969-6.2.1.10-Q,10969,6.2.1.10
11089-3.6.1.2-Q,11089,3.6.1.2
11141-5.4.2.8-Q,11141,5.4.2.8
11213-1.13.11.17-Q,11213,1.13.11.17
11309-6.4.1.2-Q,11309,6.4.1.2
11313-3.8.1.8-Q,11313,3.8.1.8
11365-2.7.9.2-Q,11365,2.7.9.2
11433-2.1.1.153-Q,11433,2.1.1.153
11457-2.4.1.101-Q,11457,2.4.1.101
11465-1.8.4.1-Q,11465,1.8.4.1
11489-2.3.1.76-Q,11489,2.3.1.76
11521-2.4.1.127-Q,11521,2.4.1.127
11693-1.6.1.1-Q,11693,1.6.1.1
11693-1.6.1.3-Q,11693,1.6.1.3
11713-1.2.7.7-Q,11713,1.2.7.7
11725-1.8.4.8-Q,11725,1.8.4.8
11749-2.2.1.8-Q,11749,2.2.1.8
11753-3.1.1.55-Q,11753,3.1.1.55
11781-2.4.1.134-Q,11781,2.4.1.134
11801-3.6.1.22-Q,11801,3.6.1.22
11849-1.21.4.4-Q,11849,1.21.4.4
11881-1.5.3.5-Q,11881,1.5.3.5
11905-3.5.4.11-Q,11905,3.5.4.11
11949-3.1.2.23-Q,11949,3.1.2.23
11957-3.2.1.104-Q,11957,3.2.1.104
12001-1.17.1.10-Q,12001,1.17.1.10
12005-2.4.1.220-Q,12005,2.4.1.220
12013-2.7.1.89-Q,12013,2.7.1.89
12173-3.5.99.6-Q,12173,3.5.99.6
12177-2.1.1.28-Q,12177,2.1.1.28
12181-2.1.1.111-Q,12181,2.1.1.111
12233-1.21.4.2-Q,12233,1.21.4.2
12277-1.3.8.4-Q,12277,1.3.8.4
12325-3.2.2.11-Q,12325,3.2.2.11
12606-2.2.1.7-Q,12606,2.2.1.7
12614-1.8.4.4-Q,12614,1.8.4.4
12630-1.14.11.11-Q,12630,1.14.11.11
12730-5.3.3.22-Q,12730,5.3.3.22
12734-2.4.2.19-Q,12734,2.4.2.19
12738-1.21.4.1-Q,12738,1.21.4.1
12818-1.3.1.46-Q,12818,1.3.1.46
12826-1.21.4.3-Q,12826,1.21.4.3
12946-3.13.1.3-Q,12946,3.13.1.3
12974-2.7.4.3-Q,12974,2.7.4.3
12978-3.9.1.1-Q,12978,3.9.1.1
13054-2.6.1.58-Q,13054,2.6.1.58
13110-1.7.1.12-Q,13110,1.7.1.12
13114-1.7.1.12-Q,13114,1.7.1.12
13194-5.4.99.18-Q,13194,5.4.99.18
13206-2.7.7.64-Q,13206,2.7.7.64
13266-2.1.4.2-Q,13266,2.1.4.2
13390-1.3.8.6-Q,13390,1.3.8.6
13414-2.7.1.118-Q,13414,2.7.1.118
13486-2.6.1.75-Q,13486,2.6.1.75
13522-1.1.2.4-Q,13522,1.1.2.4
13590-6.4.1.4-Q,13590,6.4.1.4
13626-1.5.99.12-Q,13626,1.5.99.12
13706-2.4.1.138-Q,13706,2.4.1.138
13774-1.14.19.64-Q,13774,1.14.19.64
13906-2.4.1.206-Q,13906,2.4.1.206
13946-5.1.2.2-Q,13946,5.1.2.2
14034-3.1.4.43-Q,14034,3.1.4.43
14122-2.1.1.114-Q,14122,2.1.1.114
14126-2.4.1.166-Q,14126,2.4.1.166
14158-3.6.1.25-Q,14158,3.6.1.25
14170-6.2.1.6-Q,14170,6.2.1.6
14190-1.13.11.52-Q,14190,1.13.11.52
14218-1.8.4.11-Q,14218,1.8.4.11
14230-1.5.7.1-Q,14230,1.5.7.1
14238-1.14.14.136-Q,14238,1.14.14.136
14266-5.4.3.8-Q,14266,5.4.3.8
14274-1.5.99.6-Q,14274,1.5.99.6
14290-6.2.1.23-Q,14290,6.2.1.23
14314-2.1.1.26-Q,14314,2.1.1.26
14342-2.2.1.5-Q,14342,2.2.1.5
14390-2.4.1.149-Q,14390,2.4.1.149
14414-1.13.11.39-Q,14414,1.13.11.39
14478-1.3.8.7-Q,14478,1.3.8.7
14494-3.2.2.24-Q,14494,3.2.2.24
14582-1.6.5.4-Q,14582,1.6.5.4
14706-1.8.1.14-Q,14706,1.8.1.14
14738-4.6.1.6-Q,14738,4.6.1.6
14750-1.13.11.38-Q,14750,1.13.11.38
14782-6.2.1.14-Q,14782,6.2.1.14
14810-2.1.1.25-Q,14810,2.1.1.25
14838-1.2.3.5-Q,14838,1.2.3.5
14866-2.1.1.27-Q,14866,2.1.1.27
14894-5.4.3.5-Q,14894,5.4.3.5
14914-2.7.1.114-Q,14914,2.7.1.114
14926-1.1.1.224-Q,14926,1.1.1.224
14966-3.6.1.7-Q,14966,3.6.1.7
15010-1.5.1.3-Q,15010,1.5.1.3
15030-1.1.1.255-Q,15030,1.1.1.255
15054-2.1.2.2-Q,15054,2.1.2.2
15082-6.2.1.13-Q,15082,6.2.1.13
15094-2.6.1.5-Q,15094,2.6.1.5
15094-2.6.1.57-Q,15094,2.6.1.57
15222-3.6.1.26-Q,15222,3.6.1.26
15238-1.6.2.5-Q,15238,1.6.2.5
15266-2.6.99.2-Q,15266,2.6.99.2
15274-2.6.1.49-Q,15274,2.6.1.49
15338-3.1.2.25-Q,15338,3.1.2.25
15342-6.6.1.2-Q,15342,6.6.1.2
15422-6.2.1.3-Q,15422,6.2.1.3
15474-2.4.1.236-Q,15474,2.4.1.236
15490-1.1.3.39-Q,15490,1.1.3.39
15590-2.6.1.72-Q,15590,2.6.1.72
15750-1.1.99.31-Q,15750,1.1.99.31
15794-1.3.1.24-Q,15794,1.3.1.24
15798-1.3.1.24-Q,15798,1.3.1.24
15986-1.17.1.9-Q,15986,1.17.1.9
16050-2.7.8.26-Q,16050,2.7.8.26
16114-1.16.1.6-Q,16114,1.16.1.6
16118-6.2.1.16-Q,16118,6.2.1.16
16138-1.1.1.285-Q,16138,1.1.1.285
16142-1.1.1.285-Q,16142,1.1.1.285
16158-1.6.2.6-Q,16158,1.6.2.6
16162-1.6.2.6-Q,16162,1.6.2.6
16178-1.2.1.36-Q,16178,1.2.1.36
16190-1.13.11.27-Q,16190,1.13.11.27
16238-5.2.1.8-Q,16238,5.2.1.8
16250-5.1.3.15-Q,16250,5.1.3.15
16334-2.7.7.61-Q,16334,2.7.7.61
16366-3.1.1.20-Q,16366,3.1.1.20
16466-1.1.2.5-Q,16466,1.1.2.5
16502-3.1.4.44-Q,16502,3.1.4.44
16530-2.7.7.5-Q,16530,2.7.7.5
16710-1.14.16.4-Q,16710,1.14.16.4
16826-2.7.1.48-Q,16826,2.7.1.48
16830-1.2.3.1-Q,16830,1.2.3.1
16838-3.6.1.20-Q,16838,3.6.1.20
16918-1.14.13.10-Q,16918,1.14.13.10
16930-2.3.1.127-Q,16930,2.3.1.127
16958-3.1.4.17-Q,16958,3.1.4.17
16958-3.1.4.35-Q,16958,3.1.4.35
17002-3.5.3.22-Q,17002,3.5.3.22
17050-2.1.1.64-Q,17050,2.1.1.64
17054-2.2.1.2-Q,17054,2.2.1.2
17082-2.1.1.146-Q,17082,2.1.1.146
17082-2.1.1.279-Q,17082,2.1.1.279
17098-5.3.2.1-Q,17098,5.3.2.1
17118-6.3.4.12-Q,17118,6.3.4.12
17146-1.3.1.51-Q,17146,1.3.1.51
17238-2.7.7.2-Q,17238,2.7.7.2
17298-1.2.7.3-Q,17298,1.2.7.3
17310-3.1.1.2-Q,17310,3.1.1.2
17314-6.1.1.21-Q,17314,6.1.1.21
17374-5.3.99.8-Q,17374,5.3.99.8
17450-2.5.1.123-Q,17450,2.5.1.123
17498-2.4.1.170-Q,17498,2.4.1.170
17546-1.8.98.2-Q,17546,1.8.98.2
17662-6.2.1.5-Q,17662,6.2.1.5
17702-6.4.1.5-Q,17702,6.4.1.5
17722-1.3.8.8-Q,17722,1.3.8.8
17834-2.1.1.97-Q,17834,2.1.1.97
17878-2.1.1.6-Q,17878,2.1.1.6
17882-3.10.1.1-Q,17882,3.10.1.1
17950-1.13.11.47-Q,17950,1.13.11.47
17998-2.1.1.151-Q,17998,2.1.1.151
18002-3.1.1.52-Q,18002,3.1.1.52
18030-6.3.4.16-Q,18030,6.3.4.16
18034-1.14.14.92-Q,18034,1.14.14.92
18118-1.14.18.1-Q,18118,1.14.18.1
18134-2.7.7.4-Q,18134,2.7.7.4
18242-5.4.3.3-Q,18242,5.4.3.3
18258-1.3.3.3-Q,18258,1.3.3.3
18294-6.2.1.8-Q,18294,6.2.1.8
18358-1.1.1.206-Q,18358,1.1.1.206
18402-1.14.14.37-Q,18402,1.14.14.37
18414-2.4.1.179-Q,18414,2.4.1.179
18446-3.5.4.10-Q,18446,3.5.4.10
18502-1.3.1.71-Q,18502,1.3.1.71
18506-1.4.1.15-Q,18506,1.4.1.15
18522-2.1.1.65-Q,18522,2.1.1.65
18566-2.3.1.161-Q,18566,2.3.1.161
18570-1.2.3.9-Q,18570,1.2.3.9
18682-2.5.1.7-Q,18682,2.5.1.7
18738-2.7.9.3-Q,18738,2.7.9.3
18790-5.1.3.42-Q,18790,5.1.3.42
18806-1.8.4.15-Q,18806,1.8.4.15
18838-2.3.1.163-Q,18838,2.3.1.163
18898-1.21.99.3-Q,18898,1.21.99.3
18910-2.1.1.136-Q,18910,2.1.1.136
18914-2.4.3.6-Q,18914,2.4.3.6
19086-2.6.1.33-Q,19086,2.6.1.33
19130-2.7.1.145-Q,19130,2.7.1.145
19130-2.7.1.21-Q,19130,2.7.1.21
19178-5.4.3.2-Q,19178,5.4.3.2
19182-1.3.8.9-Q,19182,1.3.8.9
19198-2.7.7.51-Q,19198,2.7.7.51
19218-4.5.1.1-Q,19218,4.5.1.1
19270-6.2.1.31-Q,19270,6.2.1.31
19290-3.1.3.24-Q,19290,3.1.3.24
19306-2.3.1.151-Q,19306,2.3.1.151
19358-1.14.13.247-Q,19358,1.14.13.247
19446-1.13.11.23-Q,19446,1.13.11.23
19550-3.1.1.40-Q,19550,3.1.1.40
19558-1.14.99.24-Q,19558,1.14.99.24
19714-6.2.1.15-Q,19714,6.2.1.15
19746-1.21.99.4-Q,19746,1.21.99.4
19754-6.3.1.14-Q,19754,6.3.1.14
19770-4.2.1.97-Q,19770,4.2.1.97
19782-2.6.1.24-Q,19782,2.6.1.24
19802-2.7.7.3-Q,19802,2.7.7.3
19874-3.1.6.2-Q,19874,3.1.6.2
19894-2.7.4.7-Q,19894,2.7.4.7
19910-1.1.2.3-Q,19910,1.1.2.3
19970-1.7.3.6-Q,19970,1.7.3.6
19994-1.8.4.11-Q,19994,1.8.4.11
19994-1.8.4.13-Q,19994,1.8.4.13
20018-1.12.98.2-Q,20018,1.12.98.2
20114-5.4.2.6-Q,20114,5.4.2.6
20226-2.1.1.68-Q,20226,2.1.1.68
20270-4.2.2.6-Q,20270,4.2.2.6
20282-2.8.2.24-Q,20282,2.8.2.24
20374-6.2.1.17-Q,20374,6.2.1.17
20690-3.1.1.42-Q,20690,3.1.1.42
20733-1.8.4.16-Q,20733,1.8.4.16
20749-1.14.20.1-Q,20749,1.14.20.1
20765-2.1.3.1-Q,20765,2.1.3.1
20833-7.6.2.6-Q,20833,7.6.2.6
20849-1.2.3.3-Q,20849,1.2.3.3
20897-6.3.4.6-Q,20897,6.3.4.6
20929-1.8.5.9-Q,20929,1.8.5.9
20977-1.7.3.1-Q,20977,1.7.3.1
21001-1.97.1.2-Q,21001,1.97.1.2
21065-1.8.4.2-Q,21065,1.8.4.2
21097-4.2.1.10-Q,21097,4.2.1.10
21105-1.14.99.38-Q,21105,1.14.99.38
21257-2.5.1.19-Q,21257,2.5.1.19
21261-1.8.4.14-Q,21261,1.8.4.14
21337-1.1.1.107-Q,21337,1.1.1.107
21341-1.13.11.43-Q,21341,1.13.11.43
21349-2.3.1.235-Q,21349,2.3.1.235
21377-1.13.11.46-Q,21377,1.13.11.46
21381-6.2.1.24-Q,21381,6.2.1.24
21453-1.14.17.3-Q,21453,1.14.17.3
21473-6.2.1.18-Q,21473,6.2.1.18
21505-2.2.1.4-Q,21505,2.2.1.4
21541-5.3.1.24-Q,21541,5.3.1.24
21573-1.13.11.48-Q,21573,1.13.11.48
21601-2.3.1.144-Q,21601,2.3.1.144
21617-2.4.3.4-Q,21617,2.4.3.4
21633-1.10.3.1-Q,21633,1.10.3.1
21693-3.6.1.16-Q,21693,3.6.1.16
21729-1.1.1.132-Q,21729,1.1.1.132
21737-5.4.3.3-Q,21737,5.4.3.3
21745-4.4.1.14-Q,21745,4.4.1.14
21881-1.2.3.4-Q,21881,1.2.3.4
21909-1.1.1.252-Q,21909,1.1.1.252
21969-4.2.3.4-Q,21969,4.2.3.4
22029-2.3.1.162-Q,22029,2.3.1.162
22089-2.7.6.5-Q,22089,2.7.6.5
22093-1.3.7.3-Q,22093,1.3.7.3
22117-2.4.1.191-Q,22117,2.4.1.191
22121-6.2.1.4-Q,22121,6.2.1.4
22125-3.1.1.80-Q,22125,3.1.1.80
22329-2.5.1.3-Q,22329,2.5.1.3
22373-1.7.3.5-Q,22373,1.7.3.5
22469-3.5.4.29-Q,22469,3.5.4.29
22561-1.3.1.45-Q,22561,1.3.1.45
22573-1.5.99.5-Q,22573,1.5.99.5
22645-1.14.14.98-Q,22645,1.14.14.98
22729-2.9.1.1-Q,22729,2.9.1.1
22801-5.5.1.9-Q,22801,5.5.1.9
23077-1.21.1.2-Q,23077,1.21.1.2
23085-4.1.3.26-Q,23085,4.1.3.26
23101-2.7.4.11-Q,23101,2.7.4.11
23129-6.2.1.40-Q,23129,6.2.1.40
23177-6.2.1.1-Q,23177,6.2.1.1
23305-3.1.1.10-Q,23305,3.1.1.10
23425-5.4.2.10-Q,23425,5.4.2.10
23537-5.4.2.2-Q,23537,5.4.2.2
23537-5.4.2.5-Q,23537,5.4.2.5
23545-2.4.1.240-Q,23545,2.4.1.240
23561-2.7.8.26-Q,23561,2.7.8.26
23577-1.14.19.66-Q,23577,1.14.19.66
23581-5.3.99.4-Q,23581,5.3.99.4
23585-6.3.2.12-Q,23585,6.3.2.12
23641-1.14.17.4-Q,23641,1.14.17.4
23697-1.13.99.1-Q,23697,1.13.99.1
23721-6.4.1.3-Q,23721,6.4.1.3
23805-5.4.2.3-Q,23805,5.4.2.3
23861-2.3.1.175-Q,23861,2.3.1.175
23881-2.7.3.9-Q,23881,2.7.3.9
23909-1.16.1.8-Q,23909,1.16.1.8
23985-1.3.1.21-Q,23985,1.3.1.21
24005-1.3.8.1-Q,24005,1.3.8.1
24077-1.1.1.145-Q,24077,1.1.1.145
24165-1.8.4.12-Q,24165,1.8.4.12
24189-1.3.1.60-Q,24189,1.3.1.60
24245-1.1.1.236-Q,24245,1.1.1.236
24265-2.2.1.3-Q,24265,2.2.1.3
24329-6.3.4.17-Q,24329,6.3.4.17
24417-1.13.11.41-Q,24417,1.13.11.41
24425-1.8.5.1-Q,24425,1.8.5.1
24441-7.3.2.1-Q,24441,7.3.2.1
24489-1.17.7.4-Q,24489,1.17.7.4
24497-2.3.1.107-Q,24497,2.3.1.107
24501-3.6.1.14-Q,24501,3.6.1.14
24537-1.13.11.11-Q,24537,1.13.11.11
24537-1.13.11.52-Q,24537,1.13.11.52
24577-3.6.1.1-Q,24577,3.6.1.1
24711-2.6.1.87-Q,24711,2.6.1.87
24711-2.6.1.92-Q,24711,2.6.1.92
24794-4.3.2.10-Q,24794,4.3.2.10
24826-1.17.7.4-Q,24826,1.17.7.4
25042-2.9.1.2-Q,25042,2.9.1.2
25153-2.6.1.5-Q,25153,2.6.1.5
25153-2.6.1.57-Q,25153,2.6.1.57
25210-3.5.1.108-Q,25210,3.5.1.108
25226-1.1.1.21-Q,25226,1.1.1.21
25230-1.1.1.21-Q,25230,1.1.1.21
25234-5.1.3.24-Q,25234,5.1.3.24
25250-2.2.1.6-Q,25250,2.2.1.6
