Reaction name,SIMMER pred
13522,
30280,1.12.1
20765,7.2.4;4.1.1
23985,1.3.1;1.1.1
31760,2.1.1
23561,2.7.7
14034,3.2.1;2.4.1
16142,1.1.1
25250,4.1.1
12946,1.13.11
39652,4.1.3
48309,5.3.3
21881,4.1.1
14706,2.3.1
19182,1.3.99;1.3.8
38160,2.1.4
29900,7.3.2;7.2.2
58697,2.4.2
50225,2.1.1
23721,6.2.1;6.3.1
44765,2.1.1
21745,
70508,
29900,7.3.2;7.2.2
23305,
23537,5.4.2;3.1.3
78840,2.8.5
14238,1.14.14
14750,1.13.11
17314,6.1.1
43781,1.3.8
44489,2.1.1
38448,3.2.1;2.4.1
16114,1.3.1;1.8.1
24077,1.1.1
16826,2.7.1
31672,2.1.1
15338,2.3.1
11693,7.1.1;5.1.1
32540,4.2.3
21729,1.1.1
18838,2.3.1
58821,4.1.1
22469,3.5.4
15590,2.6.1
38268,5.3.3
11849,1.11.1
51925,1.3.99
52181,1.14.19
32704,4.2.1;5.5.1;4.2.3
13110,1.5.1;1.14.13
27771,2.1.1
84776,1.1.5
62637,2.5.1
31724,1.14.14
19874,
24577,7.1.3
16958,3.1.4;3.1.3
33992,4.2.3
47033,2.8.1
59469,3.5.1
21349,2.3.1
70504,
19270,6.2.1
56653,1.1.1;1.3.1
31540,2.1.1
27843,1.14.13
20282,2.8.2
20114,5.4.2;3.1.3
51009,5.1.1
23881,
56665,1.1.1
42833,1.14.11
42101,6.3.1
45081,6.3.2
16238,5.1.1
20929,1.11.1
25210,3.5.1
63337,5.1.1
82788,2.6.1
48341,6.2.1
19994,1.11.1
19970,5.1.1
44637,2.1.1
41429,2.1.1
11465,
23697,1.1.3;5.3.1
20226,2.1.1
10613,2.4.1
44485,2.1.1
33896,1.1.1
81372,3.1.4
12734,2.4.2
34024,1.14.12;1.1.1
65033,1.3.3
37968,1.1.1
58121,6.3.1
24537,
13486,2.6.1
16710,1.14.16
36904,2.1.1
12818,1.3.1;1.1.1
67241,2.5.1;2.1.1
58069,
44413,2.1.1
12826,1.11.1
61617,1.14.13
25042,2.5.1
33264,1.14.14
69792,2.3.2
86136,1.14.14
15986,1.8.1
