RPAIR,Score,EC,KO
RP03031,1.000,3.1.1.5,K06130 K14621 K14676
RP04055,0.807,2.3.1.121 3.1.1.4,K01047 K01058 K13512 K14621 K14674 K16342 K16343 K16817
RP02465,0.791,3.1.1.5,K06130 K14621 K14676
RP00452,0.785,2.3.1.23 3.1.1.4,K01047 K01058 K13512 K13515 K13517 K13519 K14621 K14674 K16342 K16343 K16817
RP14313,0.727,2.3.1.-,K13510 K13512 K13513 K13514 K13519
RP04936,0.722,2.3.1.158,K00679
RP03049,0.701,2.3.1.23 2.3.1.63 3.1.1.4,K01047 K01058 K13510 K14621 K14674 K16342 K16343 K16817
RP14311,0.687,2.3.1.-,K13512 K13515 K13517 K13519
RP00679,0.671,2.3.1.67 3.1.1.47,K01062 K13510 K13512 K13519 K16794 K16795
RP00443,0.648,2.3.1.51,K00655 K13509 K13513 K13517 K13519 K13523 K13699 K14674
RP00537,0.642,2.3.1.23 2.3.1.43 3.1.1.4,K00650 K01047 K01058 K13510 K13512 K13515 K13519 K14621 K14674 K16342 K16343 K16817
RP03029,0.493,3.1.1.5,K06128 K14621 K14676
RP14315,0.484,2.3.1.- 3.1.1.-,K13511 K13513 K13535
RP01449,0.420,3.1.1.23,K13700 K13704
RP00455,0.402,2.3.1.40 3.1.1.32,K01058 K05939 K16817 K16818
RP02463,0.400,3.1.1.5,K06128 K06129 K14621 K14676
RP00605,0.391,2.3.1.15,K00629 K00630 K00631 K03621 K08591 K13506 K13507 K13508
RP03660,0.356,3.1.1.32,K01058 K16817 K16818
RP00098,0.340,3.1.1.3,K01046 K12298 K13534 K14073 K14074 K14075 K14076 K14452 K14674 K14675 K16816
RP00541,0.333,2.3.1.135 3.1.1.32,K00678 K01058 K16817 K16818
RP02432,0.304,6.1.1.13,K03367 K14188
