RPAIR,Score,EC,KO
RP03293,0.477,6.1.1.9,K01873
RP03275,0.473,6.1.1.5,K01870
RP04408,0.468,6.1.1.10,K01874
RP03281,0.468,6.1.1.10,K01874
RP03269,0.466,6.1.1.18,K01886
RP03259,0.464,6.1.1.19,K01887
RP03267,0.463,6.1.1.24,K09698
RP05173,0.463,6.1.1.17 6.1.1.24,K01885 K09698 K14163
RP03277,0.462,6.1.1.4,K01869
RP03265,0.460,6.1.1.16,K01883 K01884
RP02599,0.431,6.1.1.1,K01866
RP03291,0.423,6.1.1.2,K01867
RP03289,0.380,6.1.1.3,K01868
RP03287,0.360,6.1.1.11,K01875
RP12926,0.360,6.1.1.11,K01875
RP03279,0.353,6.1.1.6,K04566 K04567 K04568
RP02709,0.351,6.1.1.7,K01872
RP13892,0.346,6.1.1.26,K11627
RP03263,0.340,6.1.1.22,K01893
RP03261,0.335,6.1.1.23,K09759
RP05171,0.335,6.1.1.12 6.1.1.23,K01876 K09759
RP13536,0.330,6.1.1.27,K07587
RP03271,0.329,6.1.1.14,K01878 K01879 K01880 K14164
RP03273,0.329,6.1.1.21,K01892
RP03283,0.324,6.1.1.20,K01889 K01890
RP03285,0.251,6.1.1.15,K01881 K14163
RP11631,0.178,2.4.1.263 3.2.1.175,K14595 K15748
RP11155,0.174,2.4.1.120 2.4.1.126 2.4.1.299,K13068 K17194
RP16160,0.163,2.4.1.300,K17192
RP02584,0.152,2.4.1.17,K00699
RP02176,0.151,2.4.1.17,K00699
