RPAIR,Score,EC,KO
RP02954,1.000,3.2.1.21,K01188 K05349 K05350
RP13522,1.000,3.2.1.20,K01187 K12047 K12316 K12317 K15922
RP00437,1.000,3.2.1.108 3.2.1.23,K01190 K01229 K12111 K12112 K12309
RP02888,0.929,3.2.1.85,K01220
RP01136,0.929,3.2.1.122,K01232
RP00453,0.924,2.4.1.245 2.4.1.64 3.2.1.28,K01194 K05342 K13057
RP04416,0.903,3.2.1.23,K01190
RP01590,0.862,2.4.1.25 2.4.1.8,K00691 K00705 K01196
RP00439,0.862,2.4.1.22,K00704 K07966 K07967
RP00324,0.862,2.4.1.20,K00702
RP02451,0.860,2.4.1.15,K00697 K16055
RP00146,0.860,3.2.1.122 3.2.1.93,K01226 K01232
RP00138,0.827,2.4.1.67 2.4.1.82 3.2.1.22,K01189 K06611 K06617 K07406 K07407
RP00075,0.797,2.4.1.125 2.4.1.13 2.4.1.4 2.4.1.5 2.4.1.7 3.2.1.10 3.2.1.20 3.2.1.48,K00689 K00690 K00695 K01182 K01187 K01203 K05341 K12047 K12316 K12317 K15922
RP01110,0.797,3.2.1.20 3.2.1.26 3.2.1.48,K01187 K01193 K01203 K12047 K12316 K12317 K15922
RP13525,0.780,3.2.1.52,K01207
RP15890,0.779,2.4.1.284,K13550
RP04765,0.748,2.4.1.208,K13677
RP14106,0.745,2.4.1.246,K13058
RP01092,0.745,2.4.1.14,K00696
RP01310,0.744,3.2.1.23,K01190 K12308
RP12501,0.728,2.4.1.66,K13646
RP11084,0.722,3.2.1.67,K01213
RP12727,0.717,3.2.1.26,K01193
RP00404,0.704,3.2.1.3 3.2.1.33,K01178 K01196 K12047
RP02187,0.699,3.2.1.26,K01193
RP00205,0.666,2.4.1.10 3.2.1.10 3.2.1.20 3.2.1.48,K00692 K01182 K01187 K01203 K12047 K12316 K12317 K15922
RP14222,0.664,2.4.1.283,K13550
RP01760,0.655,3.2.1.10 3.2.1.3,K01178 K01182 K01203 K12047
RP11963,0.651,2.4.1.226,K00747 K03419 K13499 K13500
RP03643,0.648,3.2.1.22,K01189 K07406 K07407
RP02972,0.648,3.2.1.23,K01190 K12309
RP01879,0.644,3.2.1.165,K15855
RP09413,0.640,2.4.1.236,K13080
RP11796,0.633,2.4.1.236,K13080
RP09294,0.624,3.2.1.105,K12693
RP11150,0.617,3.2.1.15,K01184
RP00666,0.612,2.4.1.274 3.2.1.23,K01190 K07553 K12309
RP11506,0.591,2.4.1.236,K13080
RP11892,0.581,2.4.1.297,K12933
RP14234,0.579,2.4.1.285,K13556
RP03248,0.577,3.2.1.26,K01193
RP09311,0.572,2.4.1.236,K13080
RP16203,0.561,2.4.2.51,K17193
RP11748,0.560,2.4.1.297,K12933
RP05618,0.555,,K16009
RP01890,0.551,3.2.1.15 3.2.1.67,K01184 K01213
RP16205,0.540,2.4.2.51,K17193
RP11895,0.540,2.4.1.297,K12933
RP05111,0.534,2.4.1.-,K14367
RP09495,0.534,2.4.1.-,K15961
RP05611,0.528,,K15989 K15990
RP04319,0.524,2.4.1.17,K00699
RP14599,0.521,,K15934
RP16207,0.520,2.4.2.51,K17193
RP14230,0.506,2.4.2.49,K13554
RP15081,0.502,2.4.1.254,K12937
RP09520,0.496,,K15938
RP05615,0.495,2.4.1.-,K15994
RP11915,0.492,2.4.1.254,K12937
RP09523,0.490,2.4.1.-,K15939
RP09496,0.488,,K15960 K15962
RP11978,0.484,2.4.1.202,K13227 K13228
RP14600,0.482,,K15935
RP00773,0.472,3.2.1.23,K12309
RP03852,0.467,2.4.2.27,K04341
RP02244,0.462,2.4.1.17,K00699
RP03988,0.462,2.4.1.17,K00699
RP09517,0.460,2.4.1.-,K15939
RP09519,0.458,,K15937
RP02259,0.454,2.4.1.17,K00699
RP05640,0.451,2.4.1.-,K14375
RP05649,0.450,2.4.1.-,K14375
RP12693,0.450,2.4.1.17,K00699
RP12695,0.449,2.4.1.17,K00699
RP14603,0.448,2.4.1.-,K15965
RP14578,0.441,2.4.1.-,K15948
RP09514,0.440,,K15938
RP05643,0.440,2.4.1.-,K14375
RP05645,0.439,2.4.1.-,K14375
RP05651,0.439,2.4.1.-,K14375
RP05653,0.438,2.4.1.-,K14375
RP05623,0.431,2.4.1.277,K16004 K16005
RP05647,0.426,2.4.1.-,K14375
RP03641,0.426,3.2.1.18,K01186 K12357
RP05655,0.425,2.4.1.-,K14375
RP05114,0.424,2.4.1.278,K14368 K15997
RP05642,0.424,2.4.1.-,K14375
RP09458,0.423,2.4.1.-,K14375
RP09494,0.418,2.4.1.-,K15960
RP05646,0.418,2.4.1.-,K14375
