RPAIR,Score,EC,KO
RP12780,0.038,1.11.1.21 1.11.1.6,K03781 K03782
RP03918,0.026,4.2.3.12,K01737
RP11090,0.023,4.2.3.25,K15086
RP11089,0.023,4.2.3.26,K15087
RP05467,0.023,4.2.3.20,K15096
RP01909,0.023,4.2.3.16,K15088
RP15051,0.023,4.2.3.49,K15793
RP12982,0.023,4.2.3.48,K14175
RP05585,0.022,4.2.3.108,K07385
RP11143,0.022,4.2.3.75,K10187 K15803
RP15063,0.022,4.2.3.55,K15794
RP15287,0.022,4.2.3.38,K14177
RP15053,0.022,4.2.3.59,K15796
RP15054,0.022,4.2.3.40,K15795
RP11144,0.021,4.2.3.22,K10187 K15803
RP10678,0.020,4.3.3.6,K06215 K08681
RP15747,0.019,4.2.3.130,K16188
RP14031,0.018,4.1.99.-,K11782
RP02120,0.017,4.2.3.13,K14183
RP15066,0.017,4.2.3.67,K15809
RP05499,0.014,4.2.3.32,K14041
RP14367,0.013,4.2.3.35,K14046
RP14360,0.013,4.2.3.44,K14042
RP14369,0.012,4.2.3.28,K14036
