RPAIR,Score,EC,KO
RP09442,0.930,1.14.11.15,K04124
RP14150,0.925,1.14.13.17,K00489
RP02439,0.916,1.14.15.4,K00497 K07433
RP14138,0.914,1.14.13.100,K07430
RP09443,0.908,1.14.11.13,K04125
RP09451,0.907,1.14.13.79,K04123
RP02047,0.906,1.14.15.4,K00497 K07433
RP03469,0.906,1.14.15.4,K00497 K07433
RP09263,0.902,1.14.11.13,K04125
RP11947,0.900,1.14.13.100,K07430
RP11916,0.900,1.14.13.99,K07439
RP01527,0.899,1.14.13.17,K00489
RP13726,0.899,1.14.13.100,K07430
RP04760,0.899,1.14.13.100 1.14.13.17 1.14.13.60,K00489 K07430
RP02946,0.898,1.14.15.4,K00497 K07433
RP02547,0.897,1.14.15.4,K00497 K07433
RP09446,0.895,1.14.11.13,K04125
RP09452,0.893,1.14.13.79,K04123
RP04466,0.888,1.14.15.4,K00497 K07433
RP02682,0.886,1.14.11.13,K04125
RP12007,0.878,1.14.-.-,K09590 K12640
RP14140,0.860,1.14.15.4,K00497
RP04449,0.859,1.14.13.95,K07431
RP09247,0.826,,K12919
RP09212,0.826,,K12919
RP15485,0.816,1.14.13.142,K15982 K15983
RP09456,0.722,1.14.13.76,K12924
RP05517,0.718,,K12917
RP03022,0.675,1.14.14.1,K07408 K07424
RP05435,0.660,1.14.11.20,K12697
RP15491,0.643,1.14.13.143,K16083
RP14619,0.615,1.14.13.106,K12645
RP14616,0.615,1.14.13.106,K12645
RP11410,0.610,,K10722
RP11153,0.607,,K10722
RP15511,0.575,1.14.13.145,K16084
RP09455,0.496,1.14.13.77,K12922
RP14977,0.461,1.14.13.119,K15805
RP04376,0.445,4.2.1.96,K01724
RP09453,0.439,1.14.99.37,K14039
RP02148,0.413,1.14.14.1,K07408 K07424
RP02755,0.408,1.14.14.1,K07408
RP14983,0.329,1.14.13.121,K15472
