RPAIR,Score,EC,KO
RP00985,0.276,1.5.1.19,K00296
RP02530,0.248,2.1.1.157 2.1.1.161 2.1.1.162 2.1.1.5,K00544 K13042
RP00510,0.232,1.5.8.4,K00315
RP00161,0.161,1.5.3.1 1.5.8.3 2.1.1.156 2.1.1.162 2.1.1.20,K00301 K00302 K00303 K00304 K00305 K00306 K00314 K00552
RP01817,0.159,2.1.1.2,K00542
RP00602,0.154,1.5.1.10 1.5.1.9,K00292 K00293 K14157
RP01599,0.154,3.5.3.3,K08688
RP01597,0.154,3.5.1.59,K08687
RP14309,0.133,,K13621 K13623
RP10848,0.117,2.5.1.66,K12673
RP16242,0.114,2.1.1.98,K00586
RP00609,0.110,1.5.1.7 1.5.1.8,K00290 K00291 K14157
