RPAIR,Score,EC,KO
RP01529,0.113,4.2.3.1,K01733
RP01909,0.105,4.2.3.16,K15088
RP05467,0.105,4.2.3.20,K15096
RP11142,0.102,4.2.3.23,K14179
RP05585,0.099,4.2.3.108,K07385
RP15064,0.099,4.2.3.60,K15802
RP11143,0.099,4.2.3.75,K10187 K15803
RP15063,0.099,4.2.3.55,K15794
RP15287,0.097,4.2.3.38,K14177
RP15054,0.096,4.2.3.40,K15795
RP15053,0.096,4.2.3.59,K15796
RP12985,0.096,4.2.3.56,K14186
RP12980,0.094,4.2.3.- 4.2.3.104,K14184
RP11144,0.094,4.2.3.22,K10187 K15803
RP05354,0.086,4.2.3.120,K07384
RP05353,0.083,4.2.3.119,K07384
RP01947,0.078,4.2.3.8,K12929
RP12978,0.075,4.2.3.57,K14184 K15808
RP02565,0.075,1.3.1.96 2.5.1.21,K00801
RP14549,0.075,,K15062
RP05498,0.074,4.2.3.32,K14041
RP05497,0.070,4.2.3.32,K14041
RP14371,0.068,4.2.3.30,K14038
RP14370,0.068,4.2.3.29,K14037
RP15377,0.063,2.5.1.96,K10208
RP11452,0.056,2.5.1.32 2.5.1.99,K02291
RP03850,0.056,2.5.1.32,K02291
RP05496,0.051,4.2.3.18,K12927
RP05499,0.047,4.2.3.32,K14041
RP14367,0.047,4.2.3.35,K14046
RP14360,0.047,4.2.3.44,K14042
RP14369,0.043,4.2.3.28,K14036
