RPAIR,Score,EC,KO
RP05014,0.009,1.13.11.-,K15242
RP14959,0.007,1.13.11.57 1.13.11.8,K04099 K04100 K04101
RP03507,0.006,1.13.11.37,K04098
RP11407,0.005,1.13.11.2,K00446
RP02386,0.005,1.13.11.4,K00450
RP02272,0.005,1.13.11.5,K00451
RP11442,0.004,4.1.3.36,K01661
RP14841,0.004,4.2.1.-,K15885
RP14442,0.003,4.2.1.-,K14249
RP01119,0.003,1.13.11.1,K03381
RP12230,0.003,1.13.11.1,K03381
RP09299,0.003,1.13.11.1,K03381
RP03687,0.003,1.13.11.37,K04098
RP12233,0.003,1.13.11.1,K03381
RP03888,0.003,1.13.11.1,K03381
RP04901,0.003,1.13.11.1,K03381
RP05013,0.003,1.13.11.-,K15247
RP05015,0.003,1.13.11.-,K15253
RP01645,0.003,1.13.11.3,K00448 K00449
RP09586,0.003,1.13.11.1,K03381
RP03164,0.003,1.13.11.57 1.13.11.8,K04099 K04100 K04101
RP14380,0.003,1.13.11.1,K03381
RP14445,0.003,,K14250
RP14663,0.003,,K15940
