RPAIR,Score,EC,KO
RP04691,0.863,4.2.3.1,K01733
RP01745,0.744,2.7.1.39,K00872 K02203 K02204
RP14675,0.693,2.7.1.169,K06982
RP00194,0.603,2.7.1.30 3.1.3.21,K00864 K06116 K06117
RP03005,0.558,2.7.1.178 2.7.1.58,K00883
RP01582,0.558,2.7.1.178 2.7.1.45,K00874
RP16356,0.555,2.7.1.69,K17464 K17465 K17466 K17467
RP01728,0.551,2.7.1.12,K00851
RP10123,0.549,2.7.1.53,K00880
RP02387,0.531,2.7.1.13,K11441
RP12242,0.514,2.7.1.-,K10710
RP02965,0.510,3.1.3.45,K03270
RP00820,0.509,2.7.1.69,K02798 K02799 K02800
RP05405,0.509,2.7.1.69,K02781 K02782 K02783
RP05163,0.509,2.7.1.69,K02773 K02774 K02775
RP02476,0.470,2.7.1.94,K09881
RP00435,0.431,2.7.1.31,K00865 K15788 K15918
RP01767,0.419,3.1.3.29,K01097
RP04036,0.398,2.7.1.33,K00867 K01947 K03525 K09680
RP02689,0.397,2.7.1.33,K00867 K01947 K03525 K09680
RP01729,0.392,2.7.1.165,K11529
RP01531,0.385,2.7.1.82 3.1.3.75,K00894 K06124 K14156
RP02067,0.381,2.7.1.36,K00869
RP02648,0.359,2.7.1.33 2.7.1.34,K00867 K01947 K03525 K09680
RP01923,0.354,3.1.3.27,K01095 K01096
RP12253,0.350,,K15825
RP00513,0.350,3.1.3.3,K01079 K02203
RP09009,0.348,2.7.1.177,K16651
RP03796,0.338,3.1.3.4,K01080
RP00193,0.324,2.7.1.161 2.7.1.26 3.1.3.2,K00861 K01078 K01093 K03788 K07732 K09474 K11753 K14379 K14394 K14395 K14410
RP00441,0.314,2.7.1.107 2.7.1.174 3.1.3.4 3.1.3.81,K00901 K01080 K15728 K16368
RP02685,0.314,3.1.3.15,K01089 K04486 K05602
RP05268,0.296,2.7.1.92,K03338
RP01439,0.291,3.1.3.18,K01091
RP05239,0.290,2.7.1.148,K00919
RP11508,0.289,3.1.4.-,K08743
RP02686,0.283,2.7.1.5,K00848
RP02870,0.283,2.7.1.51,K00879
RP04086,0.282,2.7.1.50,K00878 K14154
RP00164,0.276,2.7.1.29,K00863 K05878 K05879
RP10874,0.276,2.7.1.69,K02821 K02822 K03475
RP11137,0.265,3.1.3.11 3.1.3.37,K01100 K11532
RP10957,0.265,2.7.8.-,K06131 K06132 K08744
