RPAIR,Score,EC,KO
RP12088,0.920,1.14.19.3,K10226
RP11662,0.807,1.14.19.-,K10226
RP11363,0.781,1.14.19.3,K10226
RP10140,0.684,1.14.19.3,K00508
RP12091,0.542,1.3.3.6,K00232
RP12089,0.490,1.3.3.6,K00232
RP12183,0.488,4.2.1.-,K01782 K01825 K07515
RP12181,0.448,4.2.1.-,K01825 K07515
RP01621,0.379,1.13.11.33,K00460 K08022
RP01624,0.363,1.13.11.31,K00458
RP10114,0.363,1.13.11.-,K08022
RP10111,0.363,1.13.11.-,K08021
RP01623,0.354,1.13.11.34,K00461
RP11663,0.287,1.13.11.12,K00454
RP12162,0.286,1.3.3.6,K00232
RP11526,0.282,1.13.11.12,K00454
