,Score,Seq. ID,Description,Organism Source,Tax. distance,Rxn. ID,Rxn. ID - additional,EC Number,Uniprot protein evidence,Consv. Score,Rxn Sim.,Rxn Sim RF.,Direction Used,Combined score,% helices,% sheets,% turns,% coils,Mol. Weight,Isoelec. Point,Polar %,Query,Hit
1,91.392,P0A8G6,NAD(P)H dehydrogenase (quinone),Escherichia coli (strain K12) OX=83333,1.0,MNXR168816,-,1.6.5.11;1.6.5.2;1.6.5.9,1.0,0.0,0.84984,1.0,1,0.924918,33.5,29.7,12.6,33.0,20845.56,5.6752,39.899,NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[1*]C1=C([2*])C(=O)C([3*])=C([4*])C1=O.[H+]>>NC(=O)C1=CC=C[N+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)=C1.[1*]C1=C(O)C([4*])=C([3*])C(O)=C1[2*],NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.[*]c1c([*])c(O)c([*])c([*])c1O>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[*]C1=C([*])C(=O)C([*])=C([*])C1=O
2,91.392,P0AGE6,Quinone reductase,Escherichia coli (strain K12) OX=83333,1.0,MNXR168816,-,1.6.5.11;1.6.5.2;1.6.5.9,1.0,0.0,0.84984,1.0,1,0.924918,34.3,32.6,19.8,22.7,20375.56,4.7660,39.894,NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[1*]C1=C([2*])C(=O)C([3*])=C([4*])C1=O.[H+]>>NC(=O)C1=CC=C[N+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)=C1.[1*]C1=C(O)C([4*])=C([3*])C(O)=C1[2*],NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.[*]c1c([*])c(O)c([*])c([*])c1O>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[*]C1=C([*])C(=O)C([*])=C([*])C1=O
3,91.392,P39315,Quinone oxidoreductase 2,Escherichia coli (strain K12) OX=83333,1.0,MNXR168816,-,1.6.5.11;1.6.5.2;1.6.5.9,1.0,0.0,0.84984,1.0,1,0.924918,53.7,21.1,9.3,21.9,29733.51,5.3019,42.308,NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[1*]C1=C([2*])C(=O)C([3*])=C([4*])C1=O.[H+]>>NC(=O)C1=CC=C[N+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)=C1.[1*]C1=C(O)C([4*])=C([3*])C(O)=C1[2*],NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.[*]c1c([*])c(O)c([*])c([*])c1O>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[*]C1=C([*])C(=O)C([*])=C([*])C1=O
4,91.392,P0A754,Glutathione-regulated potassium-efflux system ancillary protein KefF,Escherichia coli (strain K12) OX=83333,1.0,MNXR168816,-,1.6.5.11;1.6.5.2;1.6.5.9,1.0,0.0,0.84984,1.0,1,0.924918,40.0,17.5,22.5,30.0,20169.98,6.5590,40.341,NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[1*]C1=C([2*])C(=O)C([3*])=C([4*])C1=O.[H+]>>NC(=O)C1=CC=C[N+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)=C1.[1*]C1=C(O)C([4*])=C([3*])C(O)=C1[2*],NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.[*]c1c([*])c(O)c([*])c([*])c1O>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[*]C1=C([*])C(=O)C([*])=C([*])C1=O
5,91.392,P00393,Type II NADH:quinone oxidoreductase,Escherichia coli (strain K12) OX=83333,1.0,MNXR168816,-,1.6.5.11;1.6.5.2;1.6.5.9,1.0,0.0,0.84984,1.0,1,0.924918,42.6,23.9,14.4,23.0,47358.67,9.1888,43.318,NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[1*]C1=C([2*])C(=O)C([3*])=C([4*])C1=O.[H+]>>NC(=O)C1=CC=C[N+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)=C1.[1*]C1=C(O)C([4*])=C([3*])C(O)=C1[2*],NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.[*]c1c([*])c(O)c([*])c([*])c1O>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[*]C1=C([*])C(=O)C([*])=C([*])C1=O
6,91.192,P0A756,Glutathione-regulated potassium-efflux system ancillary protein KefG,Escherichia coli (strain K12) OX=83333,1.0,MNXR168816,-,1.6.5.11;1.6.5.2;1.6.5.9,3.0,0.0,0.84984,1.0,1,0.924918,35.1,29.8,23.8,20.8,20957.98,8.2177,40.217,NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[1*]C1=C([2*])C(=O)C([3*])=C([4*])C1=O.[H+]>>NC(=O)C1=CC=C[N+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)=C1.[1*]C1=C(O)C([4*])=C([3*])C(O)=C1[2*],NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.[*]c1c([*])c(O)c([*])c([*])c1O>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[*]C1=C([*])C(=O)C([*])=C([*])C1=O
7,90.192,C4ZUK7,Glutathione-regulated potassium-efflux system ancillary protein KefG,Escherichia coli (strain K12 / MC4100 / BW2952) OX=595496,2.0,MNXR168816,-,1.6.5.11;1.6.5.2;1.6.5.9,3.0,0.0,0.84984,1.0,1,0.924918,35.1,29.8,23.8,20.8,20957.98,8.2177,40.217,NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[1*]C1=C([2*])C(=O)C([3*])=C([4*])C1=O.[H+]>>NC(=O)C1=CC=C[N+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)=C1.[1*]C1=C(O)C([4*])=C([3*])C(O)=C1[2*],NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.[*]c1c([*])c(O)c([*])c([*])c1O>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[*]C1=C([*])C(=O)C([*])=C([*])C1=O
8,90.192,C4ZQD2,NAD(P)H dehydrogenase (quinone),Escherichia coli (strain K12 / MC4100 / BW2952) OX=595496,2.0,MNXR168816,-,1.6.5.11;1.6.5.2;1.6.5.9,3.0,0.0,0.84984,1.0,1,0.924918,33.5,29.7,12.6,33.0,20845.56,5.6752,39.899,NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[1*]C1=C([2*])C(=O)C([3*])=C([4*])C1=O.[H+]>>NC(=O)C1=CC=C[N+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)=C1.[1*]C1=C(O)C([4*])=C([3*])C(O)=C1[2*],NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.[*]c1c([*])c(O)c([*])c([*])c1O>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[*]C1=C([*])C(=O)C([*])=C([*])C1=O
9,90.192,B1X9C5,NAD(P)H dehydrogenase (quinone),Escherichia coli (strain K12 / DH10B) OX=316385,2.0,MNXR168816,-,1.6.5.11;1.6.5.2;1.6.5.9,3.0,0.0,0.84984,1.0,1,0.924918,33.5,29.7,12.6,33.0,20845.56,5.6752,39.899,NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[1*]C1=C([2*])C(=O)C([3*])=C([4*])C1=O.[H+]>>NC(=O)C1=CC=C[N+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)=C1.[1*]C1=C(O)C([4*])=C([3*])C(O)=C1[2*],NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.[*]c1c([*])c(O)c([*])c([*])c1O>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[*]C1=C([*])C(=O)C([*])=C([*])C1=O
10,90.192,B1XC47,Glutathione-regulated potassium-efflux system ancillary protein KefF,Escherichia coli (strain K12 / DH10B) OX=316385,2.0,MNXR168816,-,1.6.5.11;1.6.5.2;1.6.5.9,3.0,0.0,0.84984,1.0,1,0.924918,40.0,17.5,22.5,30.0,20169.98,6.5590,40.341,NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[1*]C1=C([2*])C(=O)C([3*])=C([4*])C1=O.[H+]>>NC(=O)C1=CC=C[N+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)=C1.[1*]C1=C(O)C([4*])=C([3*])C(O)=C1[2*],NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.[*]c1c([*])c(O)c([*])c([*])c1O>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[*]C1=C([*])C(=O)C([*])=C([*])C1=O
