,Score,Seq. ID,Description,Organism Source,Tax. distance,Rxn. ID,Rxn. ID - additional,EC Number,Uniprot protein evidence,Consv. Score,Rxn Sim.,Rxn Sim RF.,Direction Used,Combined score,% helices,% sheets,% turns,% coils,Mol. Weight,Isoelec. Point,Polar %,Query,Hit
1,84.544607,P09151,2-isopropylmalate synthase,Escherichia coli (strain K12) OX=83333,1.0,MNXR149906,-,2.3.1.182;2.3.3.13,1.0,0.0,0.79413,0.918762,1,0.856445,50.5,19.9,13.0,19.7,57297.91,5.4902,46.654,CC(=O)C(=O)[O-].CC(=O)[O-]>>C[C@](O)(CC(=O)[O-])C(=O)[O-],[H+].CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS.C[C@@](O)(CC(=O)[O-])C(=O)[O-]>>CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-].CC(=O)C(=O)[O-]
2,82.344607,B6HZ24,2-isopropylmalate synthase,Escherichia coli (strain SE11) OX=409438,3.0,MNXR149906,-,2.3.1.182;2.3.3.13,3.0,0.0,0.79413,0.918762,1,0.856445,50.1,20.3,13.0,19.7,57283.88,5.4884,46.654,CC(=O)C(=O)[O-].CC(=O)[O-]>>C[C@](O)(CC(=O)[O-])C(=O)[O-],[H+].CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS.C[C@@](O)(CC(=O)[O-])C(=O)[O-]>>CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-].CC(=O)C(=O)[O-]
3,82.344607,Q8FL75,2-isopropylmalate synthase,Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC) OX=199310,3.0,MNXR149906,-,2.3.1.182;2.3.3.13,3.0,0.0,0.79413,0.918762,1,0.856445,50.1,20.3,13.0,19.7,57283.88,5.4884,46.654,CC(=O)C(=O)[O-].CC(=O)[O-]>>C[C@](O)(CC(=O)[O-])C(=O)[O-],[H+].CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS.C[C@@](O)(CC(=O)[O-])C(=O)[O-]>>CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-].CC(=O)C(=O)[O-]
4,82.344607,B7MAJ9,2-isopropylmalate synthase,Escherichia coli O45:K1 (strain S88 / ExPEC) OX=585035,3.0,MNXR149906,-,2.3.1.182;2.3.3.13,3.0,0.0,0.79413,0.918762,1,0.856445,50.1,20.3,13.0,19.7,57283.88,5.4884,46.654,CC(=O)C(=O)[O-].CC(=O)[O-]>>C[C@](O)(CC(=O)[O-])C(=O)[O-],[H+].CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS.C[C@@](O)(CC(=O)[O-])C(=O)[O-]>>CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-].CC(=O)C(=O)[O-]
5,82.344607,B7LFU5,2-isopropylmalate synthase,Escherichia coli (strain 55989 / EAEC) OX=585055,3.0,MNXR149906,-,2.3.1.182;2.3.3.13,3.0,0.0,0.79413,0.918762,1,0.856445,50.1,20.3,13.0,19.7,57283.88,5.4884,46.654,CC(=O)C(=O)[O-].CC(=O)[O-]>>C[C@](O)(CC(=O)[O-])C(=O)[O-],[H+].CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS.C[C@@](O)(CC(=O)[O-])C(=O)[O-]>>CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-].CC(=O)C(=O)[O-]
6,82.344607,Q0TLR5,2-isopropylmalate synthase,Escherichia coli O6:K15:H31 (strain 536 / UPEC) OX=362663,3.0,MNXR149906,-,2.3.1.182;2.3.3.13,3.0,0.0,0.79413,0.918762,1,0.856445,50.1,20.3,13.0,19.7,57283.88,5.4884,46.654,CC(=O)C(=O)[O-].CC(=O)[O-]>>C[C@](O)(CC(=O)[O-])C(=O)[O-],[H+].CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS.C[C@@](O)(CC(=O)[O-])C(=O)[O-]>>CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-].CC(=O)C(=O)[O-]
7,82.344607,B7M119,2-isopropylmalate synthase,Escherichia coli O8 (strain IAI1) OX=585034,3.0,MNXR149906,-,2.3.1.182;2.3.3.13,3.0,0.0,0.79413,0.918762,1,0.856445,50.1,20.3,13.0,19.7,57283.88,5.4884,46.654,CC(=O)C(=O)[O-].CC(=O)[O-]>>C[C@](O)(CC(=O)[O-])C(=O)[O-],[H+].CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS.C[C@@](O)(CC(=O)[O-])C(=O)[O-]>>CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-].CC(=O)C(=O)[O-]
8,81.344607,B5YZB0,2-isopropylmalate synthase,Escherichia coli O157:H7 (strain EC4115 / EHEC) OX=444450,4.0,MNXR149906,-,2.3.1.182;2.3.3.13,3.0,0.0,0.79413,0.918762,1,0.856445,49.5,20.3,13.0,20.3,57313.91,5.4884,46.845,CC(=O)C(=O)[O-].CC(=O)[O-]>>C[C@](O)(CC(=O)[O-])C(=O)[O-],[H+].CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS.C[C@@](O)(CC(=O)[O-])C(=O)[O-]>>CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-].CC(=O)C(=O)[O-]
9,79.344607,Q83SP0,2-isopropylmalate synthase,Shigella flexneri OX=623,6.0,MNXR149906,-,2.3.1.182;2.3.3.13,3.0,0.0,0.79413,0.918762,1,0.856445,49.7,20.3,13.0,20.1,57343.93,5.4884,47.036,CC(=O)C(=O)[O-].CC(=O)[O-]>>C[C@](O)(CC(=O)[O-])C(=O)[O-],[H+].CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS.C[C@@](O)(CC(=O)[O-])C(=O)[O-]>>CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-].CC(=O)C(=O)[O-]
10,78.344607,B2U281,2-isopropylmalate synthase,Shigella boydii serotype 18 (strain CDC 3083-94 / BS512) OX=344609,7.0,MNXR149906,-,2.3.1.182;2.3.3.13,3.0,0.0,0.79413,0.918762,1,0.856445,50.1,20.3,13.0,19.7,57283.88,5.4884,46.654,CC(=O)C(=O)[O-].CC(=O)[O-]>>C[C@](O)(CC(=O)[O-])C(=O)[O-],[H+].CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS.C[C@@](O)(CC(=O)[O-])C(=O)[O-]>>CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-].CC(=O)C(=O)[O-]
