RPAIR,Score,EC,KO
RP05841,0.180,1.13.12.3 1.14.13.125 4.1.1.28,K00466 K01593 K11812 K11813
RP07145,0.178,4.1.1.28,K01593
RP06826,0.112,4.1.1.25 4.1.1.28,K01592 K01593
RP06463,0.105,4.1.1.22 4.1.1.28,K01590 K01593
RP06128,0.102,1.11.1.21 1.11.1.7 1.14.13.124 4.1.1.28 4.1.1.53,K00430 K01593 K03782 K11188 K12153
RP06291,0.100,1.14.13.41 4.1.1.25 4.1.1.28,K01592 K01593 K13027
RP07917,0.098,1.14.13.41,K13027
RP14993,0.094,1.14.13.124,K12153
RP10650,0.093,1.14.13.41,K13027
RP13282,0.076,1.1.1.-,K10978
RP13281,0.071,1.1.1.-,K10978
RP06774,0.068,1.1.1.286 1.1.1.87,K05824 K10978
RP06775,0.064,1.1.1.87,K05824 K10978
RP05857,0.060,1.1.1.286 1.1.1.41 1.1.1.42,K00030 K00031
RP08484,0.059,1.1.1.42,K00031
