RPAIR,Score,EC,KO
RP11953,1.000,2.4.1.215,K13495
RP01980,1.000,2.4.1.203,K13492
RP01981,0.900,2.4.2.40,K13494
RP11359,0.665,2.4.1.-,K13496
RP06028,0.657,3.2.1.21,K01188 K05349 K05350
RP00448,0.573,3.2.1.22,K01189 K07406 K07407
RP02413,0.524,2.4.1.157,K03429
RP02415,0.524,2.4.1.46,K03715
RP13408,0.505,2.4.1.17,K00699
RP01540,0.505,3.2.1.31,K01195 K14756
RP03237,0.504,2.4.1.63 3.2.1.21,K01188 K05349 K05350 K16266
RP00806,0.504,2.4.1.178 2.4.1.63 2.4.1.85 3.2.1.21,K01188 K05349 K05350 K13030
RP02608,0.497,3.2.1.22,K01189 K07406 K07407
RP15821,0.494,3.2.1.21,K01188 K05349 K05350 K16266
RP02999,0.469,2.4.1.50,K11703 K13646
RP05356,0.450,2.4.1.217,K05947
RP02308,0.442,3.2.1.118 3.2.1.21,K01188 K05349 K05350 K13032
RP15154,0.437,3.2.1.169,K15719
RP09308,0.432,2.4.1.85 3.2.1.21,K01188 K05349 K05350 K13030
RP11200,0.421,,K06119
RP01306,0.413,3.2.1.22,K01189 K07406 K07407
RP12713,0.413,3.2.1.10,K01182 K01203
RP01436,0.413,3.2.1.22,K01189 K07406 K07407
RP00261,0.407,2.4.1.241 3.2.1.22,K01189 K07406 K07407 K09480
RP02661,0.404,3.2.1.117 3.2.1.21,K01188 K05349 K05350 K13031
RP00414,0.398,2.4.1.80 3.2.1.45 3.2.1.62,K00720 K01201 K17108
RP00160,0.398,2.4.1.47 3.2.1.46 3.2.1.62,K01202 K04628
RP15156,0.384,3.2.1.169,K15719
RP10196,0.381,2.4.1.17,K00699
RP00235,0.369,2.4.1.82 3.2.1.22,K01189 K06617 K07406 K07407
RP04606,0.358,3.2.1.21,K01188 K05349 K05350
RP14751,0.358,2.4.1.17,K00699
RP00723,0.355,2.4.1.111,K12356
RP11978,0.351,2.4.1.202,K13227 K13228
RP00476,0.351,2.4.1.111,K12356
RP09294,0.346,3.2.1.105,K12693
RP13324,0.343,4.2.1.126,K07106
RP05613,0.337,,K15993
RP00075,0.337,2.4.1.125 2.4.1.13 2.4.1.4 2.4.1.5 2.4.1.7 3.2.1.10 3.2.1.20 3.2.1.48,K00689 K00690 K00695 K01182 K01187 K01203 K05341 K12047 K12316 K12317 K15922
RP01110,0.337,3.2.1.20 3.2.1.26 3.2.1.48,K01187 K01193 K01203 K12047 K12316 K12317 K15922
RP13802,0.336,2.4.1.-,K15776
RP15890,0.335,2.4.1.284,K13550
RP02187,0.334,3.2.1.26,K01193
RP00453,0.329,2.4.1.245 2.4.1.64 3.2.1.28,K01194 K05342 K13057
RP01684,0.328,3.2.1.108 3.2.1.23,K01190 K01229 K12111 K12112 K12309
RP02961,0.328,3.2.1.20,K01187 K12047 K12316 K12317 K15922
RP12670,0.328,3.2.1.21,K01188 K05349 K05350
RP01590,0.328,2.4.1.25 2.4.1.8,K00691 K00705 K01196
RP00439,0.328,2.4.1.22,K00704 K07966 K07967
RP00324,0.328,2.4.1.20,K00702
RP01092,0.324,2.4.1.14,K00696
RP14106,0.324,2.4.1.246,K13058
RP04416,0.322,3.2.1.23,K01190
RP04731,0.321,3.2.1.86,K01223
RP00700,0.318,2.4.1.111,K12356
RP05136,0.318,3.2.1.22,K01189 K07406 K07407
RP02451,0.316,2.4.1.15,K00697 K16055
RP00146,0.316,3.2.1.122 3.2.1.93,K01226 K01232
RP04728,0.314,3.2.1.86,K01222
RP01357,0.313,3.2.1.22,K01189 K07406 K07407
RP04765,0.313,2.4.1.208,K13677
RP03248,0.312,3.2.1.26,K01193
RP13880,0.308,2.4.1.-,K13235
RP12501,0.306,2.4.1.66,K13646
RP12036,0.305,,K14597
RP13825,0.304,2.4.1.-,K15775
RP13813,0.304,2.4.1.-,K15774
RP11671,0.303,2.4.1.-,K13078
RP12013,0.303,,K14597
RP11825,0.303,2.4.1.170,K13263
