RPAIR,Score,EC,KO
RP02979,1.000,2.3.1.-,K13513 K13516 K13519 K13523
RP04936,0.370,2.3.1.158,K00679
RP14313,0.369,2.3.1.-,K13510 K13512 K13513 K13514 K13519
RP00452,0.368,2.3.1.23 3.1.1.4,K01047 K01058 K13512 K13515 K13517 K13519 K14621 K14674 K16342 K16343 K16817
RP14315,0.364,2.3.1.- 3.1.1.-,K13511 K13513 K13535
RP14311,0.361,2.3.1.-,K13512 K13515 K13517 K13519
RP00443,0.359,2.3.1.51,K00655 K13509 K13513 K13517 K13519 K13523 K13699 K14674
RP00152,0.351,2.3.2.16 2.3.2.17 2.3.2.18 6.1.1.14,K01878 K01879 K01880 K11693 K11694 K11695 K14164
RP00537,0.341,2.3.1.23 2.3.1.43 3.1.1.4,K00650 K01047 K01058 K13510 K13512 K13515 K13519 K14621 K14674 K16342 K16343 K16817
RP02710,0.339,2.3.2.- 2.3.2.10 6.1.1.7,K01872 K05363 K12554
RP13085,0.337,6.1.1.11,K01875
RP03288,0.337,6.1.1.11,K01875
RP03290,0.329,6.1.1.3,K01868
RP03264,0.327,6.1.1.22,K01893
RP03280,0.324,6.1.1.6,K04566 K04567 K04568
RP03262,0.319,6.1.1.23,K09759
RP13893,0.314,6.1.1.26,K11627
RP05172,0.314,6.1.1.12 6.1.1.23,K01876 K09759
RP03274,0.304,6.1.1.21,K01892
