RPAIR,Score,EC,KO
RP00167,0.641,2.3.2.2,K00681
RP00431,0.603,2.3.2.2 3.4.19.13,K00681
RP13898,0.592,2.3.2.2,K00681
RP03533,0.577,2.3.2.2,K00681
RP10975,0.532,6.3.1.11,K09470
RP14245,0.524,6.2.1.39,K13559
RP00611,0.520,2.3.2.2 2.3.2.4,K00681 K00682
RP11087,0.487,3.5.1.94,K09473
RP00824,0.475,2.3.2.4 6.3.2.2,K00682 K01919 K11204 K11205
RP03587,0.455,2.3.2.2,K00681
RP15346,0.376,,K05831
RP15337,0.346,6.3.2.-,K05827
RP03482,0.283,2.3.2.2,K00681
RP15949,0.230,6.3.2.38,K03894
RP03875,0.226,3.4.19.9 6.3.2.17,K01307 K01930
RP01186,0.226,6.3.2.17,K01930 K11754
