RPAIR,Score,EC,KO
RP14327,0.379,1.5.1.43,K13746
RP14325,0.337,1.5.1.43,K13746
RP00148,0.232,1.5.3.14 1.5.99.6,K00316
RP00609,0.230,1.5.1.7 1.5.1.8,K00290 K00291 K14157
RP00468,0.204,2.5.1.44,K00808
RP01843,0.190,1.5.3.17 2.5.1.16,K00797 K13367
RP00985,0.186,1.5.1.19,K00296
RP13022,0.163,2.5.1.16,K00797
RP14318,0.158,1.5.3.13 1.5.3.17,K00308 K13367
RP00602,0.140,1.5.1.10 1.5.1.9,K00292 K00293 K14157
RP02564,0.137,1.5.3.16 1.5.3.17 2.5.1.16 2.5.1.22,K00797 K00802 K12259 K13367
RP12121,0.135,2.3.1.181,K03801
RP10848,0.135,2.5.1.66,K12673
RP14783,0.119,1.5.3.13 1.5.3.17,K00308 K13367
