RPAIR,Score,EC,KO
RP03881,0.131,2.7.7.14,K00967
RP01929,0.130,2.7.7.14,K00967
RP01143,0.130,2.7.7.39,K00980
RP04534,0.129,2.7.7.4,K00955 K00956 K00957 K00958 K13811
RP14058,0.128,,K12908
RP05237,0.127,2.7.7.60,K00991 K12506
RP06712,0.126,2.7.7.41,K00981
RP08945,0.126,2.7.8.1,K00993 K13644
RP08361,0.125,2.7.8.1,K00993 K13644
RP11178,0.125,2.7.8.1,K00993 K13644
RP01825,0.124,2.7.7.15,K00968
RP06818,0.123,2.7.8.1,K00993 K13644
RP00960,0.122,2.7.7.4,K00955 K00956 K00957 K00958 K13811
RP02329,0.121,2.7.7.15,K00968
RP10816,0.120,2.7.7.69,K14190
RP02706,0.117,2.7.7.3,K00954 K02201 K02318
RP03830,0.117,2.7.7.2,K00953 K11753 K14656
RP07836,0.116,2.7.7.1 2.7.7.18,K00952 K00969 K06210 K13522
RP07705,0.116,2.7.7.53,K00988
RP07333,0.116,2.7.7.64,K12447
RP02127,0.116,2.7.7.24,K00973
RP07290,0.115,2.7.7.1 2.7.7.18,K00952 K00969 K06210 K13522
RP00886,0.115,2.7.7.23,K00972 K04042 K11528
RP15233,0.115,2.7.7.75,K03831 K15376
RP01638,0.114,2.7.7.53,K00988
RP06713,0.114,2.7.8.8,K00998 K17103
RP06378,0.113,2.7.7.33,K00978
RP03430,0.113,4.6.1.1,K01768 K05851 K05873 K08041 K08042 K08043 K08044 K08045 K08046 K08047 K08048 K08049 K11029 K11265
RP04546,0.113,2.7.7.9,K00963
RP00895,0.112,4.6.1.1 4.6.1.2,K01768 K01769 K05851 K05873 K08041 K08042 K08043 K08044 K08045 K08046 K08047 K08048 K08049 K11029 K11265 K12318 K12319 K12320 K12321 K12323 K12324
RP00293,0.112,2.7.7.44 2.7.7.64,K12447
RP08030,0.111,2.7.8.2,K00994 K13644
RP11066,0.111,2.7.8.2,K00994 K13644
RP06714,0.111,2.7.8.5,K00995
RP05250,0.110,2.7.7.70,K03272
RP05527,0.110,2.7.7.7,K02319 K02320 K02321 K02322 K02323 K02324 K02325 K02326 K02327 K02328 K02335 K02337 K02338 K02339 K02340 K02341 K02342 K02343 K02344 K02345 K02684 K02685 K03504 K03505 K03506 K03763 K14159
RP01188,0.110,2.7.7.27,K00975
RP05555,0.110,2.7.7.7,K02319 K02320 K02321 K02322 K02323 K02324 K02325 K02326 K02327 K02328 K02335 K02337 K02338 K02339 K02340 K02341 K02342 K02343 K02344 K02345 K02684 K02685 K03504 K03505 K03506 K03763 K14159
RP15313,0.110,2.7.7.71,K15669
RP01868,0.109,2.7.7.30,K00976
RP01157,0.109,2.7.7.13,K00966 K00971 K16011 K16881
RP06524,0.109,2.7.8.2,K00994 K13644
RP02967,0.109,2.7.7.38,K00979
RP05526,0.108,2.7.7.7,K02319 K02320 K02321 K02322 K02323 K02324 K02325 K02326 K02327 K02328 K02335 K02337 K02338 K02339 K02340 K02341 K02342 K02343 K02344 K02345 K02684 K02685 K03504 K03505 K03506 K03763 K14159
RP06810,0.108,2.7.8.-,K06131 K06132 K08744
RP03846,0.107,2.7.7.43,K00983
RP08866,0.107,2.7.8.24,K01004
RP15480,0.107,2.7.7.81,K15899
RP05332,0.107,2.7.7.7,K02319 K02320 K02321 K02322 K02323 K02324 K02325 K02326 K02327 K02328 K02335 K02337 K02338 K02339 K02340 K02341 K02342 K02343 K02344 K02345 K02684 K02685 K03504 K03505 K03506 K03763 K14159
RP14704,0.105,2.7.8.28,K11212
RP08363,0.105,2.7.8.2,K00994 K13644
RP00900,0.104,2.7.7.8,K00962
RP00898,0.104,2.7.7.8,K00962
RP14680,0.103,2.7.7.72,K00974 K07558
RP00899,0.102,2.7.7.8,K00962
RP00897,0.101,2.7.7.8,K00962
RP05245,0.101,4.6.1.12,K01770 K12506
RP06156,0.096,2.7.7.48 2.7.7.6,K00985 K02999 K03000 K03001 K03002 K03003 K03004 K03005 K03006 K03007 K03008 K03009 K03010 K03011 K03012 K03013 K03014 K03015 K03016 K03017 K03018 K03019 K03020 K03021 K03022 K03023 K03024 K03025 K03026 K03027 K03040 K03041 K03042 K03043 K03044 K03045 K03046 K03047 K03048 K03049 K03050 K03051 K03052 K03053 K03054 K03055 K03056 K03058 K03059 K03060 K13797 K13798 K14721
RP06157,0.096,2.7.7.48 2.7.7.52 2.7.7.6,K02999 K03000 K03001 K03002 K03003 K03004 K03005 K03006 K03007 K03008 K03009 K03010 K03011 K03012 K03013 K03014 K03015 K03016 K03017 K03018 K03019 K03020 K03021 K03022 K03023 K03024 K03025 K03026 K03027 K03040 K03041 K03042 K03043 K03044 K03045 K03046 K03047 K03048 K03049 K03050 K03051 K03052 K03053 K03054 K03055 K03056 K03058 K03059 K03060 K13797 K13798 K14721
RP00901,0.095,2.7.7.48 2.7.7.6,K02999 K03000 K03001 K03002 K03003 K03004 K03005 K03006 K03007 K03008 K03009 K03010 K03011 K03012 K03013 K03014 K03015 K03016 K03017 K03018 K03019 K03020 K03021 K03022 K03023 K03024 K03025 K03026 K03027 K03040 K03041 K03042 K03043 K03044 K03045 K03046 K03047 K03048 K03049 K03050 K03051 K03052 K03053 K03054 K03055 K03056 K03058 K03059 K03060 K13797 K13798 K14721
RP06154,0.094,2.7.7.19 2.7.7.48 2.7.7.6,K00985 K02999 K03000 K03001 K03002 K03003 K03004 K03005 K03006 K03007 K03008 K03009 K03010 K03011 K03012 K03013 K03014 K03015 K03016 K03017 K03018 K03019 K03020 K03021 K03022 K03023 K03024 K03025 K03026 K03027 K03040 K03041 K03042 K03043 K03044 K03045 K03046 K03047 K03048 K03049 K03050 K03051 K03052 K03053 K03054 K03055 K03056 K03058 K03059 K03060 K13797 K13798 K14721
RP14682,0.086,2.7.7.72,K00974 K07558
RP04821,0.083,2.7.7.62,K02231
RP06377,0.081,2.7.7.12,K00965
RP06715,0.080,2.7.8.11,K00999
RP12255,0.077,2.7.7.65,K02488 K13069
RP14684,0.069,2.7.7.72,K00974 K07558
RP08533,0.057,2.7.8.26,K02233
RP01676,0.057,5.4.2.1 5.4.2.4,K01837
RP01036,0.045,5.4.2.9,K01841
RP01568,0.044,5.4.2.1,K01834 K01837 K15633 K15634 K15635
RP13923,0.044,2.7.8.33,K02851
RP16013,0.043,2.7.8.36,K15915
