RPAIR,Score,EC,KO
RP05467,0.078,4.2.3.20,K15096
RP01909,0.078,4.2.3.16,K15088
RP10201,0.077,1.14.14.1,K07412 K07415
RP10200,0.077,1.14.14.1,K07412 K07415
RP10228,0.075,1.14.14.1,K07415
RP14031,0.074,4.1.99.-,K11782
RP15064,0.074,4.2.3.60,K15802
RP11143,0.074,4.2.3.75,K10187 K15803
RP15063,0.074,4.2.3.55,K15794
RP15287,0.073,4.2.3.38,K14177
RP15053,0.072,4.2.3.59,K15796
RP15054,0.072,4.2.3.40,K15795
RP12985,0.072,4.2.3.56,K14186
RP11144,0.071,4.2.3.22,K10187 K15803
RP15453,0.070,1.14.13.149,K02609 K02610 K02611 K02612 K02613
RP15747,0.061,4.2.3.130,K16188
RP13549,0.060,1.14.-.-,K11785
RP05498,0.051,4.2.3.32,K14041
RP05497,0.049,4.2.3.32,K14041
RP00722,0.043,1.14.13.40,K09461
RP01643,0.042,4.2.1.118,K09483 K15652
RP09095,0.042,4.2.1.144,K16016
RP00396,0.041,1.14.18.1,K00505
RP01215,0.040,4.1.3.27,K01656 K01657 K01658 K13497 K13501 K13503
RP04844,0.039,1.3.1.-,K15237 K15238
RP14360,0.038,4.2.3.44,K14042
RP14367,0.038,4.2.3.35,K14046
RP11166,0.037,1.3.7.8,K04112 K04113 K04114 K04115
RP15713,0.037,1.14.13.-,K03185 K06126
RP05496,0.037,4.2.3.18,K12927
RP14369,0.035,4.2.3.28,K14036
RP01056,0.034,4.2.1.51 4.2.1.91,K01713 K04518 K05359 K14170
RP01465,0.034,4.2.1.51 4.2.1.91,K01713 K04518 K05359 K14170
RP00623,0.034,1.3.1.43 1.3.1.78 1.3.1.79,K00220 K15226 K15227
RP00334,0.034,1.3.1.12 1.3.1.13,K00210 K00211 K00220 K04517 K14187
RP05499,0.034,4.2.3.32,K14041
RP01114,0.034,1.3.1.19,K16269
RP03158,0.034,1.14.12.3,K00529 K03268 K05710 K16268
RP03174,0.034,1.14.12.11,K00529 K03268 K05710 K16268
RP03714,0.034,1.3.1.19,K16269
RP14832,0.034,4.2.1.-,K05554
RP05048,0.033,1.14.12.-,K00529 K05710 K14748 K14749
RP04951,0.033,1.3.1.19,K16269
RP01973,0.033,1.14.13.113 1.7.3.3,K00365 K16838 K16839
RP14870,0.033,1.10.9.1 1.3.5.5,K02293 K02636
RP00188,0.033,1.3.1.2,K00207
RP09352,0.032,1.14.12.19,K00529 K05708 K05709 K05710
RP09576,0.032,1.3.1.87,K05711
RP09313,0.032,1.3.1.87,K05711
RP09186,0.032,1.14.12.19,K00529 K05708 K05709 K05710
RP05039,0.032,1.14.12.-,K15248 K15249 K15250 K15251
RP01561,0.032,1.3.1.28,K00216
RP05004,0.032,1.3.1.-,K15252
RP13155,0.032,1.3.1.2,K00207
RP00332,0.032,1.3.1.2,K00207
RP00507,0.031,1.10.3.1 1.14.18.1,K00422 K00505
RP03300,0.031,5.3.3.12,K01827
RP00847,0.031,1.14.12.10,K05549 K05550 K05784
RP01115,0.031,1.3.1.25,K05783
RP02595,0.031,4.2.1.49,K01712
RP05038,0.031,1.14.12.-,K05549 K05550 K05784
RP11392,0.031,1.14.12.10,K05549 K05550 K05784
RP05272,0.030,1.14.12.-,K05549 K05550 K05784
RP11394,0.030,1.14.12.10,K05549 K05550 K05784
RP04916,0.030,1.3.1.68,K05783
RP04911,0.030,1.3.1.-,K05783
RP12231,0.030,1.3.1.25,K05783
RP11395,0.030,1.14.12.10,K05549 K05550 K05784
RP04592,0.030,1.14.13.-,K06126
RP12234,0.030,1.3.1.25,K05783
RP00828,0.030,1.14.12.-,K05549 K05550 K05784
RP11397,0.030,1.14.12.10,K05549 K05550 K05784
RP03656,0.030,4.2.1.113,K02549 K14759
RP12235,0.030,1.3.1.25,K05783
RP00829,0.030,1.3.1.67,K05783
RP14835,0.030,4.2.1.-,K15884
RP11393,0.030,1.14.12.10,K05549 K05550 K05784
RP04841,0.030,1.3.1.56,K08690
RP00265,0.030,1.14.12.18,K00529 K05710 K08689 K15750
RP09038,0.030,4.2.99.21,K04781 K04782
RP11369,0.030,,K09879
RP04842,0.029,1.3.1.58,K10620
RP04847,0.029,1.14.12.-,K00529 K05710 K10619 K16303
RP11674,0.029,1.14.12.18,K00529 K05710 K08689 K15750
RP04843,0.029,1.3.1.56,K08690
RP14838,0.029,4.2.1.-,K15884
RP01416,0.029,4.1.3.40,K03181
RP11177,0.029,4.1.3.38,K02619 K03342
RP00141,0.029,1.3.5.2 1.3.98.1,K00226 K00254
RP11370,0.028,,K09879
RP11943,0.028,1.8.5.2,K16936 K16937
RP12045,0.028,,K09879
RP00162,0.028,1.1.5.2 1.14.99.39 1.2.5.1 1.3.5.1 1.6.5.3,K00117 K00156 K00234 K00235 K00236 K00237 K00329 K00330 K00331 K00332 K00333 K00334 K00335 K00336 K00337 K00338 K00339 K00340 K00341 K00342 K00343 K03878 K03879 K03880 K03881 K03882 K03883 K03884 K10944 K10945 K10946
RP10130,0.027,1.14.14.1,K07408 K07409 K07412 K07415 K07416 K07420
RP10131,0.027,1.14.14.1,K07408 K07409 K07412 K07415 K07416 K07420
RP05033,0.027,1.14.12.12,K14578 K14579 K14580 K14581
RP11571,0.026,,K09879
RP04598,0.026,1.14.13.-,K03185
RP11877,0.026,,K12928
RP14366,0.026,4.2.3.34,K14045
RP11878,0.026,,K12928
RP10225,0.026,1.14.14.1,K07408 K07409 K07412 K07415 K07416
RP10224,0.026,1.14.14.1,K07408 K07409 K07412 K07415 K07416
RP11334,0.026,1.3.1.19,K16269
RP03242,0.025,1.14.12.7,K07519
RP15719,0.024,2.1.1.-,K12502
RP11693,0.024,1.14.12.-,K14599 K14600
RP14660,0.024,,K15928
RP04495,0.024,1.14.18.1,K00505
