RPAIR,Score,EC,KO
RP02806,0.234,5.3.1.25 5.3.1.3,K01818
RP02215,0.234,5.3.1.14,K01813
RP01797,0.186,2.7.1.14,K11214
RP03702,0.179,2.7.1.69,K02812 K02813 K02814 K02815
RP15307,0.171,5.3.1.28,K03271
RP05252,0.171,5.3.1.28,K03271
RP15306,0.171,5.3.1.28,K03271
RP03444,0.165,2.7.1.3,K00846
RP01652,0.140,2.7.1.17,K00854
RP01831,0.140,2.7.1.53,K00880
RP01571,0.140,2.7.1.16 2.7.1.47,K00853 K00875
RP02217,0.140,2.7.1.16,K00853
RP01262,0.137,5.3.1.6,K01807 K01808
RP10934,0.125,3.5.-.-,K10708
RP15353,0.120,5.3.1.27,K08094 K13831
RP01095,0.120,5.3.1.27,K08094 K13831
RP04060,0.097,5.3.1.23,K08963
RP11457,0.080,4.4.1.21,K07173
RP03121,0.073,5.3.1.24,K01817 K13498 K13501
