RPAIR,Score,EC,KO
RP01154,0.167,5.3.1.5,K01805
RP01736,0.165,5.3.1.4,K01804
RP01508,0.165,5.3.1.5,K01805
RP01891,0.158,5.3.1.12,K01812
RP01545,0.158,5.3.1.12,K01812
RP02940,0.153,5.3.1.9,K01810 K06859 K13810 K15916
RP02869,0.153,5.3.1.26,K01819
RP02454,0.153,5.3.1.9,K01810 K06859 K13810 K15916
RP14213,0.153,5.3.1.6,K01808
RP01780,0.153,5.3.1.8,K01809 K15916 K16011
RP13558,0.146,4.2.3.124,K13546
RP10987,0.144,,K12449
RP01159,0.140,5.1.3.18,K10046
RP05266,0.134,,K03335
RP15613,0.126,5.3.99.-,K06606
RP13643,0.123,1.1.1.- 5.1.3.-,K12451
RP05296,0.120,1.1.1.271,K02377
RP02493,0.117,4.2.1.44,K03335
RP05664,0.111,5.1.3.13,K01790
RP14200,0.111,1.1.1.-,K12451
RP10990,0.100,1.1.1.305,K10011
RP15844,0.098,1.1.3.8,K00103
RP00554,0.098,1.3.2.3 1.3.3.12,K00225 K05276
RP10933,0.091,5.5.1.4,K01858
RP15190,0.089,4.2.1.115,K15894
RP15452,0.089,5.3.3.18,K15866
RP05592,0.086,,K13314 K16435
RP05499,0.083,4.2.3.32,K14041
RP05594,0.083,,K13327
RP14034,0.083,,K13323
RP05593,0.083,,K13315
RP03918,0.081,4.2.3.12,K01737
RP14864,0.079,4.1.99.16,K10187
RP13548,0.079,1.21.-.-,K11784
RP01025,0.075,1.1.3.8,K00103
RP02087,0.075,5.3.99.5,K01832
RP05496,0.071,4.2.3.18,K12927
RP05599,0.070,2.1.1.-,K13317
RP09043,0.070,1.14.13.22,K03379
RP05605,0.068,,K13322
RP01711,0.063,5.4.99.5,K01850 K04092 K04093 K04516 K06208 K06209 K13853 K14170 K14187
RP14208,0.061,5.3.1.-,K13324
RP01348,0.059,1.13.99.1,K00469
RP02055,0.055,1.14.13.22,K03379
RP03084,0.054,4.1.1.44,K01607 K14727
RP00250,0.052,1.10.3.3 1.10.99.3 1.11.1.11 1.14.17.1 1.14.17.4 1.3.2.3,K00225 K00423 K00434 K00503 K05933 K09839
RP09599,0.051,1.1.1.288,K09841
