reactionID,predictions
10001,3.5.1;3.4.13;3.5.3;1.1.98
10041,3.1.3;3.1.7;3.1.1;2.9.1
10045,2.4.1;1.3.1;1.1.1;1.2.1
10061,2.3.1;2.3.2;1.2.1;2.8.3
10089,2.4.2;2.7.8;3.2.1;2.7.7
10133,6.2.1;2.7.7;1.8.4;2.3.1
10145,3.1.3;3.1.4;3.1.7;3.1.1
10245,3.7.1;3.11.1;4.1.1;1.2.1
10305,2.3.1;2.3.2;2.8.3;2.3.3
10457,2.3.1;2.3.2;2.8.3;2.1.4
10461,5.3.3;5.1.2;5.4.99;5.3.1
10517,2.4.1;1.3.1;1.1.1;2.3.1
10569,4.99.1;5.3.99;2.4.99;2.8.2
10717,5.4.2;5.4.4;5.4.99;5.1.2
10757,4.1.2;2.1.2;1.1.98;2.6.1
10789,2.7.1;2.4.2;2.7.4;2.4.1
10829,6.2.1;2.7.7;6.3.2;1.8.4
10857,2.4.1;3.2.1;2.4.2;2.7.1
10881,3.2.2;3.5.4;3.5.99;1.5.1
10925,5.2.1;2.6.3;5.1.2;5.1.99
11073,1.14.15;1.14.13;1.21.3;1.14.19
11093,2.4.1;1.3.1;1.1.1;1.2.1
11225,6.4.1;6.3.4;2.6.99;6.1.2
11257,2.4.1;2.4.2;2.4.99;3.2.1
11265,1.14.19;1.5.3;1.14.18;1.21.3
11273,1.13.11;1.2.5;1.1.99;1.1.5
11349,1.14.15;1.17.7;1.3.7;7.5.2
11481,1.14.13;1.14.19;1.21.3;1.14.15
11497,2.5.1;4.4.1;3.13.2;3.1.1
11525,2.4.1;2.1.1;1.5.1;1.17.7
11537,1.6.3;1.11.2;1.5.3;1.14.19
11541,2.4.1;1.3.1;1.1.1;1.2.1
11565,2.4.1;2.4.2;2.4.99;2.1.1
11597,7.2.4;4.1.1;1.3.1;4.3.99
11629,7.2.4;4.1.1;1.2.98;3.7.1
11697,2.1.1;2.5.1;1.17.7;2.4.1
11709,2.4.1;1.2.1;2.1.1;2.3.1
11801,1.16.2;1.4.9;1.7.99;1.20.9
11837,2.7.8;2.7.4;2.7.1;3.6.1
11877,2.4.1;2.3.1;1.3.1;1.1.1
11881,1.5.3;1.3.3;1.4.3;1.14.18
11897,2.4.1;2.3.1;1.2.1;1.3.1
11901,2.4.1;2.1.1;2.3.1;1.3.1
11941,3.5.1;3.4.13;3.5.3;3.1.2
11961,2.6.1;2.2.1;4.1.2;4.3.2
11977,1.14.13;1.14.19;1.14.12;1.14.15
12073,3.1.3;3.8.1;3.1.7;3.1.1
12093,5.1.2;5.1.3;2.6.3;5.1.99
12101,4.2.1;4.3.1;4.4.1;4.2.3
12145,2.4.1;2.4.2;2.3.1;3.2.1
12169,2.4.1;2.3.1;2.1.1;2.4.2
12197,4.2.1;1.14.19;1.14.13;3.1.1
12281,2.7.1;2.4.1;2.4.2;3.2.1
12297,4.3.1;4.2.1;4.1.99;1.1.98
12321,2.4.1;2.4.2;2.1.1;2.5.1
12333,7.2.2;3.5.99;1.16.99;1.7.99
12369,1.1.99;4.1.2;1.4.99;1.2.99
12501,1.17.7;2.1.1;1.6.1;2.4.1
12581,2.1.1;1.3.8;1.17.7;1.19.1
12602,2.6.1;2.2.1;1.3.98;4.1.2
12654,4.1.3;4.1.2;3.7.1;2.8.3
12702,1.8.4;2.3.3;6.2.1;1.21.4
12802,2.1.4;2.4.1;6.2.1;2.7.1
12826,2.9.1;2.5.1;6.3.2;4.4.1
12890,2.4.1;1.3.1;1.1.1;1.5.1
12906,2.7.7;2.4.2;2.5.1;2.9.1
12946,3.1.2;1.2.3;2.3.2;3.1.1
12970,3.1.4;3.1.3;3.1.1;1.20.99
13038,3.5.1;3.5.3;3.4.13;3.1.1
13106,3.1.3;3.1.7;3.1.4;3.1.1
13114,2.4.1;2.1.1;1.17.7;1.6.1
13214,1.2.1;1.4.1;1.1.1;1.3.1
13454,6.2.1;2.7.7;6.3.2;1.8.4
13510,2.7.7;2.4.2;2.7.8;2.4.1
13614,2.7.7;2.4.1;2.4.2;2.7.1
13634,2.5.1;4.3.3;6.6.1;6.4.1
13690,2.4.1;2.4.2;1.6.1;2.7.7
13738,2.1.1;2.4.1;1.17.7;2.5.1
13814,1.14.15;1.21.3;1.14.99;1.14.12
13930,3.5.3;3.4.13;3.4.11;3.5.1
13942,2.7.1;2.7.4;5.1.2;2.4.2
13986,2.7.1;2.7.2;2.8.3;2.7.4
13990,2.7.4;2.7.1;2.4.2;2.7.7
14002,2.3.2;2.3.3;2.3.1;3.1.2
14026,3.5.3;3.5.99;3.5.1;1.1.98
14042,3.2.1;2.4.1;3.2.2;1.3.1
14070,2.4.1;1.3.1;1.1.1;1.5.1
14074,4.1.1;3.7.1;1.1.1;1.3.1
14106,1.3.98;4.1.1;1.1.1;2.8.3
14226,1.3.1;1.1.1;4.1.1;7.2.4
14306,6.3.2;6.2.1;6.3.1;6.3.4
14342,2.6.1;1.13.11;4.1.2;2.2.1
14358,2.7.1;2.4.2;2.4.1;3.2.1
14370,3.1.3;3.1.7;3.1.1;2.9.1
14378,4.1.2;4.1.3;4.2.1;4.3.1
14402,1.3.1;2.4.1;1.1.1;1.2.1
14438,1.4.3;1.2.3;3.5.5;1.1.3
14466,3.1.3;3.1.7;3.1.1;5.4.4
14474,2.4.1;2.4.2;2.1.1;1.3.1
14506,1.11.1;4.4.1;1.8.2;2.8.4
14558,3.2.1;2.4.1;3.1.1;4.2.1
14562,2.3.2;2.3.1;3.1.2;1.2.1
14570,4.2.1;4.3.1;3.1.1;4.1.2
14690,2.4.1;1.17.7;1.14.15;1.6.1
14706,2.1.1;7.2.1;1.2.1;2.8.4
14754,1.21.3;1.14.13;1.14.19;1.14.14
14770,1.17.99;1.14.99;1.5.99;1.3.99
14814,5.1.1;5.1.99;2.6.3;5.1.2
14910,1.3.1;1.1.1;2.4.1;1.5.1
14914,2.7.7;2.7.1;3.1.4;2.7.4
14982,1.1.1;1.2.1;1.3.1;2.4.1
15122,4.4.1;2.8.1;2.8.4;1.8.4
15130,1.14.14;1.14.99;1.14.19;1.14.18
15298,2.4.2;2.4.1;2.7.1;3.2.1
15350,2.2.1;2.6.1;2.8.3;4.1.2
15366,2.4.1;2.3.1;1.3.1;1.2.1
15426,1.2.1;4.1.1;2.3.1;1.4.1
15466,2.7.1;2.4.2;5.1.2;2.7.4
15474,2.7.1;2.4.2;2.4.1;5.4.1
15582,2.3.1;2.3.2;2.4.1;2.8.3
15602,2.3.1;2.4.1;2.4.2;2.8.3
15610,2.7.1;3.2.1;2.4.1;2.4.2
15614,2.1.1;2.5.1;2.4.1;1.5.1
15674,3.1.2;2.3.3;2.3.2;3.13.1
15782,1.13.11;4.1.2;2.2.1;5.4.3
15954,2.1.4;2.8.3;2.3.1;3.4.15
15974,3.6.2;2.8.2;2.7.4;2.4.3
15990,2.1.1;2.4.1;2.4.2;2.4.99
15994,1.17.7;2.4.1;2.1.1;1.6.1
16010,2.2.1;5.4.1;2.6.1;2.8.3
16090,3.1.3;3.1.7;3.1.1;2.9.1
16178,2.4.1;1.2.1;2.3.1;3.2.1
16218,3.1.1;2.4.1;3.1.4;3.2.1
16234,1.3.1;2.4.1;1.1.1;1.5.1
16290,2.4.1;2.4.2;2.1.1;3.2.1
16318,2.4.1;1.2.1;2.3.1;1.1.1
16366,3.1.1;3.1.2;3.5.1;3.5.5
16390,1.14.13;1.14.19;1.21.3;1.14.14
16414,6.2.1;1.8.4;2.7.4;2.7.1
16438,2.8.1;4.4.1;1.8.4;2.8.4
16446,1.11.2;1.8.3;4.2.1;1.5.3
16514,1.21.3;1.3.3;1.13.12;1.1.3
16534,2.1.1;2.5.1;2.4.1;1.17.7
16538,3.1.3;3.1.7;3.1.1;2.9.1
16542,1.14.11;1.13.12;1.14.20;1.13.11
16622,1.5.3;1.3.3;4.3.1;4.2.1
16678,1.2.1;2.4.1;1.1.1;1.4.1
16710,3.5.4;3.1.7;1.14.16;1.17.4
16758,2.1.1;2.4.1;2.5.1;1.2.1
16942,1.13.12;1.1.3;1.3.3;1.2.3
16970,5.1.3;5.3.1;5.3.2;5.1.99
16974,1.14.18;1.21.3;1.10.3;1.14.99
16990,3.1.3;3.1.7;3.1.4;2.9.1
16994,2.8.5;1.8.2;1.8.99;1.8.1
17058,2.3.1;2.3.2;2.8.3;1.2.1
17166,2.7.7;2.9.1;2.5.1;3.13.2
17210,4.3.1;3.1.1;4.4.1;1.1.98
17390,1.1.1;1.3.1;1.2.1;2.4.1
17402,4.2.1;3.1.1;4.3.1;1.8.3
