reaction_id,Prediction
10001,3.5.1;3.5.2;3.5.5;6.3.1;1.13.12
10041,3.1.3;3.1.4;3.6.4;3.6.1;3.6.5
10045,1.1.1;1.4.1;1.17.1;1.3.1;1.5.1
10061,2.3.1;3.1.2;2.3.2;1.2.1;2.3.3
10089,2.4.1;2.4.2;2.7.8;2.7.7;3.6.1
10133,6.2.1;3.1.2;1.2.1;2.3.1;2.7.4
10145,3.6.1;2.7.1;3.1.3;3.1.4;3.6.4
10245,3.7.1;4.2.1;3.2.1;4.1.99;4.1.2
10305,2.3.1;3.1.2;1.2.1;2.3.2;2.4.1
10457,2.3.1;3.1.2;6.2.1;2.3.3;1.2.1
10461,5.3.3;5.5.1;5.1.99;1.3.99;1.3.1
10517,1.1.1;1.3.1;1.17.1;1.4.1;1.2.1
10569,2.4.1;2.4.2;2.7.8;2.7.1;3.2.1
10717,5.4.2;5.3.1;2.7.1;1.1.3;3.1.3
10757,2.7.1;2.7.9;2.5.1;2.7.4;2.7.6
10789,2.7.1;2.7.4;2.7.12;2.7.11;2.7.6
10829,6.2.1;3.1.2;2.3.1;1.2.1;2.7.4
10857,2.4.1;2.4.2;2.7.8;3.2.1;2.7.7
10881,3.2.2;3.2.1;3.5.4;2.4.2;2.1.1
10925,5.2.1;2.7.4;2.7.8;2.3.1;2.4.1
11073,1.14.12;1.14.13;1.13.11;1.3.1;1.6.5
11093,1.1.1;2.7.1;1.17.1;4.1.99;1.4.1
11093,1.1.1;2.7.1;1.17.1;4.1.99;1.4.1
11225,6.3.2;2.3.2;6.3.1;2.7.7;2.7.4
11257,2.4.1;2.4.2;3.6.1;3.2.1;2.7.8
11265,1.6.3;1.11.1;1.14.13;1.1.3;1.1.1
11265,1.6.3;1.11.1;1.14.13;1.1.3;1.1.1
11273,1.1.5;1.3.5;1.2.5;1.4.5;1.8.5
11349,3.6.1;3.6.4;3.6.5;6.3.5;3.1.3
11481,1.14.13;1.14.19;1.14.12;1.6.3;1.17.1
11497,2.5.1;3.1.1;2.3.1;5.4.99;5.5.1
11525,1.3.1;1.1.1;1.3.99;5.3.3;1.17.1
11537,1.1.3;1.2.3;1.11.2;1.14.15;1.11.1
11541,1.1.1;2.7.1;1.2.1;2.3.1;2.7.8
11565,2.4.1;2.4.2;2.7.7;3.1.3;2.7.4
11597,4.1.1;1.13.12;5.4.99;2.5.1;2.3.1
11629,4.1.1;1.2.99;1.17.98;2.7.2;1.2.3
11697,2.1.1;3.13.2;2.5.1;2.3.1;1.17.98
11709,1.17.1;1.7.1;1.14.13;1.2.1;1.5.1
11801,3.6.1;3.1.4;2.7.8;2.7.9;2.7.1
11837,2.4.3;2.4.99;2.7.8;2.4.1;3.1.4
11877,1.1.1;1.3.1;1.4.1;1.17.1;1.2.1
11881,1.5.3;1.4.3;1.8.3;1.11.2;1.11.1
11897,1.1.1;1.3.1;1.4.1;1.17.1;1.5.1
11901,1.1.1;1.3.1;1.4.1;1.17.1;4.2.1
11901,1.1.1;1.3.1;1.4.1;1.17.1;4.2.1
11941,3.5.1;3.5.3;3.5.2;3.5.4;2.1.4
11961,5.1.99;2.6.1;5.2.1;2.7.4;2.3.1
11977,1.14.13;4.1.99;1.6.5;1.14.99;1.14.12
12073,3.8.1;4.2.1;3.1.1;3.6.1;3.2.1
12093,5.1.2;5.1.99;1.1.1;1.1.99;5.1.1
12101,4.2.1;2.2.1;4.1.2;5.3.1;5.1.99
12145,2.4.1;2.4.2;2.7.8;2.7.7;2.7.1
12169,1.1.1;1.2.1;1.17.1;1.12.1;1.18.1
12197,5.3.1;2.3.1;4.1.2;2.2.1;2.5.1
12281,2.7.1;2.7.4;2.7.13;2.7.7;2.7.11
12297,3.5.99;4.2.1;1.5.99;1.5.3;3.2.1
12321,1.3.1;1.5.1;1.4.1;1.1.1;2.3.1
12333,3.6.1;3.6.4;3.6.5;6.3.5;3.1.3
12369,1.1.99;5.3.1;1.3.99;5.1.3;1.1.1
12501,1.5.1;1.7.1;1.4.1;1.2.1;1.12.1
12581,1.5.1;1.4.1;4.1.99;1.1.1;1.2.1
12602,2.7.8;2.3.1;5.2.1;2.7.4;2.4.1
12654,1.1.1;1.4.1;4.1.3;4.1.99;1.17.1
12654,1.1.1;1.4.1;4.1.3;4.1.99;1.17.1
12702,1.17.4;1.8.4;1.8.1;3.1.2;1.11.1
12802,2.7.11;2.7.12;2.7.1;2.7.8;2.7.4
12826,1.8.4;2.8.1;2.8.5;1.17.4;2.8.4
12890,1.1.1;1.17.1;4.1.99;1.2.1;1.4.1
12906,2.7.7;2.4.1;2.7.4;2.7.1;3.6.1
12946,3.6.1;4.2.1;3.2.1;3.1.1;2.5.1
12970,3.6.1;3.1.4;2.7.11;2.4.3;2.7.1
13038,3.5.4;3.5.1;4.2.1;1.7.1;1.7.2
13038,3.5.4;3.5.1;4.2.1;1.7.1;1.7.2
13106,3.1.3;3.1.4;3.6.1;3.6.4;2.5.1
13114,1.7.1;1.2.1;1.14.13;1.11.1;1.17.1
13214,1.2.1;1.5.1;1.1.1;1.17.1;1.14.13
13214,1.2.1;1.5.1;1.1.1;1.17.1;1.14.13
13454,2.8.2;3.6.2;1.8.99;1.8.4;2.7.7
13510,2.7.7;2.7.4;2.7.1;2.7.6;3.6.1
13614,2.7.7;2.7.1;3.6.1;2.5.1;2.7.4
13634,6.3.1;6.3.2;6.3.4;6.3.5;3.5.1
13690,2.7.7;3.6.1;2.5.1;2.7.1;2.7.4
13738,1.3.1;1.2.1;1.1.1;1.17.1;1.16.1
13738,1.3.1;1.2.1;1.1.1;1.17.1;1.16.1
13814,1.14.12;1.3.1;1.14.13;1.1.1;1.6.3
13930,3.5.3;3.5.2;3.5.1;4.2.1;3.5.99
13942,2.7.1;2.7.4;2.7.12;2.7.11;2.7.6
13986,2.7.1;2.7.4;2.7.11;2.7.6;2.7.12
13990,2.7.8;2.3.1;5.2.1;2.7.4;2.4.1
14002,2.3.1;3.1.2;6.2.1;4.3.2;1.2.1
14026,3.5.4;3.5.1;1.7.1;4.2.1;3.5.5
14042,3.2.1;2.4.1;2.3.1;4.2.1;3.1.3
14070,1.1.1;5.3.1;2.2.1;1.4.1;4.1.99
14074,4.1.1;5.4.3;2.6.1;4.3.1;6.3.2
14106,1.5.1;1.2.1;1.4.1;1.7.1;6.3.3
14226,1.1.1;1.2.1;1.17.1;1.3.1;1.5.1
14306,6.1.1;3.6.1;2.7.4;2.7.7;6.2.1
14342,4.1.1;4.1.3;1.14.11;1.13.11;1.1.1
14358,2.7.1;2.7.4;2.7.12;2.7.11;2.7.6
14370,3.1.3;3.1.4;3.1.5;3.6.1;3.1.7
14378,4.1.2;4.1.3;4.3.1;2.6.1;5.4.3
14402,1.1.1;1.17.1;1.2.1;1.18.1;1.12.1
14438,1.4.3;2.6.1;1.14.11;1.13.12;1.14.20
14466,3.1.3;3.1.4;3.1.7;3.1.5;3.6.1
14474,1.3.1;1.1.1;1.2.1;5.3.3;1.17.1
14506,2.8.1;1.8.4;1.8.1;1.8.5;2.8.5
14558,3.2.1;2.4.1;2.3.1;3.2.2;3.1.3
14562,2.3.1;3.1.2;4.3.2;6.2.1;1.5.3
14570,4.2.1;4.1.2;4.1.3;1.14.15;3.3.2
14690,1.14.13;1.14.12;1.3.1;1.14.19;3.8.1
14706,1.8.1;1.2.1;1.12.1;1.11.1;1.1.1
14754,1.14.14;1.14.19;1.14.99;1.17.8;1.13.12
14754,1.14.14;1.14.19;1.14.99;1.17.8;1.13.12
14770,1.3.99;1.17.99;1.17.2;1.21.99;1.5.99
14814,5.1.1;2.6.1;5.1.99;5.4.3;2.3.1
14910,1.1.1;1.2.1;1.17.1;1.12.1;5.3.1
14914,2.7.8;2.3.1;5.2.1;2.7.4;2.4.1
14982,1.1.1;1.17.1;1.3.1;1.14.13;1.2.1
14982,1.1.1;1.17.1;1.3.1;1.14.13;1.2.1
15122,2.8.1;1.8.1;1.8.2;1.8.5;2.8.5
15130,1.14.14;1.14.19;1.17.8;1.3.8;1.17.7
15298,2.4.1;2.4.2;2.7.7;2.7.8;3.6.1
15350,5.1.99;2.6.1;5.2.1;2.7.4;2.3.1
15366,2.4.1;2.4.2;2.7.7;2.7.1;2.7.4
15426,1.3.98;2.1.1;1.17.98;1.1.98;1.21.98
15466,2.7.1;2.7.4;2.7.11;2.7.8;2.7.12
15474,2.4.1;2.4.2;2.7.8;2.7.1;3.2.1
15582,2.3.1;2.3.2;3.1.2;2.3.3;6.2.1
15602,2.8.3;5.2.1;2.3.1;4.2.1;5.3.3
15610,2.7.1;2.4.1;2.7.4;2.4.2;3.2.1
15614,4.99.1;1.3.1;1.5.1;1.7.1;1.14.12
15674,3.1.2;2.3.1;1.2.1;6.2.1;2.3.3
15782,5.4.3;4.3.1;4.1.99;4.1.1;2.6.1
15954,2.7.3;2.7.14;2.1.4;2.7.13;6.3.2
15974,2.8.2;3.6.2;1.8.99;1.8.4;2.7.7
15990,1.1.1;1.2.1;2.3.1;1.8.1;1.17.1
15994,1.14.13;1.14.19;1.14.12;1.14.99;4.1.99
16010,2.7.4;2.7.1;2.7.2;2.7.6;2.7.11
16090,3.1.3;3.1.4;3.1.5;4.2.3;5.4.2
16178,1.2.1;1.1.1;1.3.1;1.17.1;1.14.13
16218,3.1.1;3.7.1;4.1.1;5.5.1;4.2.1
16234,1.1.1;1.4.1;1.17.1;1.2.1;1.18.1
16290,1.5.1;1.4.1;1.7.1;2.1.1;1.2.1
16318,1.1.1;1.17.1;1.3.1;1.5.1;1.2.1
16366,3.2.1;3.6.1;4.2.1;3.1.1;2.7.1
16390,1.14.13;1.2.1;1.13.12;1.17.1;1.14.19
16414,2.7.8;2.3.1;5.2.1;2.7.4;2.4.1
16438,2.8.1;4.4.1;1.8.4;2.3.1;2.8.4
16446,1.3.1;4.1.99;1.13.11;5.5.1;5.2.1
16514,4.2.1;4.1.3;1.14.15;1.13.11;1.14.11
16534,2.4.1;2.4.2;3.2.1;3.6.1;2.7.8
16538,3.1.3;3.1.4;3.6.1;4.2.3;3.6.4
16542,1.13.11;1.1.3;1.2.3;2.3.1;1.14.15
16622,1.3.3;1.3.1;1.1.3;1.8.3;1.13.11
16678,1.2.1;1.17.1;1.1.1;1.14.13;1.11.1
16710,1.14.16;1.13.11;1.7.3;3.5.4;1.14.12
16758,1.8.1;1.2.1;1.11.1;1.12.1;1.17.4
16942,1.13.11;1.14.13;1.14.19;1.14.99;1.13.12
16970,5.1.3;1.1.1;5.1.2;1.1.99;5.3.1
16974,1.14.99;1.3.99;1.14.13;1.17.99;1.14.19
16990,3.1.3;4.2.1;3.6.1;3.6.4;3.1.4
16990,3.1.3;4.2.1;3.6.1;3.6.4;3.1.4
16994,1.8.2;1.14.19;1.14.18;3.1.6;1.16.3
