RPAIR,Score,EC,KO
RP15053,1.000,4.2.3.59,K15796
RP15054,0.937,4.2.3.40,K15795
RP15063,0.785,4.2.3.55,K15794
RP12979,0.672,4.2.3.71,K15801
RP05467,0.648,4.2.3.20,K15096
RP01909,0.648,4.2.3.16,K15088
RP15287,0.579,4.2.3.38,K14177
RP11142,0.556,4.2.3.23,K14179
RP11141,0.445,4.2.3.24,K14178
RP02118,0.428,4.2.3.9,K14180
RP14980,0.428,4.2.3.61,K15804
RP05585,0.422,4.2.3.108,K07385
RP13638,0.409,4.2.3.73,K14181
RP15747,0.392,4.2.3.130,K16188
RP15064,0.391,4.2.3.60,K15802
RP11144,0.384,4.2.3.22,K10187 K15803
RP09032,0.384,4.2.3.21,K14182
RP12980,0.380,4.2.3.- 4.2.3.104,K14184
RP05353,0.363,4.2.3.119,K07384
RP11143,0.353,4.2.3.75,K10187 K15803
RP12985,0.350,4.2.3.56,K14186
RP12984,0.343,4.1.99.16 4.2.3.22,K10187
RP05354,0.332,4.2.3.120,K07384
RP15066,0.320,4.2.3.67,K15809
RP02120,0.316,4.2.3.13,K14183
RP01904,0.312,4.2.3.10,K15097
RP01947,0.311,4.2.3.8,K12929
RP15048,0.301,4.2.3.76,K15806
