RPAIR,Score,EC,KO
RP02152,0.106,4.2.2.2 4.2.2.9,K01728
RP01154,0.093,5.3.1.5,K01805
RP01508,0.090,5.3.1.5,K01805
RP01736,0.090,5.3.1.4,K01804
RP01891,0.090,5.3.1.12,K01812
RP01545,0.090,5.3.1.12,K01812
RP01780,0.088,5.3.1.8,K01809 K15916 K16011
RP02869,0.088,5.3.1.26,K01819
RP02940,0.088,5.3.1.9,K01810 K06859 K13810 K15916
RP14213,0.088,5.3.1.6,K01808
RP02454,0.088,5.3.1.9,K01810 K06859 K13810 K15916
RP10987,0.088,,K12449
RP01159,0.086,5.1.3.18,K10046
RP13643,0.073,1.1.1.- 5.1.3.-,K12451
RP13558,0.073,4.2.3.124,K13546
RP05296,0.072,1.1.1.271,K02377
RP15613,0.071,5.3.99.-,K06606
RP05266,0.071,,K03335
RP05664,0.066,5.1.3.13,K01790
RP14200,0.066,1.1.1.-,K12451
RP09296,0.061,,K12710 K12716
RP02087,0.061,5.3.99.5,K01832
RP10990,0.060,1.1.1.305,K10011
RP15452,0.057,5.3.3.18,K15866
RP10933,0.055,5.5.1.4,K01858
RP15190,0.053,4.2.1.115,K15894
RP00554,0.053,1.3.2.3 1.3.3.12,K00225 K05276
RP15844,0.053,1.1.3.8,K00103
RP13548,0.052,1.21.-.-,K11784
RP05499,0.051,4.2.3.32,K14041
RP05594,0.047,,K13327
RP14034,0.047,,K13323
RP05593,0.047,,K13315
RP05592,0.046,,K13314 K16435
RP05599,0.043,2.1.1.-,K13317
RP15547,0.042,4.2.3.103,K16082
RP05496,0.041,4.2.3.18,K12927
RP01025,0.041,1.1.3.8,K00103
RP14369,0.040,4.2.3.28,K14036
RP05605,0.040,,K13322
RP01711,0.039,5.4.99.5,K01850 K04092 K04093 K04516 K06208 K06209 K13853 K14170 K14187
RP09043,0.038,1.14.13.22,K03379
RP03918,0.036,4.2.3.12,K01737
RP14208,0.035,5.3.1.-,K13324
RP01348,0.034,1.13.99.1,K00469
