RPAIR,Score,EC,KO
RP09132,0.385,1.1.4.1,K05357
RP15693,0.297,1.1.4.1,K05357
RP03258,0.274,1.1.4.1,K05357
RP10182,0.247,3.3.2.9,K01253
RP10183,0.247,3.3.2.9,K01253
RP10270,0.233,3.3.2.9,K01253
RP10242,0.209,2.5.1.18,K00799 K13299
RP10243,0.209,2.5.1.18,K00799 K13299
RP11804,0.204,1.14.11.9,K00475
RP11910,0.201,,K14628 K14629
RP10251,0.198,3.3.2.9,K01253
RP11787,0.197,1.14.11.9,K00475
RP10255,0.196,2.5.1.18,K00799 K13299
RP10252,0.195,2.5.1.18,K00799 K13299
RP11307,0.195,1.14.11.9,K00475
RP14737,0.194,3.3.2.9,K01253
RP14563,0.194,4.2.1.-,K05556 K14626 K14627
RP02221,0.190,1.14.11.9,K00475
RP03253,0.185,1.14.11.9,K00475
RP10244,0.181,2.5.1.18,K00799 K13299
RP09282,0.174,1.14.11.9,K00475
RP14728,0.174,3.3.2.9,K01253
RP10254,0.169,2.5.1.18,K00799 K13299
RP10253,0.168,2.5.1.18,K00799 K13299
RP14718,0.162,1.14.14.1,K07409
RP09229,0.155,1.14.13.28,K13261
RP14739,0.145,1.14.14.1,K07408 K07410
RP10272,0.135,1.14.14.1,K07408 K07410 K07413 K07424
RP11826,0.131,1.23.1.-,K13266
