RPAIR,Score,EC,KO
RP03238,0.838,1.13.11.12 1.13.11.33,K00454 K00460
RP10143,0.824,1.13.11.58,K15718
RP11663,0.632,1.13.11.12,K00454
RP11526,0.596,1.13.11.12,K00454
RP00811,0.589,1.3.1.10 1.3.1.9 2.3.1.85 2.3.1.86,K00208 K00665 K00668 K02371 K10780 K11533
RP11480,0.580,1.3.1.93,K00208 K02371 K10258 K11533
RP00147,0.567,1.3.1.38 1.3.1.8 1.3.3.6 1.3.8.7 1.3.8.8 1.3.8.9 1.3.99.-,K00232 K00249 K00255 K06445 K07512 K09479
RP00810,0.566,1.3.1.10 1.3.1.9 2.3.1.85 2.3.1.86,K00208 K00665 K00668 K02371 K10780 K11533
RP05326,0.564,1.14.99.33,K08262
RP11131,0.561,1.3.1.38,K07753 K10258
RP04188,0.552,2.3.1.85 2.3.1.86 4.2.1.59,K00665 K00668 K01716 K02372 K11533 K16363
RP12112,0.549,4.2.1.134,K02372 K11533
RP00256,0.541,1.3.1.38 1.3.1.8 1.3.3.6 1.3.8.7 1.3.8.8 1.3.8.9 1.3.99.-,K00232 K00249 K00255 K06445 K07512
RP02989,0.539,1.14.19.2,K03921 K03922
RP11130,0.537,1.14.19.1,K00507
RP12110,0.529,4.2.1.134,K10703
RP04381,0.529,4.2.1.17 4.2.1.74,K01692 K01782 K01825 K07511 K07514 K07515 K10527 K13767
RP13285,0.524,1.14.19.2,K03921 K03922
RP12484,0.524,2.3.1.85 2.3.1.86 4.2.1.59,K00665 K00668 K01716 K02372 K11533 K16363
RP05667,0.520,1.14.-.-,K04712
RP01621,0.511,1.13.11.33,K00460 K08022
RP04383,0.498,4.2.1.17 4.2.1.74,K01692 K01782 K01825 K07511 K07514 K07515 K10527 K13767
RP00782,0.496,1.3.1.10 1.3.1.9 2.3.1.85 2.3.1.86,K00208 K00665 K00667 K02371 K10780 K11533
RP00254,0.471,1.3.1.38 1.3.1.8 1.3.3.6 1.3.8.7 1.3.8.8 1.3.99.-,K00232 K00249 K00255 K06445 K07512
RP04576,0.453,2.3.1.85 2.3.1.86 4.2.1.59,K00665 K00668 K01716 K02372 K11533 K16363
RP01623,0.448,1.13.11.34,K00461
RP10140,0.444,1.14.19.3,K00508
RP03803,0.429,4.2.1.17 4.2.1.74,K01692 K01782 K01825 K07511 K07514 K07515 K10527 K13767
RP11528,0.426,,K10528
RP10114,0.415,1.13.11.-,K08022
RP01624,0.415,1.13.11.31,K00458
RP10111,0.415,1.13.11.-,K08021
RP11363,0.390,1.14.19.3,K10226
RP00809,0.376,1.3.1.10 1.3.1.9 2.3.1.85 2.3.1.86,K00208 K00665 K00668 K02371 K10780 K11533
RP00262,0.357,1.3.1.38 1.3.1.8 1.3.3.6 1.3.8.7 1.3.8.8 1.3.99.-,K00232 K00249 K00255 K06445 K07512
RP12493,0.340,2.3.1.85 2.3.1.86 4.2.1.59,K00665 K00668 K01716 K02372 K11533 K16363
RP04387,0.321,4.2.1.17 4.2.1.74,K01692 K01782 K01825 K07511 K07514 K07515 K10527 K13767
RP12731,0.319,1.13.11.34,K00461
RP02729,0.310,1.13.11.34,K00461
RP12162,0.266,1.3.3.6,K00232
RP03015,0.260,1.3.1.42,K05894
RP04396,0.257,5.3.3.8,K01825 K07514 K13238 K13239
