RPAIR,Score,EC,KO
RP14285,0.154,4.2.1.-,K11336
RP14298,0.144,,K11336 K13601 K13602 K13603
RP14281,0.141,4.2.1.-,K11336
RP11729,0.136,5.5.1.6,K01859
RP02223,0.129,5.5.1.6,K01859
RP10810,0.120,2.5.1.-,K02257 K02301
RP09082,0.115,5.5.1.6,K01859
RP12035,0.113,4.2.1.131,K09844
RP11808,0.104,5.5.1.6,K01859
RP14593,0.102,,K15927
RP12210,0.097,1.21.3.6,K13079
RP11923,0.095,1.3.99.-,K15571
RP14735,0.092,1.14.14.1,K07410
RP11924,0.089,4.2.1.-,K15572
RP14400,0.088,1.14.12.12,K14578 K14579 K14580 K14581
RP12208,0.086,1.21.3.6,K13079
RP10198,0.086,1.14.14.1,K07408 K07410 K07413 K07424
RP03765,0.084,4.2.1.17,K01692 K01782 K01825 K07511 K07514 K07515
RP14739,0.082,1.14.14.1,K07408 K07410
RP10197,0.082,1.14.14.1,K07408 K07410 K07413 K07424
RP11933,0.080,1.14.12.12,K14578 K14579 K14580 K14581
RP10272,0.079,1.14.14.1,K07408 K07410 K07413 K07424
RP03465,0.077,1.3.1.33 1.3.7.7,K00218 K04037 K04038 K04039
RP05425,0.075,1.13.11.-,K11943 K11944
RP11105,0.074,1.3.1.83,K10960
RP05485,0.074,1.3.1.33,K00218
RP14280,0.072,,K11333 K11334 K11335
RP14286,0.072,,K11333 K11334 K11335
RP11424,0.067,1.14.12.12,K14578 K14579 K14580 K14581
RP11930,0.067,,K09834
RP09630,0.066,1.14.12.12,K14578 K14579 K14580 K14581
RP11403,0.063,,K09834
RP09229,0.061,1.14.13.28,K13261
RP01963,0.060,4.2.1.18,K05607 K13766
RP09615,0.058,1.14.12.12,K14578 K14579 K14580 K14581
RP11569,0.057,4.2.1.131,K09844
RP12031,0.053,4.2.1.131,K09844
RP12034,0.053,4.2.1.131,K09844
RP11559,0.052,4.2.1.131,K09844
RP02854,0.051,1.3.3.3 1.3.99.22,K00228 K02495
RP15371,0.051,4.2.1.131,K09844
RP12026,0.051,4.2.1.131,K09844
RP10225,0.050,1.14.14.1,K07408 K07409 K07412 K07415 K07416
RP10224,0.050,1.14.14.1,K07408 K07409 K07412 K07415 K07416
RP01522,0.049,1.3.1.72,K09828
RP11469,0.049,1.3.1.72,K09828
RP05303,0.048,1.3.1.72,K09828
RP11563,0.047,4.2.1.131,K09844
RP12020,0.047,4.2.1.131,K09844
