RPAIR,Score,EC,KO
RP15455,0.133,,K02615 K15866
RP03918,0.055,4.2.3.12,K01737
RP14031,0.055,4.1.99.-,K11782
RP11089,0.053,4.2.3.26,K15087
RP11090,0.053,4.2.3.25,K15086
RP01909,0.052,4.2.3.16,K15088
RP05467,0.052,4.2.3.20,K15096
RP15051,0.052,4.2.3.49,K15793
RP12982,0.052,4.2.3.48,K14175
RP05585,0.050,4.2.3.108,K07385
RP15064,0.050,4.2.3.60,K15802
RP11143,0.050,4.2.3.75,K10187 K15803
RP15063,0.049,4.2.3.55,K15794
RP15287,0.049,4.2.3.38,K14177
RP15054,0.049,4.2.3.40,K15795
RP15053,0.049,4.2.3.59,K15796
RP12985,0.048,4.2.3.56,K14186
RP12980,0.048,4.2.3.- 4.2.3.104,K14184
RP11144,0.048,4.2.3.22,K10187 K15803
RP15747,0.041,4.2.3.130,K16188
