Reaction name,SIMMER pred
R12610,4.1.1
R02697,1.1.1
R08889,1.13.11
R11398,2.4.1
R09529,2.4.1
R04411,3.2.1
R08601,3.1.1
R01448,3.1.3
R11191,2.1.1
R10985,1.14.12;1.1.1
R02815,3.5.4;3.5.1
R11366,5.4.3
R12539,1.1.1
R03032,5.3.1;4.2.1
R05812,1.3.1
R00299,2.7.1
R04104,5.1.3
R08545,4.2.3
R03567,4.1.1
R00104,2.7.1
R11013,
R05274,1.14.12;1.1.1
R13099,4.2.3
R10655,3.2.1
R11505,1.6.3
R10514,2.3.1
R02505,2.3.1
R03498,1.1.1
R02073,3.1.3
R02985,3.2.1
R04184,2.4.1
R07122,3.3.2
R13202,2.7.1
R12802,
R07891,2.3.1
R12859,2.4.2;2.4.1;2.5.1
R03299,1.14.12;1.1.1
R02248,3.1.3
R02317,1.4.3
R13311,4.2.3
R08846,1.5.1;1.1.1
R05071,4.2.1
R08208,1.5.1;1.14.13;1.1.1
R07711,1.14.13;1.1.1
R01132,2.4.2
R11718,4.1.2
R08205,1.1.1
R11126,3.7.1
R10037,2.4.1
R00391,2.3.1
R12795,3.1.1
R07475,2.5.1
R01299,1.14.19;1.1.1
R00715,1.5.1;1.1.1
R08536,1.1.1
R04480,2.3.1
R00365,1.2.1;1.1.1
R04769,
R09731,2.5.1
R12409,3.5.4
R08574,2.7.1
R03026,4.2.1
R02208,1.3.1;1.1.1
R10259,2.4.1;3.2.1
R12383,2.4.1
R09237,1.13.11
R00816,1.13.11
R10208,
R03858,2.3.1
R00188,3.1.4;3.1.3
R07923,2.4.1
R06796,2.3.1
R03831,
R05238,3.5.5;3.5.1
R11696,1.1.1
R01161,2.6.1
R07300,3.5.3;3.5.1
R10588,2.1.1
R08898,2.4.2;2.4.1
R05569,3.5.4
R02220,1.2.1
R08990,3.1.1
R03493,4.2.1
R02750,2.7.1
R12161,2.5.1
R02667,2.1.1
R08034,3.5.1
R08838,1.14.19;1.14.13;1.1.1
R01320,2.1.1
R06865,
R07951,4.2.1
R02893,1.3.1;1.1.1
R09567,1.3.1
R07099,1.7.1;1.1.1
R03060,3.1.4;3.1.3
R12147,1.13.11
R12211,2.3.1
R07345,1.1.1
R13247,1.11.1;1.10.3
R11345,3.5.99
R04495,2.4.1
R05570,3.1.4
R09790,4.2.1;5.5.1
R05510,3.5.2
R11607,2.8.3
R06498,2.4.1
R12086,3.1.4;3.1.1
R09947,3.5.1
R02681,1.2.3;3.5.5
R08943,1.1.1
R08182,2.3.1
R03274,2.7.1
R12640,2.7.7;6.3.5
R13401,6.3.2
R09792,2.1.1
R12532,2.7.7;2.7.1
R08042,1.5.1;1.3.1;1.1.1
R10774,1.14.17
R09234,1.14.13;1.1.1
R11869,5.5.1
R02298,2.4.2
R09931,1.1.1
R05221,2.7.1
R06067,
R01579,3.5.1
R13355,3.5.4
R07392,5.3.1
R09351,5.3.1;2.4.1
R07854,
R00708,1.1.1
R10537,2.7.1
R03504,4.1.2
R04266,5.1.3
R01736,3.1.2
R07930,2.3.1
R03667,1.5.1;1.2.1;1.1.1
R09781,2.4.2;2.4.1
R02268,3.3.2
R02375,2.3.1
R07375,2.1.1
R12865,5.3.1
R07656,3.1.1
R05444,1.14.13;1.17.1;1.1.1
R11925,
R00604,1.17.1;1.1.1
R12339,2.4.1
R00629,3.6.1
R10090,6.3.2
R02003,2.5.1;4.2.3
R01300,6.2.1;2.3.1
R05814,5.4.99
R00649,2.1.1
R05136,4.1.2
R12098,2.5.1
R11629,6.4.1;6.3.2
R01490,1.1.1
R10966,2.5.1
R08692,2.4.1
R08858,2.4.1
R13403,1.14.13;1.1.1
R13139,1.4.3;1.5.3
R00731,
R05248,
R07556,
R10119,3.5.1;3.1.1
R09634,2.4.1
R08015,1.14.13;1.1.1
R02880,1.3.3
R01899,1.3.1;1.1.1
R09646,3.5.1
R10615,1.14.13;1.1.1
R09990,1.5.1;1.14.13;1.1.1
R02598,2.7.7;2.4.1
R09735,2.7.7
R12157,2.1.1
R11170,3.1.7
R12457,1.14.13;1.17.1;1.1.1
R11862,3.5.1
R11338,1.2.1;1.14.13;1.1.1
R03802,3.2.1;2.4.1
R00195,4.3.1;4.4.1;2.6.1
R04420,5.3.1
R03728,1.3.1;1.1.1
R08721,1.3.1;1.1.1
R11265,1.1.1
R02553,1.2.1;1.4.1;1.1.1
R00357,2.6.1
R04321,3.1.4
R07688,4.5.1
R08510,1.3.1;1.1.1
R05197,6.3.2
R09505,1.11.1
R04370,1.3.1;1.1.1
R02938,3.5.1
R02664,2.7.1
R09796,
R04338,2.6.1
R09980,3.5.1;3.5.2
R00963,3.1.3
R07359,1.3.1
R00425,3.5.4
R12620,1.3.1
R11829,4.2.3
R04317,3.1.3
R05198,4.2.1
R10243,2.3.1
R03253,1.13.11
