RPAIR,Score,EC,KO
RP02451,1.000,2.4.1.15,K00697 K16055
RP00146,1.000,3.2.1.122 3.2.1.93,K01226 K01232
RP00453,0.929,2.4.1.245 2.4.1.64 3.2.1.28,K01194 K05342 K13057
RP02888,0.928,3.2.1.85,K01220
RP01136,0.928,3.2.1.122,K01232
RP01684,0.884,3.2.1.108 3.2.1.23,K01190 K01229 K12111 K12112 K12309
RP00439,0.884,2.4.1.22,K00704 K07966 K07967
RP01590,0.884,2.4.1.25 2.4.1.8,K00691 K00705 K01196
RP12670,0.884,3.2.1.21,K01188 K05349 K05350
RP00324,0.884,2.4.1.20,K00702
RP02961,0.884,3.2.1.20,K01187 K12047 K12316 K12317 K15922
RP14106,0.869,2.4.1.246,K13058
RP01092,0.869,2.4.1.14,K00696
RP00138,0.852,2.4.1.67 2.4.1.82 3.2.1.22,K01189 K06611 K06617 K07406 K07407
RP15890,0.805,2.4.1.284,K13550
RP00075,0.804,2.4.1.125 2.4.1.13 2.4.1.4 2.4.1.5 2.4.1.7 3.2.1.10 3.2.1.20 3.2.1.48,K00689 K00690 K00695 K01182 K01187 K01203 K05341 K12047 K12316 K12317 K15922
RP01110,0.804,3.2.1.20 3.2.1.26 3.2.1.48,K01187 K01193 K01203 K12047 K12316 K12317 K15922
RP04416,0.777,3.2.1.23,K01190
RP04765,0.769,2.4.1.208,K13677
RP01310,0.765,3.2.1.23,K01190 K12308
RP12501,0.749,2.4.1.66,K13646
RP00404,0.719,3.2.1.3 3.2.1.33,K01178 K01196 K12047
RP12726,0.718,3.2.1.26,K01193
RP02924,0.704,3.2.1.52,K01207
RP02187,0.701,3.2.1.26,K01193
RP11084,0.694,3.2.1.67,K01213
RP14222,0.687,2.4.1.283,K13550
RP01760,0.670,3.2.1.10 3.2.1.3,K01178 K01182 K01203 K12047
RP00205,0.659,2.4.1.10 3.2.1.10 3.2.1.20 3.2.1.48,K00692 K01182 K01187 K01203 K12047 K12316 K12317 K15922
RP09294,0.647,3.2.1.105,K12693
RP09413,0.645,2.4.1.236,K13080
RP11796,0.639,2.4.1.236,K13080
RP00666,0.631,2.4.1.274 3.2.1.23,K01190 K07553 K12309
RP00725,0.631,3.2.1.22,K01189 K07406 K07407
RP11963,0.623,2.4.1.226,K00747 K03419 K13499 K13500
RP13374,0.620,3.2.1.165,K15855
RP11150,0.603,3.2.1.15,K01184
RP11892,0.599,2.4.1.297,K12933
RP11506,0.597,2.4.1.236,K13080
RP14234,0.593,2.4.1.285,K13556
RP03248,0.588,3.2.1.26,K01193
RP09311,0.578,2.4.1.236,K13080
RP11748,0.578,2.4.1.297,K12933
RP05618,0.561,,K16009
RP05111,0.559,2.4.1.-,K14367
RP11895,0.557,2.4.1.297,K12933
RP01890,0.545,3.2.1.15 3.2.1.67,K01184 K01213
RP16203,0.545,2.4.2.51,K17193
RP09495,0.542,2.4.1.-,K15961
RP05611,0.535,,K15989 K15990
RP03852,0.534,2.4.2.27,K04341
RP14599,0.529,,K15934
RP16205,0.525,2.4.2.51,K17193
RP04319,0.515,2.4.1.17,K00699
RP05615,0.515,2.4.1.-,K15994
RP09496,0.513,,K15960 K15962
RP14230,0.510,2.4.2.49,K13554
RP16207,0.506,2.4.2.51,K17193
RP11978,0.505,2.4.1.202,K13227 K13228
RP09520,0.502,,K15938
RP09523,0.497,2.4.1.-,K15939
RP15081,0.491,2.4.1.254,K12937
RP14600,0.488,,K15935
RP11915,0.483,2.4.1.254,K12937
RP00773,0.475,3.2.1.23,K12309
RP09519,0.470,,K15937
RP09517,0.467,2.4.1.-,K15939
RP05640,0.458,2.4.1.-,K14375
RP05649,0.457,2.4.1.-,K14375
RP02244,0.455,2.4.1.17,K00699
RP03988,0.455,2.4.1.17,K00699
RP14603,0.455,2.4.1.-,K15965
RP14578,0.449,2.4.1.-,K15948
RP02259,0.448,2.4.1.17,K00699
RP09514,0.447,,K15938
RP05643,0.447,2.4.1.-,K14375
RP05645,0.446,2.4.1.-,K14375
RP05651,0.446,2.4.1.-,K14375
RP05653,0.445,2.4.1.-,K14375
RP12693,0.443,2.4.1.17,K00699
RP12695,0.442,2.4.1.17,K00699
RP05623,0.435,2.4.1.277,K16004 K16005
RP05647,0.433,2.4.1.-,K14375
RP05655,0.432,2.4.1.-,K14375
RP03641,0.432,3.2.1.18,K01186 K12357
RP05642,0.430,2.4.1.-,K14375
RP09458,0.430,2.4.1.-,K14375
RP05114,0.430,2.4.1.278,K14368 K15997
RP09494,0.429,2.4.1.-,K15960
RP11646,0.426,2.4.1.276,K14596
RP05646,0.425,2.4.1.-,K14375
RP09460,0.424,2.4.1.-,K14375
RP05661,0.420,,K15998
RP05621,0.419,,K16010
RP15162,0.417,2.4.2.52,K05966 K13927 K13930
RP05644,0.415,2.4.1.-,K14375
RP09459,0.414,2.4.1.-,K14375
RP05624,0.411,2.4.1.277,K16004 K16005
