RPAIR,Score,EC,KO
RP09631,0.171,4.1.99.-,K01670 K15567 K15568
RP05193,0.164,4.1.99.11,K07540
RP01083,0.108,4.1.3.39,K01666
RP04899,0.103,4.1.3.39,K01666
RP02077,0.096,4.1.2.-,K12660
RP00566,0.092,2.1.2.11,K00606
RP13333,0.091,4.1.2.-,K11395
RP00917,0.090,4.1.3.16,K01625
RP00919,0.090,4.1.1.3 4.1.3.16,K01571 K01572 K01573 K01625
RP01656,0.088,4.1.2.-,K01636
RP02868,0.085,4.1.3.17,K10218
RP02472,0.082,4.1.2.20,K01630
RP02906,0.082,4.1.2.20,K01630
RP01266,0.074,4.1.2.21,K01631
RP05200,0.074,4.1.2.- 4.1.2.14,K01625 K11395 K17463
RP04494,0.072,1.1.1.42,K00031
RP01858,0.069,1.1.1.87,K05824 K10978
RP05220,0.062,4.1.3.17,K10218
