RPAIR,Score,EC,KO
RP00203,0.900,1.3.1.44 1.3.3.6 1.3.8.1 1.3.8.7 1.3.99.-,K00232 K00248 K00249 K06445 K09478
RP00260,0.650,1.3.1.- 1.3.1.84 1.3.8.7,K00249 K14469 K15020
RP00729,0.636,1.3.8.4 1.3.8.7,K00249 K00253
RP00783,0.632,1.3.1.38 1.3.1.8 1.3.3.6 1.3.8.1 1.3.8.7 1.3.8.8 1.3.99.-,K00232 K00248 K00249 K00255 K06445 K07512 K09478
RP02698,0.630,4.2.1.55,K01715
RP11251,0.630,4.2.1.17,K01692 K07511 K07514 K07515
RP02411,0.630,4.2.1.134 4.2.1.17 4.2.1.74,K07511 K07515 K10703
RP02697,0.630,4.2.1.17 4.2.1.55,K01692 K01715 K01782 K01825 K07511 K07514 K07515 K10527 K13767 K15016
RP11450,0.550,1.3.8.1 1.3.8.7 1.3.99.12,K00248 K00249 K09478 K11410
RP00755,0.548,1.3.1.10 1.3.1.9 2.3.1.86,K00208 K00209 K00665 K00668 K02371 K10780 K11533
RP02717,0.520,4.2.1.116 4.2.1.17,K01692 K01782 K01825 K07511 K07514 K07515 K14469 K15019
RP03765,0.500,4.2.1.17,K01692 K01782 K01825 K07511 K07514 K07515
RP00391,0.472,1.3.8.1 1.3.8.7 1.3.99.- 1.3.99.12,K00248 K00249 K09478 K11410 K11538
RP00711,0.468,1.3.1.38 1.3.1.8 1.3.3.6 1.3.8.7 1.3.8.8 1.3.99.-,K00232 K00249 K00255 K06445 K07512
RP04392,0.466,4.2.1.17 4.2.1.74,K01692 K01782 K01825 K07511 K07514 K07515 K10527
RP03834,0.452,4.2.1.17,K01692 K01782 K01825 K07511 K07514 K07515
RP11169,0.439,1.3.8.6 1.3.99.32,K00252 K16173
RP11927,0.419,1.3.99.-,K06446
RP04913,0.414,1.3.1.62,K04118
RP00807,0.397,1.3.1.10 1.3.1.9 2.3.1.85 2.3.1.86,K00208 K00665 K00668 K02371 K10780 K11533
RP00418,0.391,1.3.8.6,K00252
RP03855,0.391,4.2.1.17,K01692 K01782 K01825 K07511 K07514 K07515
RP04069,0.389,4.2.1.59,K00665 K00668 K01716 K02372 K11533 K16363
RP11353,0.368,1.3.99.-,K11731
RP04389,0.358,4.2.1.17 4.2.1.74,K01692 K01782 K01825 K07511 K07514 K07515 K10527 K13767
RP00262,0.333,1.3.1.38 1.3.1.8 1.3.3.6 1.3.8.7 1.3.8.8 1.3.99.-,K00232 K00249 K00255 K06445 K07512
RP01963,0.323,4.2.1.18,K05607 K13766
RP11928,0.321,4.2.1.17,K01692 K01782 K01825 K07511 K07514 K07515
RP15922,0.311,1.3.1.10,K00208
RP11250,0.310,5.3.3.3,K14534
RP14554,0.301,,K09709
RP00808,0.295,1.3.1.10 1.3.1.9 2.3.1.85 2.3.1.86,K00208 K00665 K00668 K02371 K10780 K11533
RP04565,0.292,2.3.1.85 2.3.1.86 4.2.1.59,K00665 K00668 K01716 K02372 K11533 K16363
RP14559,0.287,1.3.1.85,K14446
RP12166,0.281,1.3.3.6,K00232
RP15929,0.280,1.3.1.10,K00208
RP12162,0.279,1.3.3.6,K00232
