RPAIR,Score,EC,KO
RP01331,1.000,6.3.2.4,K01921
RP01162,0.592,3.4.11.1 3.4.11.2 3.4.11.23 3.4.13.-,K01255 K01256 K01270 K07751 K11140 K11142 K15428
RP02039,0.575,3.5.1.81,K06015
RP04560,0.555,3.4.11.1 3.4.11.2 3.4.11.23 3.4.13.-,K01255 K01256 K01270 K07751 K11140 K11142 K15428
RP15387,0.505,3.5.1.-,K15784
RP14069,0.491,,K12911 K12912 K12913
RP01042,0.467,2.3.1.35 3.5.1.14 3.5.1.16,K00620 K01438 K14677
RP00279,0.448,6.3.2.11,K14755
RP00425,0.447,3.5.1.15,K01437
RP14066,0.446,,K03823
RP01172,0.444,6.3.2.11,K14755
RP03793,0.430,2.3.2.2,K00681
RP00611,0.430,2.3.2.2 2.3.2.4,K00681 K00682
RP04458,0.426,2.3.1.1 2.3.1.35,K00618 K00619 K00620 K11067 K14681 K14682
RP14349,0.424,3.5.1.16,K01438
RP14076,0.417,2.3.1.183,K03823 K12915
RP02446,0.414,3.5.1.47,K05823
RP00824,0.407,2.3.2.4 6.3.2.2,K00682 K01919 K11204 K11205
RP04539,0.389,2.3.2.2,K00681
RP03587,0.389,2.3.2.2,K00681
RP00432,0.381,6.3.2.3,K01920
RP00881,0.363,3.5.1.96,K05526
RP02448,0.359,3.5.1.18,K01439
RP01130,0.357,2.3.1.109,K00673
RP00508,0.343,3.4.13.18 3.4.13.20 6.3.2.11,K05604 K08660 K14755
RP15223,0.343,3.4.15.6,K13282
RP00423,0.338,2.1.3.2,K00608 K00609 K00610 K11540 K11541
RP00245,0.337,3.4.13.20 3.4.13.5 6.3.2.11,K05604 K14755
RP15337,0.335,6.3.2.-,K05827
RP15346,0.330,,K05831
RP00335,0.324,3.4.13.18 3.4.13.20 6.3.2.11,K05604 K08660 K14755
RP00258,0.323,6.3.2.5,K01922 K13038
RP02199,0.311,3.5.3.9,K02083
