RPAIR,Score,EC,KO
RP00554,0.326,1.3.2.3 1.3.3.12,K00225 K05276
RP15844,0.326,1.1.3.8,K00103
RP01025,0.323,1.1.3.8,K00103
RP02823,0.314,1.1.3.8,K00103
RP11404,0.313,1.3.1.82,K15091
RP05584,0.283,1.3.1.81,K15092
RP05583,0.283,1.3.1.81,K15092
RP09565,0.278,,K12721
RP03851,0.275,1.4.3.3,K00273
RP03015,0.268,1.3.1.42,K05894
RP10163,0.265,5.3.3.4,K03464
RP02493,0.261,4.2.1.44,K03335
RP14487,0.259,5.5.1.7,K01860
RP02577,0.254,1.4.3.3,K00273
RP02892,0.253,1.1.1.223,K15090
RP02920,0.247,5.1.1.8,K12658
RP14214,0.247,5.1.3.-,K17195
RP00348,0.244,1.1.1.121 1.1.1.175 1.1.1.179,K00078 K14273
RP02054,0.242,1.1.1.245 1.1.1.90,K00055
RP11658,0.242,4.2.1.100,K07537
RP05266,0.241,,K03335
RP00184,0.239,1.1.1.47,K00034
RP00321,0.239,1.1.5.2 1.1.99.10 1.1.99.35,K00115 K00117
RP00250,0.235,1.10.3.3 1.10.99.3 1.11.1.11 1.14.17.1 1.14.17.4 1.3.2.3,K00225 K00423 K00434 K00503 K05933 K09839
RP05465,0.233,1.1.1.275,K12466
RP02771,0.233,1.1.1.243,K14730 K14732
RP02510,0.230,1.1.1.188,K04119
RP01387,0.229,5.1.1.4,K01777
RP02296,0.227,1.1.1.208,K15095
RP02021,0.227,1.1.1.207,K15094
RP14221,0.221,1.1.1.329 1.1.99.38,K13548 K13549
RP14034,0.219,,K13323
RP05594,0.219,,K13327
RP05593,0.219,,K13315
RP02322,0.217,1.1.1.184 1.1.1.189,K00079 K00081 K00084
RP02750,0.216,4.2.1.10,K03785 K03786 K13830 K13832
RP00366,0.214,1.5.1.1 1.5.1.21,K13609
RP11697,0.213,1.1.1.-,K07538
RP11798,0.212,1.3.-.-,K04117
RP11799,0.208,1.1.1.-,K07535
RP00577,0.208,1.1.1.25 1.1.1.282 1.1.5.8,K00014 K05358 K05887 K13830 K13832
RP01629,0.204,5.1.3.3,K01785 K15917
RP09096,0.202,,K16021
RP02450,0.201,1.1.1.49,K00036 K13937
RP15613,0.200,5.3.99.-,K06606
RP05604,0.199,,K13321
RP05592,0.198,,K13314 K16435
RP00555,0.195,1.1.1.24 1.1.1.282 1.1.5.8,K05358 K05887 K09484
RP11797,0.193,4.2.1.-,K07534
RP05664,0.187,5.1.3.13,K01790
RP15452,0.185,5.3.3.18,K15866
RP02453,0.179,5.1.3.15 5.3.1.9,K01792 K01810 K06859 K13810 K15916
RP03084,0.178,4.1.1.44,K01607 K14727
RP05597,0.178,,K13316
RP09189,0.177,1.3.7.5,K05371
RP09457,0.175,,K16436
RP05601,0.173,,K13312
RP13706,0.172,5.1.3.-,K15857
RP13643,0.171,1.1.1.- 5.1.3.-,K12451
RP05080,0.171,1.14.11.21,K12675
RP05599,0.169,2.1.1.-,K13317
RP09362,0.167,1.3.7.3,K05370
RP14200,0.164,1.1.1.-,K12451
RP09470,0.163,,K16438
RP05605,0.158,,K13322
RP14829,0.158,1.1.1.-,K12420
RP15614,0.155,1.1.1.-,K16043 K16044
RP01347,0.155,1.1.1.18,K00010
RP15612,0.155,1.1.1.18,K00010
RP13890,0.154,4.3.1.-,K13309
RP09190,0.154,1.3.7.4,K08101
RP03895,0.153,5.1.3.10,K12454
RP13235,0.149,1.1.1.1,K00001 K00121 K13951 K13952 K13953 K13980
RP09296,0.147,,K12710 K12716
RP14208,0.145,5.3.1.-,K13324
RP04996,0.144,4.5.1.-,K15236
RP05296,0.142,1.1.1.271,K02377
RP05600,0.140,1.1.1.-,K13318
RP05602,0.139,,K13313
RP05291,0.139,1.1.1.266,K13306
RP02491,0.139,1.1.1.133,K00067
RP02085,0.138,5.3.99.2,K01830
RP14116,0.137,2.6.1.86,K13063
RP05663,0.136,4.2.1.46,K01710
RP05598,0.135,,K13319
RP03894,0.134,1.1.1.342,K12453
RP13707,0.134,1.1.1.-,K15858
RP13708,0.134,1.1.1.341 4.2.1.-,K12455
RP02084,0.133,5.3.99.3,K05309 K15729 K15730
RP02659,0.130,5.1.3.2,K01784
RP09471,0.128,,K16439
RP09025,0.126,,K16015
RP15190,0.126,4.2.1.115,K15894
RP13642,0.125,1.1.1.-,K12451
RP14593,0.125,,K15927
RP05403,0.125,1.3.7.2,K05369
RP02202,0.124,4.2.1.45,K01709
RP04566,0.123,4.2.1.76,K12450
RP01159,0.123,5.1.3.18,K10046
RP13065,0.119,4.2.99.20,K08680 K14759
RP01537,0.119,5.1.3.5,K12448
RP00673,0.116,1.1.1.187 1.1.1.281,K15856
RP01158,0.115,4.2.1.47,K01711
RP10365,0.113,5.1.3.18,K10046
RP04550,0.112,5.1.3.2,K01784 K15917
RP14830,0.112,1.1.1.-,K15883
RP14583,0.111,1.3.3.-,K15949
RP10366,0.110,5.1.3.-,K10046
RP13001,0.109,2.2.1.9,K02551
RP00888,0.108,5.1.3.2 5.1.3.7,K02473
RP02594,0.108,1.1.1.236,K05354
RP02541,0.108,1.1.1.206,K08081
RP10990,0.107,1.1.1.305,K10011
RP01710,0.107,4.2.3.5,K01736
RP03730,0.105,5.1.3.19,K01794
RP14831,0.104,1.1.1.-,K15883
RP04995,0.102,4.5.1.-,K15236
RP14985,0.100,1.14.13.121,K15472
RP01472,0.100,5.1.3.6,K08679
