RPAIR,Score,EC,KO
RP13778,0.223,1.14.13.152,K15099
RP11784,0.207,,K15826
RP14912,0.169,1.14.-.-,K15401
RP10104,0.151,1.14.15.3,K00490 K07422 K07425
RP14916,0.150,1.14.-.-,K15402
RP14925,0.139,1.14.-.-,K13407
RP14852,0.136,1.14.-.-,K15398
RP14914,0.129,1.14.-.-,K13407
RP10110,0.128,1.14.14.1,K07413
RP15569,0.099,1.14.13.151,K05525
RP15568,0.099,1.14.13.151,K05525
RP04004,0.099,1.14.13.151,K05525
RP12998,0.098,1.14.14.1,K07408 K07411 K07412 K07413 K07424 K07425 K07437
RP03481,0.095,1.14.13.30,K00490
RP13212,0.070,1.14.14.1,K07424
RP13116,0.069,1.14.14.1,K07424
