reaction_id,EC Number,BEC-Pred,CLAIRE,SelenzymeRF,SIMMER,Theia,BridgIT,E-zyme1,E-zyme2,MajorityVote,MajorityVoteCore4
R07276,2.6.1.79,2.6.1,2.6.1;2.7.2;2.3.1;2.1.3,2.6.1.1|2.6.1.79;2.6.1.1|2.6.1.57|2.6.1.78;2.6.1.27;2.6.1.7;2.6.1.1|2.6.1.27|2.6.1.42|2.6.1.5|2.6.1.57|2.6.1.9,2.6.1,2.6.1;5.3.1;2.7.8;2.3.1;2.4.1,2.6.1.79;2.6.99.2;2.7.8.29,2.6.1;1.4.3;1.4.1;1.4.9;1.4.99;1.4.7;1.4.2;4.3.1;1.13.12;4.1.1;1.14.11;2.-.-;2.4.2;1.4.5,2.6.1;2.6.1;1.4.1;2.6.1;1.5.1;4.4.1;1.4.3;1.4.3;1.4.1;1.5.1;1.4.1;4.4.1;4.4.1;2.6.1;2.6.1;1.4.3;1.4.3;2.6.1;1.4.1;1.4.1;1.4.99;2.6.1;1.4.1;4.4.1;4.4.1;4.4.1;1.4.3;4.3.1,2.6.1,2.6.1
R02243,4.1.1.6,4.1.1,4.1.1;2.7.11;3.7.1;2.2.1,5.5.1.1;2.3.1.180,4.1.1,4.1.1;5.3.3;4.2.1;2.3.1;1.3.3,4.1.1.11;4.1.3.16;4.1.2.18;4.2.1.155;1.3.8.6;1.1.1.381;2.1.2.11;4.1.99.2;4.2.99.21;3.1.1.82,4.1.1;6.4.1;2.1.3;1.3.8;1.1.1,4.1.1;4.1.1;4.1.1,4.1.1,4.1.1
R05163,2.3.1.153,2.3.1,2.3.1;3.1.2;3.1.1;2.8.3,2.3.1.153;2.3.1|2.3.1.-|2.3.1.215;2.3.1.172;2.3.1.171;2.3.1.115;2.3.1.116;2.3.1.79;2.3.1.133;2.3.1|2.3.1.133|2.3.1.99|3.1.2.-;6.2.1.12;2.3.1.180,2.3.1,2.3.1;3.1.2;3.1.1;6.2.1;1.2.1,2.3.1.215;6.2.1.1;2.1.3.12;6.1.2.2;2.3.3.9;2.3.2.19;2.1.2.13;1.2.1.95;6.3.4.10;6.3.1.20,2.3.1;6.2.1;3.1.1;3.1.2;1.2.1;6.1.1;2.3.3;2.3.2;3.5.1;1.2.7;3.7.1;3.2.1;1.2.4;1.8.1;2.1.3;1.1.1;4.1.3;2.3.-;2.8.3;2.5.1;4.4.1;2.1.1;1.-.-;1.2.3;2.6.1;6.1.2;3.5.3;6.3.1;6.3.4;2.1.2;2.2.1;6.3.2;3.4.11,1.2.1;1.2.1;1.2.1;1.2.1;1.2.1;1.2.1,2.3.1,2.3.1
R04478,4.2.1.83,4.2.1,4.2.1;4.4.1;5.4.4;1.14.14,4.2.1.83;2.3.3.13|4.1.3.-,4.2.1,4.2.1;4.1.3;5.4.4;3.7.1;2.3.3,3.1.1.44;3.11.1.2;3.6.1.7;3.1.2.16;3.1.3.1;2.3.1.85;4.2.1.155;3.1.4.13;3.7.1.8;4.2.3.1;3.2.1.175;3.1.6.17;3.1.7.6;3.1.5.1;2.4.1.17;4.6.1.13;5.1.3.14,4.2.1;2.3.1;4.1.2;4.3.3;3.5.5;3.2.-;2.5.1;3.5.1;3.5.2;2.8.1;2.9.1;5.4.4,4.2.1;4.2.1;4.2.1;4.2.1;4.2.1;4.2.1;4.2.1;4.2.1;4.2.1;4.2.1;4.2.1;1.3.5;4.3.1;4.2.1;4.2.1;3.5.1;4.2.1;4.2.1;4.2.1,4.2.1,4.2.1
R12314,5.1.3.43,5.3.1,5.1.3;5.3.1;3.2.1;5.4.2,3.2.1.199;1.1.1.390;5.1.3.3;5.1.3.44;5.3.1.31;2.7.1.1;2.7.1.1|2.7.1.15;2.7.1.204;2.7.1.1|2.7.1.55;2.3.1.79;2.7.1.2,5.1.3,5.1.3;5.3.1;3.2.1;2.4.1;2.7.1,3.1.3.10;3.1.1.93;3.1.4.49;3.2.1.175;2.4.1.17;3.1.6.3;5.1.3.14;3.6.1.57;3.1.2.5;4.2.3.1;4.6.1.13;2.3.1.85;3.1.5.1;3.1.7.2;4.2.1.155;3.11.1.3;3.7.1.8,5.1.3;5.3.1;5.-.-;1.1.1,5.1.3;5.1.3;1.1.1;1.1.1;1.1.1;5.3.99;1.1.5;1.1.1;1.1.1;1.1.1;1.1.1;5.1.3;5.1.3;5.1.3;5.1.3;5.1.3;5.1.3;5.1.3;5.1.3;1.1.1;5.1.3;1.1.1;1.1.1;4.1.1;4.2.1;4.2.1;1.1.1;5.1.3;4.2.1;5.1.3;1.1.1;1.1.1;5.1.3;5.1.3;1.1.1;4.2.1;1.1.1;1.1.1;1.1.1;1.1.1;1.1.3;1.3.2;1.1.1;2.1.1,5.1.3,5.1.3
R10732,4.2.3.81,4.2.3,2.5.1;5.3.99;4.4.1;2.2.1,2.5.1.20;2.5.1.103|2.5.1.21|2.5.1.96;2.5.1.89;2.5.1.39,4.2.3,4.2.3;5.5.1;1.1.1;1.14.13;4.3.2,2.5.1.41;1.3.1.96;2.4.1.178;2.4.2.34;2.1.3.12;4.4.1.20,4.2.3;3.1.7;4.1.99,4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.1.99;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;3.1.7;5.5.1;5.5.1;5.5.1;5.5.1,4.2.3,4.2.3
R08603,3.7.1.22,3.7.1,3.7.1;4.1.1;5.3.2;3.1.1,3.7.1.-|3.7.1.22;5.3.1.30;3.2.2.1;3.2.2.8;5.3.1.12,5.3.3,3.7.1;4.2.1;1.1.1;1.2.3;1.11.1,1.14.18.5;1.14.11.17;1.14.15.18;1.14.19.17;1.10.3.3;1.14.13.181;1.14.12.25;1.14.14.1;1.2.3.9;1.14.21.11;1.14.99.2;1.14.16.7,3.7.1;1.13.11;2.3.1;1.14.13;2.1.1;2.5.1;3.1.2,3.7.1,3.7.1,3.7.1
R07673,5.1.3.-,5.1.3,5.1.3;5.3.1;2.4.1;2.4.2,2.7.7.69;1.1.1.133;1.-.-.-|1.1.1.271;5.1.3.-|5.1.3.18;5.1.3.13;3.6.1.13;3.6.1.21;1.1.1.132;2.4.1.83;2.7.7.69|2.7.7.78;2.4.1.142;2.4.1.132;2.4.1.232;2.4.1.-|2.4.1.266;2.4.1.252;2.4.1.270;2.4.1.345;2.4.1.269;2.4.1.54;2.4.1.36,5.1.3,5.1.3;1.1.1;5.3.1;2.3.1;2.7.4,2.4.2.22;2.4.1.118;2.4.99.18,5.1.3;1.1.1;5.3.1;5.-.-,5.1.3;5.1.3;5.1.3;5.1.3;5.1.3;5.1.3;1.1.1;5.1.3;5.1.3;1.1.1;5.1.3;1.1.1;4.2.1;1.1.1;5.1.3;1.1.1;4.2.1;4.2.1;5.1.3;1.1.1;1.1.1;1.1.1;1.1.1;1.1.1;5.1.3;5.1.3;4.2.1;1.1.1;4.2.1;1.1.1;4.3.1;2.1.1;1.1.1;1.1.1;1.1.1;1.1.1;1.1.5;1.1.1;1.1.1;5.3.99;5.3.1;1.1.1;1.1.1;5.1.3;4.2.1;5.1.3,5.1.3,5.1.3
R10292,2.4.2.51,2.4.2,2.4.2;3.2.2;3.5.4;2.4.1,2.4.2.51;2.4.2.50;2.4.1.297;2.4.1.254;2.4.1.239;2.4.1.236;2.4.1.91;2.4.1.273;2.4.1.-|2.4.1.298;2.4.1.300;2.4.1.22;2.4.1.351;2.7.1.69;2.4.1.87;2.4.1.338;2.4.1.-|2.4.1.284;2.4.1.38|2.4.1.90;2.4.1.-|2.4.1.301;2.4.1.238;2.4.1.238|2.4.1.249;2.4.1.-|2.4.1.285;2.4.1.159;2.4.1.69;2.4.1.13,2.4.2;2.4.1,2.4.2;2.3.1;2.7.6;5.1.3;2.4.-,2.4.1.238;2.4.2.34;2.4.99.18,2.4.1;3.2.1;2.4.2;3.1.4;6.1.1;4.2.2;5.1.3;6.5.1;3.1.1;2.4.99;4.2.1;3.1.3;3.6.1;2.7.8;4.3.3,2.4.2;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;3.6.1;2.4.2;2.4.2;2.4.2;2.4.99;2.4.2;2.4.2;2.4.99;2.4.1;4.2.3;2.7.8,2.4.2,2.4.2
R03898,4.2.1.35,4.2.1,4.2.1;4.4.1;5.4.4;1.14.14,4.2.1.35;4.2.1.114;4.3.1.2;4.2.1.148;3.5.1.3;1.1.3.15;1.1|1.1.1|1.1.1.27|1.1.1.272|1.1.1.28,4.2.1,3.6.1;3.1.4;4.2.1;3.1.3;3.4.11,1.11.1.21,4.2.1;2.3.1;4.1.2;4.3.3;3.5.5;3.2.-;2.5.1;3.5.1;3.5.2;2.8.1;2.9.1;5.4.4,4.2.1;4.3.1;4.2.1;4.2.1;4.2.1;4.2.1;3.5.1;4.2.1;4.2.1;4.2.1;1.3.5;4.2.1;4.2.1;4.2.1;4.2.1;4.2.1;4.2.1;4.2.1;4.2.1;4.3.2;4.3.1,4.2.1,4.2.1
