RPAIR,Score,EC,KO
RP00432,0.333,6.3.2.3,K01920
RP14069,0.333,,K12911 K12912 K12913
RP00450,0.297,3.5.1.- 3.5.1.78 6.3.1.8 6.3.1.9,K01460 K01833 K01917
RP13222,0.273,6.3.1.9,K01833
RP12121,0.234,2.3.1.181,K03801
RP12994,0.232,6.3.1.9,K01833
RP12124,0.223,2.3.1.181 2.7.7.63,K03800 K03801 K10105
RP03449,0.201,3.5.1.- 6.3.1.9,K01833
RP03994,0.201,6.3.2.39,K03895
RP15749,0.197,,K16181
RP02651,0.194,3.5.1.92,K08069
RP01162,0.190,3.4.11.1 3.4.11.2 3.4.11.23 3.4.13.-,K01255 K01256 K01270 K07751 K11140 K11142 K15428
RP13223,0.188,3.5.1.- 6.3.1.9,K01833
RP13898,0.186,2.3.2.2,K00681
RP04560,0.182,3.4.11.1 3.4.11.2 3.4.11.23 3.4.13.-,K01255 K01256 K01270 K07751 K11140 K11142 K15428
RP01331,0.177,6.3.2.4,K01921
RP10975,0.171,6.3.1.11,K09470
RP14245,0.166,6.2.1.39,K13559
RP04219,0.164,6.3.2.10,K01929
RP13220,0.162,6.3.1.9,K01833
RP00373,0.159,6.3.2.1,K01918 K13799
RP11087,0.158,3.5.1.94,K09473
RP03793,0.157,2.3.2.2,K00681
RP00611,0.157,2.3.2.2 2.3.2.4,K00681 K00682
RP04266,0.155,6.3.2.10,K01929 K15792
RP00824,0.150,2.3.2.4 6.3.2.2,K00682 K01919 K11204 K11205
RP15223,0.149,3.4.15.6,K13282
RP04539,0.145,2.3.2.2,K00681
RP03587,0.145,2.3.2.2,K00681
RP15346,0.145,,K05831
RP03533,0.136,2.3.2.2,K00681
RP00258,0.135,6.3.2.5,K01922 K13038
RP15337,0.134,6.3.2.-,K05827
RP01690,0.131,2.3.2.2,K00681
RP02039,0.130,3.5.1.81,K06015
RP00279,0.126,6.3.2.11,K14755
RP01172,0.126,6.3.2.11,K14755
RP14677,0.124,6.3.2.36,K09722
RP01285,0.123,3.5.1.12,K01435
RP00335,0.123,3.4.13.18 3.4.13.20 6.3.2.11,K05604 K08660 K14755
RP00493,0.118,2.3.1.57,K00657
RP12428,0.118,6.3.4.10 6.3.4.11 6.3.4.15 6.3.4.9,K01942 K01947 K03524
RP14710,0.117,6.3.2.32,K14940
RP01186,0.112,6.3.2.17,K01930 K11754
RP03875,0.112,3.4.19.9 6.3.2.17,K01307 K01930
RP02498,0.109,6.3.2.7,K05362
RP02494,0.109,6.3.2.9,K01925
RP01130,0.106,2.3.1.109,K00673
RP15387,0.103,3.5.1.-,K15784
RP10160,0.103,2.3.1.178,K06718
RP00508,0.103,3.4.13.18 3.4.13.20 6.3.2.11,K05604 K08660 K14755
RP02500,0.102,6.3.2.13,K01928 K15792
RP00245,0.102,3.4.13.20 3.4.13.5 6.3.2.11,K05604 K14755
