RPAIR,Score,EC,KO
RP11836,0.463,1.1.1.-,K13774 K13775
RP11811,0.463,1.1.1.-,K13774 K13775
RP02165,0.276,1.1.1.202,K00086 K13921
RP02774,0.242,1.1.1.202,K00086
RP02320,0.235,1.1.1.21,K00011
RP00495,0.235,1.1.1.77,K00048
RP00819,0.194,1.1.1.2,K00002
RP04887,0.194,1.1.2.7 1.1.2.8,K00114 K14028 K14029
RP01751,0.194,1.1.1.77,K00048
RP00385,0.189,1.1.1.3,K00003 K12524 K12525
RP00374,0.179,1.1.1.2 1.1.1.21 1.1.1.72,K00002 K00011
RP01655,0.160,1.1.1.- 1.1.1.61,K00043 K14465
RP04668,0.157,1.1.1.31 1.1.1.35,K00020 K00022 K01782 K01825 K07514
