reactionsA/ECA	reactionsB/ECB	Tanimoto_FBI_Scores	 TL0	TL1	TL2	TL3	TL4	TL5	TL6	TL7
R03633(r)/2.1.1A5(rev)/2.1.1.38;	886/2.1.1A5(rev);	1	1	1	1	1	1	1	1	1
R03633/2.1.1A5/2.1.1.38;	886/2.1.1A1;	1	1	1	1	1	1	1	1	1
R03633/2.1.1A5/2.1.1.38;	886/2.1.1A1;	1	1	1	1	1	1	1	1	1
R03633/2.1.1A5/2.1.1.38;	886/2.1.1A1;	1	1	1	1	1	1	1	1	1
R03633(r)/2.1.1A5(rev)/2.1.1.38;	886/2.1.1A5(rev);	1	1	1	1	1	1	1	1	1
R03633(r)/2.1.1A5(rev)/2.1.1.38;	886/2.1.1A5(rev);	1	1	1	1	1	1	1	1	1
R05676(r)/2.1.1A5(rev)/2.1.1.38;	886/2.1.1A5(rev);	0.990172	1	1	1	1	1	1	1	0.962264
R05676/2.1.1A5/2.1.1.38;	886/2.1.1A1;	0.990172	1	1	1	1	1	1	1	0.962264
R05676/2.1.1A5/2.1.1.38;	886/2.1.1A1;	0.990172	1	1	1	1	1	1	1	0.962264
R05676/2.1.1A5/2.1.1.38;	886/2.1.1A1;	0.990172	1	1	1	1	1	1	1	0.962264
R05676(r)/2.1.1A5(rev)/2.1.1.38;	886/2.1.1A5(rev);	0.990172	1	1	1	1	1	1	1	0.962264
R05676(r)/2.1.1A5(rev)/2.1.1.38;	886/2.1.1A5(rev);	0.990172	1	1	1	1	1	1	1	0.962264
R05212(r)/2.1.1A5(rev)/2.1.1.116;	886/2.1.1A5(rev);	0.905963	1	1	0.925926	0.9	0.946429	0.974026	0.933333	0.79661
R05212(r)/2.1.1A5(rev)/2.1.1.116;	886/2.1.1A5(rev);	0.905963	1	1	0.925926	0.9	0.946429	0.974026	0.933333	0.79661
R05212/2.1.1A5/2.1.1.116;	886/2.1.1A1;	0.905963	1	1	0.925926	0.9	0.946429	0.974026	0.933333	0.79661
R05212/2.1.1A5/2.1.1.116;	886/2.1.1A1;	0.905963	1	1	0.925926	0.9	0.946429	0.974026	0.933333	0.79661
R05212/2.1.1A5/2.1.1.116;	886/2.1.1A1;	0.905963	1	1	0.925926	0.9	0.946429	0.974026	0.933333	0.79661
R05212/2.1.1A5/2.1.1.116;	886/2.1.1A1;	0.905963	1	1	0.925926	0.9	0.946429	0.974026	0.933333	0.79661
