reactionsA/ECA	reactionsB/ECB	Tanimoto_FBI_Scores	 TL0	TL1	TL2	TL3	TL4	TL5	TL6	TL7
R00662/3.6.1A1/3.6.1.8,3.6.1.9;	929/3.6.1A1;	0.488848	0.541667	0.470588	0.509091	0.52459	0.559524	0.409639	0.474227	0.47
R00515/3.6.1A1/3.6.1.65,3.6.1.8,3.6.1.9;	929/3.6.1A1;	0.483333	0.541667	0.470588	0.509091	0.52459	0.559524	0.409639	0.474227	0.441176
R02100/3.6.1A1/3.6.1.23;	929/3.6.1A1;	0.471804	0.541667	0.470588	0.509091	0.52459	0.535714	0.378049	0.447917	0.447917
R02720/3.6.1A1/3.6.1.66;	929/3.6.1A1;	0.471664	0.541667	0.470588	0.509091	0.52459	0.559524	0.409639	0.444444	0.411215
R11323/3.6.1A1/3.6.1.9;	929/3.6.1A1;	0.470037	0.541667	0.470588	0.509091	0.52459	0.535714	0.378049	0.447917	0.438776
R00426/3.6.1A1/3.6.1.8;	929/3.6.1A1;	0.466302	0.541667	0.470588	0.509091	0.52459	0.559524	0.409639	0.444444	0.385321
R04035/3.6.1A1/3.6.1.31;	929/3.6.1A1;	0.466302	0.541667	0.470588	0.509091	0.52459	0.559524	0.409639	0.444444	0.385321
R00087/3.6.1A1/3.6.1.8,3.6.1.9;	929/3.6.1A1;	0.466302	0.541667	0.470588	0.509091	0.52459	0.559524	0.409639	0.444444	0.385321
R00720/3.6.1A1/3.6.1.66,3.6.1.8;	929/3.6.1A1;	0.466302	0.541667	0.470588	0.509091	0.52459	0.559524	0.409639	0.444444	0.385321
R08243/3.6.1A1/;	929/3.6.1A1;	0.466302	0.541667	0.470588	0.509091	0.52459	0.559524	0.409639	0.444444	0.385321
R01668/3.6.1A1/3.6.1.12,3.6.1.65;	929/3.6.1A1;	0.466292	0.541667	0.470588	0.509091	0.52459	0.535714	0.378049	0.447917	0.418367
R09832/3.6.1A1/3.6.1.55;	929/3.6.1A1;	0.4631	0.541667	0.470588	0.509091	0.52459	0.535714	0.378049	0.438776	0.413462
R01855/3.6.1A1/;	929/3.6.1A1;	0.449355	0.541667	0.470588	0.509091	0.52459	0.535714	0.378049	0.418367	0.361905
