RPAIR,Score,EC,KO
RP04276,0.691,3.2.1.23,K12309
RP01879,0.578,3.2.1.165,K15855
RP02972,0.562,3.2.1.23,K01190 K12309
RP03643,0.562,3.2.1.22,K01189 K07406 K07407
RP01890,0.487,3.2.1.15 3.2.1.67,K01184 K01213
RP03641,0.431,3.2.1.18,K01186 K12357
RP03248,0.402,3.2.1.26,K01193
RP12522,0.397,3.2.1.15,K01184
RP00377,0.397,4.2.2.2 4.2.2.9,K01728
RP13525,0.391,3.2.1.52,K01207
RP02954,0.380,3.2.1.21,K01188 K05349 K05350
RP00437,0.380,3.2.1.108 3.2.1.23,K01190 K01229 K12111 K12112 K12309
RP13522,0.380,3.2.1.20,K01187 K12047 K12316 K12317 K15922
RP02187,0.378,3.2.1.26,K01193
RP02888,0.366,3.2.1.85,K01220
RP01136,0.366,3.2.1.122,K01232
RP00453,0.364,2.4.1.245 2.4.1.64 3.2.1.28,K01194 K05342 K13057
RP04416,0.352,3.2.1.23,K01190
RP02451,0.349,2.4.1.15,K00697 K16055
RP00146,0.349,3.2.1.122 3.2.1.93,K01226 K01232
RP00439,0.347,2.4.1.22,K00704 K07966 K07967
RP01590,0.347,2.4.1.25 2.4.1.8,K00691 K00705 K01196
RP00324,0.347,2.4.1.20,K00702
RP01357,0.345,3.2.1.22,K01189 K07406 K07407
RP00138,0.340,2.4.1.67 2.4.1.82 3.2.1.22,K01189 K06611 K06617 K07406 K07407
RP09518,0.340,,K15938 K15939
RP11963,0.333,2.4.1.226,K00747 K03419 K13499 K13500
RP09521,0.333,,K15937 K15938 K15939
RP15890,0.330,2.4.1.284,K13550
RP00075,0.325,2.4.1.125 2.4.1.13 2.4.1.4 2.4.1.5 2.4.1.7 3.2.1.10 3.2.1.20 3.2.1.48,K00689 K00690 K00695 K01182 K01187 K01203 K05341 K12047 K12316 K12317 K15922
RP01110,0.325,3.2.1.20 3.2.1.26 3.2.1.48,K01187 K01193 K01203 K12047 K12316 K12317 K15922
RP01310,0.324,3.2.1.23,K01190 K12308
RP14222,0.321,2.4.1.283,K13550
RP12501,0.317,2.4.1.66,K13646
RP04765,0.317,2.4.1.208,K13677
RP14106,0.313,2.4.1.246,K13058
RP01092,0.313,2.4.1.14,K00696
RP11084,0.309,3.2.1.67,K01213
RP12727,0.305,3.2.1.26,K01193
RP14234,0.303,2.4.1.285,K13556
RP00404,0.302,3.2.1.3 3.2.1.33,K01178 K01196 K12047
RP01760,0.292,3.2.1.10 3.2.1.3,K01178 K01182 K01203 K12047
RP09294,0.290,3.2.1.105,K12693
RP00666,0.289,2.4.1.274 3.2.1.23,K01190 K07553 K12309
RP09413,0.288,2.4.1.236,K13080
RP11796,0.286,2.4.1.236,K13080
RP00205,0.285,2.4.1.10 3.2.1.10 3.2.1.20 3.2.1.48,K00692 K01182 K01187 K01203 K12047 K12316 K12317 K15922
RP11646,0.284,2.4.1.276,K14596
RP11892,0.280,2.4.1.297,K12933
RP04319,0.277,2.4.1.17,K00699
RP11506,0.276,2.4.1.236,K13080
RP11748,0.274,2.4.1.297,K12933
RP09311,0.271,2.4.1.236,K13080
RP11895,0.269,2.4.1.297,K12933
RP13901,0.262,2.4.1.129,K03587 K05364 K05365
RP02259,0.261,2.4.1.17,K00699
RP05618,0.259,,K16009
RP05611,0.258,,K15989 K15990
RP09519,0.256,,K15937
RP12693,0.255,2.4.1.17,K00699
RP05615,0.255,2.4.1.-,K15994
RP12695,0.255,2.4.1.17,K00699
RP02244,0.254,2.4.1.17,K00699
RP03988,0.254,2.4.1.17,K00699
RP15081,0.254,2.4.1.254,K12937
RP16203,0.253,2.4.2.51,K17193
RP11915,0.250,2.4.1.254,K12937
RP14230,0.248,2.4.2.49,K13554
RP16205,0.248,2.4.2.51,K17193
RP09495,0.244,2.4.1.-,K15961
RP05640,0.244,2.4.1.-,K14375
RP16207,0.243,2.4.2.51,K17193
RP05649,0.243,2.4.1.-,K14375
RP05111,0.243,2.4.1.-,K14367
RP05643,0.240,2.4.1.-,K14375
RP05651,0.240,2.4.1.-,K14375
RP09131,0.240,3.2.1.125,K12695
RP09523,0.239,2.4.1.-,K15939
RP05642,0.239,2.4.1.-,K14375
RP09458,0.239,2.4.1.-,K14375
RP05645,0.238,2.4.1.-,K14375
RP05653,0.238,2.4.1.-,K14375
RP03247,0.236,3.2.1.22,K01189 K07406 K07407
RP05646,0.235,2.4.1.-,K14375
RP14599,0.235,,K15934
RP09460,0.235,2.4.1.-,K14375
RP05647,0.235,2.4.1.-,K14375
RP05655,0.234,2.4.1.-,K14375
RP14603,0.234,2.4.1.-,K15965
RP05644,0.234,2.4.1.-,K14375
RP09459,0.234,2.4.1.-,K14375
RP05621,0.233,,K16010
RP04256,0.233,2.4.1.182,K00748
RP05648,0.230,2.4.1.-,K14375
RP09461,0.230,2.4.1.-,K14375
RP14578,0.230,2.4.1.-,K15948
RP09494,0.228,2.4.1.-,K15960
RP09517,0.228,2.4.1.-,K15939
RP12474,0.228,2.4.1.175,K00747 K13499 K13500
RP11978,0.227,2.4.1.202,K13227 K13228
RP09496,0.226,,K15960 K15962
RP03852,0.226,2.4.2.27,K04341
RP05661,0.223,,K15998
RP09520,0.223,,K15938
RP14600,0.222,,K15935
RP05114,0.221,2.4.1.278,K14368 K15997
RP05623,0.221,2.4.1.277,K16004 K16005
RP05624,0.214,2.4.1.277,K16004 K16005
