RPAIR,Score,EC,KO
RP00773,0.745,3.2.1.23,K12309
RP00725,0.697,3.2.1.22,K01189 K07406 K07407
RP00666,0.697,2.4.1.274 3.2.1.23,K01190 K07553 K12309
RP14234,0.655,2.4.1.285,K13556
RP13374,0.581,3.2.1.165,K15855
RP12474,0.544,2.4.1.175,K00747 K13499 K13500
RP05615,0.540,2.4.1.-,K15994
RP02924,0.534,3.2.1.52,K01207
RP11150,0.494,3.2.1.15,K01184
RP12501,0.492,2.4.1.66,K13646
RP00324,0.490,2.4.1.20,K00702
RP00439,0.490,2.4.1.22,K00704 K07966 K07967
RP01590,0.490,2.4.1.25 2.4.1.8,K00691 K00705 K01196
RP12670,0.490,3.2.1.21,K01188 K05349 K05350
RP02961,0.490,3.2.1.20,K01187 K12047 K12316 K12317 K15922
RP01684,0.490,3.2.1.108 3.2.1.23,K01190 K01229 K12111 K12112 K12309
RP14222,0.486,2.4.1.283,K13550
RP04765,0.472,2.4.1.208,K13677
RP11963,0.471,2.4.1.226,K00747 K03419 K13499 K13500
RP00453,0.469,2.4.1.245 2.4.1.64 3.2.1.28,K01194 K05342 K13057
RP00138,0.467,2.4.1.67 2.4.1.82 3.2.1.22,K01189 K06611 K06617 K07406 K07407
RP03642,0.461,3.2.1.18,K01186 K12357
RP03249,0.456,3.2.1.26,K01193
RP02451,0.452,2.4.1.15,K00697 K16055
RP00146,0.452,3.2.1.122 3.2.1.93,K01226 K01232
RP01135,0.451,3.2.1.122,K01232
RP02887,0.451,3.2.1.85,K01220
RP01310,0.451,3.2.1.23,K01190 K12308
RP04415,0.443,3.2.1.23,K01190
RP14230,0.440,2.4.2.49,K13554
RP02188,0.437,3.2.1.26,K01193
RP05642,0.433,2.4.1.-,K14375
RP15890,0.431,2.4.1.284,K13550
RP09523,0.431,2.4.1.-,K15939
RP09458,0.430,2.4.1.-,K14375
RP05644,0.428,2.4.1.-,K14375
RP09459,0.425,2.4.1.-,K14375
RP00404,0.425,3.2.1.3 3.2.1.33,K01178 K01196 K12047
RP05661,0.423,,K15998
RP09413,0.418,2.4.1.236,K13080
RP05618,0.417,,K16009
RP11796,0.415,2.4.1.236,K13080
RP15240,0.414,2.4.1.251,K13658
RP05646,0.412,2.4.1.-,K14375
RP09460,0.409,2.4.1.-,K14375
RP01760,0.408,3.2.1.10 3.2.1.3,K01178 K01182 K01203 K12047
RP11623,0.407,2.4.99.13,K02527
RP05648,0.407,2.4.1.-,K14375
RP14603,0.404,2.4.1.-,K15965
RP09461,0.404,2.4.1.-,K14375
RP00075,0.402,2.4.1.125 2.4.1.13 2.4.1.4 2.4.1.5 2.4.1.7 3.2.1.10 3.2.1.20 3.2.1.48,K00689 K00690 K00695 K01182 K01187 K01203 K05341 K12047 K12316 K12317 K15922
RP01110,0.402,3.2.1.20 3.2.1.26 3.2.1.48,K01187 K01193 K01203 K12047 K12316 K12317 K15922
RP05111,0.402,2.4.1.-,K14367
RP11892,0.399,2.4.1.297,K12933
RP11506,0.394,2.4.1.236,K13080
RP11084,0.390,3.2.1.67,K01213
RP11748,0.390,2.4.1.297,K12933
RP01092,0.388,2.4.1.14,K00696
RP14106,0.388,2.4.1.246,K13058
RP05621,0.388,,K16010
RP09311,0.386,2.4.1.236,K13080
RP09517,0.385,2.4.1.-,K15939
RP15236,0.383,2.4.1.264,K13659
RP11895,0.380,2.4.1.297,K12933
RP09496,0.378,,K15960 K15962
RP12727,0.370,3.2.1.26,K01193
RP05611,0.368,,K15989 K15990
RP00205,0.367,2.4.1.10 3.2.1.10 3.2.1.20 3.2.1.48,K00692 K01182 K01187 K01203 K12047 K12316 K12317 K15922
RP16203,0.366,2.4.2.51,K17193
RP14599,0.360,,K15934
RP05640,0.358,2.4.1.-,K14375
RP05643,0.357,2.4.1.-,K14375
RP16205,0.357,2.4.2.51,K17193
RP13912,0.357,2.4.1.227,K02563
RP05649,0.355,2.4.1.-,K14375
RP05651,0.355,2.4.1.-,K14375
RP05114,0.354,2.4.1.278,K14368 K15997
RP09294,0.352,3.2.1.105,K12693
RP14600,0.351,,K15935
RP15319,0.350,2.4.99.14,K02527
RP16207,0.349,2.4.2.51,K17193
RP15238,0.347,2.4.1.252,K13657
RP11616,0.347,2.4.1.227,K02563
RP14578,0.346,2.4.1.-,K15948
RP15081,0.343,2.4.1.254,K12937
RP09495,0.342,2.4.1.-,K15961
RP11915,0.339,2.4.1.254,K12937
RP01890,0.337,3.2.1.15 3.2.1.67,K01184 K01213
RP03852,0.335,2.4.2.27,K04341
RP05645,0.334,2.4.1.-,K14375
RP05647,0.333,2.4.1.-,K14375
RP05653,0.331,2.4.1.-,K14375
RP05655,0.330,2.4.1.-,K14375
RP09520,0.330,,K15938
RP09519,0.326,,K15937
RP05136,0.325,3.2.1.22,K01189 K07406 K07407
RP00414,0.325,2.4.1.80 3.2.1.45 3.2.1.62,K00720 K01201 K17108
RP00160,0.325,2.4.1.47 3.2.1.46 3.2.1.62,K01202 K04628
RP04319,0.320,2.4.1.17,K00699
RP13901,0.312,2.4.1.129,K03587 K05364 K05365
RP11535,0.310,2.4.99.12,K02527
RP02259,0.306,2.4.1.17,K00699
RP16021,0.300,2.4.1.290,K15914
RP05623,0.299,2.4.1.277,K16004 K16005
RP03988,0.294,2.4.1.17,K00699
RP02244,0.294,2.4.1.17,K00699
RP12693,0.291,2.4.1.17,K00699
RP12695,0.290,2.4.1.17,K00699
RP05624,0.289,2.4.1.277,K16004 K16005
RP11646,0.288,2.4.1.276,K14596
RP04256,0.286,2.4.1.182,K00748
RP09521,0.285,,K15937 K15938 K15939
RP09131,0.280,3.2.1.125,K12695
RP00377,0.280,4.2.2.2 4.2.2.9,K01728
RP09514,0.280,,K15938
RP05613,0.279,,K15993
RP09494,0.277,2.4.1.-,K15960
RP11978,0.268,2.4.1.202,K13227 K13228
RP15162,0.263,2.4.2.52,K05966 K13927 K13930
RP12153,0.261,2.4.1.238,K12939
RP00261,0.257,2.4.1.241 3.2.1.22,K01189 K07406 K07407 K09480
RP02557,0.254,2.1.1.102,K15995
RP01306,0.253,3.2.1.22,K01189 K07406 K07407
RP12713,0.253,3.2.1.10,K01182 K01203
RP01436,0.253,3.2.1.22,K01189 K07406 K07407
RP02556,0.252,2.1.1.101,K15996
RP02661,0.251,3.2.1.117 3.2.1.21,K01188 K05349 K05350 K13031
RP09518,0.241,,K15938 K15939
RP09326,0.240,3.2.1.31,K01195
RP12155,0.235,2.4.1.238,K12939
