RPAIR,Score,EC,KO
RP03523,0.540,6.3.5.7,K02433 K02434 K02435 K03330 K09482
RP00273,0.338,6.3.1.5 6.3.5.1,K01916 K01950
RP03842,0.307,6.3.5.6,K02433 K02434 K02435
RP02499,0.243,6.3.2.7,K05362
RP02829,0.230,6.3.2.8,K01924
RP02501,0.228,6.3.2.13,K01928 K15792
RP02495,0.225,6.3.2.9,K01925
RP04220,0.211,6.3.2.10,K01929
RP04267,0.203,6.3.2.10,K01929 K15792
RP15017,0.186,6.3.2.33,K15740
RP01605,0.168,3.5.1.2 3.5.1.35 3.5.1.38,K01425 K05597
RP00024,0.168,1.4.1.13 1.4.1.14 1.4.7.1 2.4.2.- 2.4.2.14 2.6.1.16 2.6.1.85 2.6.1.86 3.5.1.2 3.5.1.38 4.1.3.- 4.1.3.27 4.3.3.6 6.3.1.2 6.3.4.2 6.3.5.- 6.3.5.1 6.3.5.10 6.3.5.11 6.3.5.2 6.3.5.3 6.3.5.4 6.3.5.5 6.3.5.6 6.3.5.7 6.3.5.9,K00264 K00265 K00266 K00284 K00764 K00820 K01425 K01656 K01657 K01658 K01663 K01664 K01665 K01915 K01937 K01950 K01951 K01952 K01953 K01954 K01955 K01956 K02224 K02232 K02433 K02434 K02435 K02500 K02501 K03330 K03342 K05597 K06215 K08681 K09482 K11540 K11541 K13063 K13497 K13501 K13503 K13950 K14244
RP04241,0.163,6.3.2.6,K01587 K01923 K13713
