RPAIR,Score,EC,KO
RP14070,0.204,,K12911 K12912 K12913
RP15750,0.199,,K16181
RP04484,0.178,6.3.2.26,K12743
RP01163,0.152,3.4.11.1 3.4.11.2 3.4.11.23 3.4.13.-,K01255 K01256 K01270 K07751 K11140 K11142 K15428
RP01286,0.150,3.5.1.12,K01435
RP04561,0.147,3.4.11.1 3.4.11.2 3.4.11.23 3.4.13.-,K01255 K01256 K01270 K07751 K11140 K11142 K15428
RP02819,0.144,3.5.1.4,K01426
RP10974,0.143,6.3.2.4,K01921
RP00376,0.141,6.3.2.1,K01918 K13799
RP00940,0.140,6.3.2.3,K01920
RP07818,0.138,2.3.2.2,K00681
RP14246,0.132,6.2.1.39,K13559
RP10760,0.130,6.3.1.11,K09470
RP10761,0.124,3.5.1.94,K09473
RP00336,0.120,3.4.13.18 3.4.13.20 6.3.2.11,K05604 K08660 K14755
RP01605,0.120,3.5.1.2 3.5.1.35 3.5.1.38,K01425 K05597
RP00024,0.120,1.4.1.13 1.4.1.14 1.4.7.1 2.4.2.- 2.4.2.14 2.6.1.16 2.6.1.85 2.6.1.86 3.5.1.2 3.5.1.38 4.1.3.- 4.1.3.27 4.3.3.6 6.3.1.2 6.3.4.2 6.3.5.- 6.3.5.1 6.3.5.10 6.3.5.11 6.3.5.2 6.3.5.3 6.3.5.4 6.3.5.5 6.3.5.6 6.3.5.7 6.3.5.9,K00264 K00265 K00266 K00284 K00764 K00820 K01425 K01656 K01657 K01658 K01663 K01664 K01665 K01915 K01937 K01950 K01951 K01952 K01953 K01954 K01955 K01956 K02224 K02232 K02433 K02434 K02435 K02500 K02501 K03330 K03342 K05597 K06215 K08681 K09482 K11540 K11541 K13063 K13497 K13501 K13503 K13950 K14244
RP01161,0.119,6.3.2.2,K01919 K11204 K11205
RP00939,0.117,2.3.2.2 3.4.19.13,K00681
RP03586,0.116,2.3.2.2,K00681
RP15222,0.115,3.4.15.6,K13282
RP03534,0.114,2.3.2.2,K00681
RP14678,0.114,6.3.2.36,K09722
RP15347,0.107,,K05831
RP15951,0.107,6.3.2.39,K03895
RP04220,0.105,6.3.2.10,K01929
RP02650,0.102,3.5.1.92,K08069
RP15338,0.101,6.3.2.-,K05827
RP00280,0.100,6.3.2.11,K14755
RP00284,0.099,6.3.2.11,K14755
RP04267,0.095,6.3.2.10,K01929 K15792
RP04498,0.088,3.5.1.111 3.5.1.3,K13566
RP00445,0.088,3.5.1.- 3.5.1.78 6.3.1.8 6.3.1.9,K01460 K01833 K01917
RP00505,0.087,3.4.13.18 3.4.13.20 6.3.2.11,K05604 K08660 K14755
RP15470,0.087,3.4.22.- 3.4.24.84,K06013 K08658
RP16231,0.086,3.5.1.81,K06015
RP00244,0.085,3.4.13.20 3.4.13.5 6.3.2.11,K05604 K14755
RP12921,0.083,6.3.1.9,K01833
RP00882,0.083,3.5.1.96,K05526
RP15388,0.081,3.5.1.-,K15784
RP00116,0.081,3.5.1.1 3.5.1.38 3.5.5.4 6.3.1.1 6.3.5.4,K01424 K01914 K01953 K05597
RP00259,0.079,6.3.2.5,K01922 K13038
RP14348,0.079,3.5.1.16,K01438
RP01041,0.078,3.5.1.14 3.5.1.16,K01438 K14677
RP02447,0.077,3.5.1.18,K01439
RP14077,0.074,,K12915
RP15950,0.074,6.3.2.38,K03894
RP03448,0.074,3.5.1.- 6.3.1.9,K01833
RP12919,0.073,6.3.1.9,K01833
RP01187,0.072,6.3.2.17,K01930 K11754
RP03877,0.072,3.4.19.9,K01307
RP00935,0.072,3.5.1.15,K01437
RP03594,0.071,3.5.1.24,K01442
RP12922,0.071,3.5.1.- 6.3.1.9,K01833
RP03529,0.070,3.5.1.4,K01426
RP03739,0.067,3.5.1.28,K01446 K01447 K01448 K01449
RP14044,0.067,,K12915
RP04125,0.066,3.5.1.24,K01442
RP05418,0.065,3.5.1.24,K01442
RP03598,0.065,3.5.1.24 3.5.1.74,K01442
RP02445,0.065,3.5.1.47,K05823
RP14709,0.063,6.3.2.32,K14940
RP15017,0.063,6.3.2.33,K15740
RP12920,0.062,6.3.1.9,K01833
RP14707,0.062,6.3.2.34,K12234
