RPAIR,Score,EC,KO
RP03918,0.087,4.2.3.12,K01737
RP11090,0.078,4.2.3.25,K15086
RP11089,0.078,4.2.3.26,K15087
RP01909,0.076,4.2.3.16,K15088
RP05467,0.076,4.2.3.20,K15096
RP15051,0.076,4.2.3.49,K15793
RP12982,0.076,4.2.3.48,K14175
RP11142,0.074,4.2.3.23,K14179
RP05585,0.072,4.2.3.108,K07385
RP15064,0.072,4.2.3.60,K15802
RP11143,0.072,4.2.3.75,K10187 K15803
RP15063,0.072,4.2.3.55,K15794
RP15287,0.071,4.2.3.38,K14177
RP15053,0.070,4.2.3.59,K15796
RP15054,0.070,4.2.3.40,K15795
RP12985,0.070,4.2.3.56,K14186
RP12980,0.069,4.2.3.- 4.2.3.104,K14184
RP11144,0.069,4.2.3.22,K10187 K15803
RP05498,0.059,4.2.3.32,K14041
RP15747,0.059,4.2.3.130,K16188
RP05497,0.057,4.2.3.32,K14041
RP14370,0.052,4.2.3.29,K14037
RP14371,0.052,4.2.3.30,K14038
RP15066,0.052,4.2.3.67,K15809
RP05496,0.042,4.2.3.18,K12927
RP05499,0.039,4.2.3.32,K14041
RP14360,0.036,4.2.3.44,K14042
RP14367,0.036,4.2.3.35,K14046
RP14369,0.034,4.2.3.28,K14036
RP10678,0.029,4.3.3.6,K06215 K08681
RP09093,0.029,,K16020
RP02749,0.029,4.2.3.4,K01735 K13829 K13830
RP13558,0.028,4.2.3.124,K13546
RP01272,0.027,4.1.2.40,K01635 K08302 K16371
RP01270,0.027,4.1.2.13,K01622 K01623 K01624 K11645 K16305 K16306
RP01274,0.027,4.1.2.13,K01622 K01623 K01624 K11645 K16305 K16306
RP01787,0.027,2.2.1.2,K00616 K13810
RP14031,0.027,4.1.99.-,K11782
RP12780,0.027,1.11.1.21 1.11.1.6,K03781 K03782
RP15837,0.027,2.2.1.11,K16305
