RPAIR,Score,EC,KO
RP01909,0.081,4.2.3.16,K15088
RP05467,0.081,4.2.3.20,K15096
RP05585,0.077,4.2.3.108,K07385
RP15064,0.077,4.2.3.60,K15802
RP11143,0.077,4.2.3.75,K10187 K15803
RP15063,0.077,4.2.3.55,K15794
RP15287,0.076,4.2.3.38,K14177
RP15054,0.076,4.2.3.40,K15795
RP15053,0.076,4.2.3.59,K15796
RP12985,0.075,4.2.3.56,K14186
RP12980,0.074,4.2.3.- 4.2.3.104,K14184
RP11144,0.074,4.2.3.22,K10187 K15803
RP05354,0.069,4.2.3.120,K07384
RP05353,0.067,4.2.3.119,K07384
RP15747,0.064,4.2.3.130,K16188
RP01947,0.064,4.2.3.8,K12929
RP01904,0.064,4.2.3.10,K15097
RP02565,0.063,1.3.1.96 2.5.1.21,K00801
RP12984,0.062,4.1.99.16 4.2.3.22,K10187
RP12978,0.062,4.2.3.57,K14184 K15808
RP05498,0.062,4.2.3.32,K14041
RP13638,0.061,4.2.3.73,K14181
RP02118,0.060,4.2.3.9,K14180
RP14980,0.060,4.2.3.61,K15804
RP15048,0.060,4.2.3.76,K15806
RP05497,0.060,4.2.3.32,K14041
RP11141,0.059,4.2.3.24,K14178
RP02117,0.059,4.2.3.6,K12249
RP02120,0.058,4.2.3.13,K14183
RP15066,0.057,4.2.3.67,K15809
RP09032,0.057,4.2.3.21,K14182
RP15377,0.054,2.5.1.96,K10208
RP05496,0.053,4.2.3.18,K12927
RP05499,0.051,4.2.3.32,K14041
RP13558,0.051,4.2.3.124,K13546
RP14360,0.049,4.2.3.44,K14042
RP14367,0.049,4.2.3.35,K14046
RP03850,0.048,2.5.1.32,K02291
RP11452,0.048,2.5.1.32 2.5.1.99,K02291
RP05557,0.048,1.14.13.107,K14733
RP14685,0.048,1.14.13.107,K14733
RP15038,0.048,4.2.3.50,K15798
RP10678,0.047,4.3.3.6,K06215 K08681
RP14031,0.047,4.1.99.-,K11782
RP14369,0.045,4.2.3.28,K14036
RP12999,0.042,1.14.14.1,K07411 K07412 K07424
RP12981,0.041,4.2.3.58,K14185
RP14374,0.040,4.2.3.43,K14047
RP15046,0.039,4.2.3.69,K15799
RP02116,0.037,4.2.3.7,K12250
RP14366,0.037,4.2.3.34,K14045
RP11877,0.037,,K12928
RP15068,0.037,4.2.3.70,K15807
RP11878,0.037,,K12928
RP15846,0.036,1.10.99.3 1.14.13.90,K09838 K09839
RP14389,0.036,4.2.3.39,K14176
RP15547,0.036,4.2.3.103,K16082
RP04693,0.036,4.2.3.19,K04121
RP11876,0.036,4.2.3.42,K12928
RP11146,0.036,4.2.3.37,K10156
RP15674,0.035,,K16037
RP02055,0.034,1.14.13.22,K03379
RP14364,0.034,4.2.3.33,K14044
RP09372,0.034,1.10.99.3 1.14.13.90,K09838 K09839
RP09043,0.034,1.14.13.22,K03379
RP14864,0.034,4.1.99.16,K10187
RP09176,0.034,4.2.3.17,K12921
RP09401,0.034,1.10.99.3 1.14.13.90,K09838 K09839
RP15483,0.031,3.1.7.10,K16086
RP14722,0.030,1.14.14.1,K07409
RP14723,0.030,1.14.14.1,K07409 K07411 K07424
RP15257,0.029,1.14.13.129,K02294
RP14720,0.028,1.14.14.1,K07411
RP04871,0.028,1.14.-.-,K14366
RP05592,0.028,,K13314 K16435
RP05626,0.027,,K16006
RP14116,0.027,2.6.1.86,K13063
RP11658,0.027,4.2.1.100,K07537
RP09457,0.027,,K16436
RP11352,0.027,1.14.13.154,K14370
RP00434,0.027,2.6.1.16 3.5.99.6,K00820 K02564 K12410
RP13006,0.027,5.3.1.-,K02080
RP11681,0.027,1.14.13.154,K14370
RP05627,0.027,,K16006
RP05266,0.026,,K03335
RP14977,0.026,1.14.13.119,K15805
RP11797,0.025,4.2.1.-,K07534
RP02493,0.025,4.2.1.44,K03335
