RPAIR,Score,EC,KO
RP10678,0.035,4.3.3.6,K06215 K08681
RP05467,0.024,4.2.3.20,K15096
RP01909,0.024,4.2.3.16,K15088
RP05585,0.023,4.2.3.108,K07385
RP15064,0.023,4.2.3.60,K15802
RP11143,0.023,4.2.3.75,K10187 K15803
RP15063,0.023,4.2.3.55,K15794
RP15287,0.023,4.2.3.38,K14177
RP15054,0.023,4.2.3.40,K15795
RP15053,0.023,4.2.3.59,K15796
RP12985,0.023,4.2.3.56,K14186
RP12980,0.022,4.2.3.- 4.2.3.104,K14184
RP11144,0.022,4.2.3.22,K10187 K15803
RP05354,0.021,4.2.3.120,K07384
RP05353,0.020,4.2.3.119,K07384
RP15747,0.019,4.2.3.130,K16188
RP01947,0.019,4.2.3.8,K12929
RP01904,0.019,4.2.3.10,K15097
RP12984,0.019,4.1.99.16 4.2.3.22,K10187
RP12978,0.019,4.2.3.57,K14184 K15808
RP13638,0.018,4.2.3.73,K14181
RP02118,0.018,4.2.3.9,K14180
RP14980,0.018,4.2.3.61,K15804
RP15048,0.018,4.2.3.76,K15806
RP11141,0.018,4.2.3.24,K14178
RP01948,0.018,2.5.1.32 2.5.1.99,K02291
RP02117,0.018,4.2.3.6,K12249
RP02120,0.017,4.2.3.13,K14183
RP14371,0.017,4.2.3.30,K14038
RP14370,0.017,4.2.3.29,K14037
RP15066,0.017,4.2.3.67,K15809
RP09032,0.017,4.2.3.21,K14182
RP05498,0.017,4.2.3.32,K14041
RP02565,0.017,1.3.1.96 2.5.1.21,K00801
RP15377,0.016,2.5.1.96,K10208
RP10369,0.016,4.2.1.24,K01698
RP05497,0.016,4.2.3.32,K14041
RP03850,0.015,2.5.1.32,K02291
RP11452,0.015,2.5.1.32 2.5.1.99,K02291
RP15038,0.015,4.2.3.50,K15798
RP01061,0.013,2.5.1.103 2.5.1.21 2.5.1.96,K00801 K10208
RP14360,0.012,4.2.3.44,K14042
RP14367,0.012,4.2.3.35,K14046
RP12981,0.012,4.2.3.58,K14185
RP14374,0.012,4.2.3.43,K14047
RP05496,0.012,4.2.3.18,K12927
RP15046,0.012,4.2.3.69,K15799
RP14369,0.012,4.2.3.28,K14036
RP05499,0.011,4.2.3.32,K14041
RP02116,0.011,4.2.3.7,K12250
RP15068,0.011,4.2.3.70,K15807
RP14389,0.011,4.2.3.39,K14176
RP11146,0.011,4.2.3.37,K10156
