reactionID,predictions
R09087,2.7.1;2.7.4;2.7.6;3.6.1
R12242,2.3.1;3.1.1;3.1.2;1.1.1
R09450,2.3.1;3.1.1;1.1.1;3.1.2
R04436,2.1.1;2.5.1;2.3.3;4.4.1
R03105,4.4.1;2.5.1;4.1.99;1.8.4
R09097,1.2.1;1.5.1;1.1.1;1.8.1
R04582,2.7.7;6.2.1;2.7.2;2.3.1
R00913,3.5.3;3.5.1;3.2.2;3.4.19
R01999,2.3.1;3.1.1;3.1.2;2.8.3
R10424,2.4.1;2.4.2;3.6.1;3.1.3
R03544,1.1.1;1.3.1;1.14.13;1.8.1
R00959,5.4.2;5.4.1;1.13.99;4.6.1
R11246,2.4.1;2.4.2;2.7.8;2.7.1
R12946,4.4.1;2.5.1;4.1.99;1.2.4
R00243,1.1.1;1.4.1;1.3.1;1.5.1
R05790,3.1.3;3.6.1;3.1.7;4.2.3
R00430,2.5.1;2.7.1;2.7.4;2.1.1
R06693,2.1.1;2.3.1;2.5.1;2.3.3
R07021,1.14.13;1.6.3;1.14.14;1.1.1
R08075,2.4.2;3.2.2;2.4.1;3.5.4
R04707,2.1.1;2.3.3;2.5.1;2.3.1
R07082,3.3.2;1.13.11;3.7.1;5.4.4
R08550,1.8.1;1.16.1;1.5.1;1.1.1
R00103,3.6.1;3.1.3;3.6.5;2.4.2
R12345,3.1.4;3.6.1;3.1.3;5.4.2
R06516,4.1.2;3.7.1;5.4.4;4.1.1
R07503,5.5.1;5.4.99;5.3.3;4.2.3
R11469,2.1.1;2.3.1;3.1.1;4.4.1
R11838,2.5.1;5.5.1;4.2.3;3.1.3
R11309,3.2.1;4.2.2;5.4.1;3.1.2
R12984,2.4.1;3.2.1;5.1.3;2.4.2
R11500,1.1.1;1.3.1;2.3.1;1.14.13
R11618,1.1.3;1.14.18;1.13.11;1.11.1
R06811,2.4.2;2.4.1;3.2.2;3.6.1
R00647,5.3.3;1.1.1;1.3.1;1.16.1
R11398,3.2.1;3.6.1;3.1.3;2.4.1
R10307,2.1.1;2.3.1;3.1.1;3.5.1
R06564,2.1.1;2.5.1;2.3.1;2.3.3
R05087,4.1.1;2.7.11;3.7.1;2.7.8
R12695,2.7.1;3.1.3;2.7.6;3.6.1
R11228,1.14.15;4.99.1;2.3.3;5.1.3
R02797,3.5.1;3.4.19;3.2.2;3.1.1
R01978,2.3.1;3.1.2;3.1.1;4.2.1
R12004,5.5.1;5.3.3;4.2.3;2.5.1
R00032,1.13.11;1.14.99;1.6.3;3.3.2
R05244,1.1.1;1.3.1;1.8.1;2.3.1
R10357,1.14.13;1.6.3;1.14.14;4.99.1
R02013,4.2.3;5.5.1;3.1.7;3.1.3
R12514,3.4.13;3.4.11;3.4.19;3.5.1
R02628,2.7.1;1.8.5;2.7.3;2.5.1
R11630,5.1.1;5.1.2;3.4.17;5.2.1
R11282,2.4.1;2.7.8;2.4.2;3.6.1
R09376,1.3.1;1.1.1;1.8.1;2.3.1
R13299,2.8.3;3.1.2;2.3.1;3.1.1
R09750,1.14.13;1.5.1;1.1.1;1.3.1
R05500,1.97.1;1.7.2;1.17.7;1.8.2
R12405,1.1.1;1.3.1;1.8.1;1.16.1
R01168,4.3.1;5.1.1;4.4.1;4.1.99
R08342,1.14.13;1.14.14;4.99.1;1.6.3
R03245,2.7.4;2.7.2;2.7.1;2.4.2
R09191,2.1.1;2.3.1;4.4.1;3.1.1
R01825,1.1.1;1.3.1;1.2.1;1.8.1
R12212,4.1.1;2.7.11;1.1.1;3.7.1
R09639,2.1.1;4.4.1;2.5.1;3.5.1
R07175,1.8.1;1.16.1;1.1.1;1.3.1
R08584,4.2.2;4.99.1;3.6.1;3.1.3
R02499,1.8.1;1.1.1;1.3.1;1.16.1
R03881,5.1.3;3.2.1;2.4.1;5.3.1
R08139,1.14.13;1.6.3;1.14.14;4.99.1
R10957,2.1.1;2.3.1;3.1.1;3.5.1
R03917,2.5.1;3.6.1;4.4.1;3.1.3
R03760,2.3.1;3.5.1;4.4.1;4.2.1
R09558,5.5.1;4.2.3;2.5.1;3.1.7
R08050,6.3.4;6.4.1;2.7.2;1.17.3
R09593,2.7.7;2.7.1;2.4.2;6.1.1
R04421,2.1.1;2.5.1;2.3.3;4.4.1
R09665,2.4.1;2.4.2;2.7.8;3.6.1
R02769,2.5.1;4.1.3;2.2.1;4.2.99
R12576,1.14.14;1.1.1;5.4.4;4.2.1
R12262,2.1.1;2.5.1;2.3.3;2.3.1
R11450,1.1.1;1.3.1;2.3.1;1.8.1
R07955,1.6.3;1.14.13;1.14.18;1.10.3
R10039,3.1.1;4.2.2;3.1.3;2.3.1
R05190,1.1.1;1.3.1;2.3.1;1.8.1
R01780,2.3.1;3.1.2;2.8.3;4.1.3
R07919,2.1.1;2.5.1;2.3.3;4.4.1
R02315,1.4.1;1.5.1;2.6.1;6.3.5
R09352,3.2.1;2.4.1;5.1.3;2.4.2
R01245,2.4.2;3.6.1;2.7.7;3.5.4
R02159,2.8.2;3.1.6;2.7.1;1.8.4
R08094,1.8.1;1.16.1;1.1.1;1.3.1
R07416,6.2.1;2.7.7;2.7.1;2.4.2
R02406,2.3.1;3.1.2;3.1.1;2.8.3
R04558,3.5.4;2.4.2;4.1.99;3.5.99
R07430,1.14.13;1.6.3;1.14.14;1.1.1
R08198,1.1.1;1.3.1;1.8.1;1.16.1
R04469,2.4.1;2.4.2;2.7.8;3.6.1
R04398,2.1.1;2.5.1;2.3.3;2.3.1
R09987,1.8.1;1.16.1;1.8.4;1.1.1
R07313,4.1.1;3.6.1;4.1.99;3.1.3
R12545,2.5.1;2.7.1;2.4.2;2.1.1
R02004,2.5.1;5.5.1;5.3.99;4.2.3
R00437,2.7.1;2.7.6;3.6.1;3.1.3
R03198,1.2.1;1.5.1;1.1.1;1.3.1
R08147,2.1.1;2.3.1;4.4.1;2.5.1
R05783,3.5.1;3.4.19;3.1.1;3.2.2
R06595,4.2.1;4.4.1;5.4.4;1.14.14
R02820,1.16.1;1.8.1;1.1.1;1.3.1
R11339,1.8.1;1.16.1;1.1.1;1.8.4
R04234,2.6.1;1.1.99;2.3.1;1.1.1
R02246,1.8.1;1.1.1;1.3.1;1.16.1
R03493,4.2.1;4.4.1;5.4.4;1.14.14
R09672,3.2.1;5.4.1;4.2.2;3.1.1
R11341,1.1.1;1.3.1;2.3.1;1.8.1
R00714,1.1.1;1.3.1;1.2.1;1.5.1
R00838,3.2.1;5.4.1;5.1.3;2.4.1
R04386,6.3.4;6.4.1;2.7.2;2.1.3
R03868,5.2.1;5.1.2;5.3.3;5.3.2
R10809,3.2.1;3.1.2;5.1.3;2.4.1
R06150,3.5.99;3.5.4;4.1.99;5.3.1
R00001,3.6.1;3.6.4;3.1.3;3.6.5
R04537,4.2.1;2.3.1;4.4.1;5.4.4
R07583,3.1.3;3.6.1;3.1.7;4.2.3
R12430,2.3.1;3.1.1;1.1.1;1.3.1
R00195,4.3.1;3.5.1;3.4.17;3.4.11
R01132,3.2.2;2.4.2;3.5.4;3.1.4
R09666,2.4.1;3.6.1;3.1.3;2.4.2
R05438,1.14.13;1.6.3;1.14.14;1.14.12
R04345,5.5.1;3.1.1;2.3.1;1.21.3
R13248,3.4.22;3.4.21;3.4.23;3.4.24
R10543,3.6.1;3.1.3;3.1.1;2.4.1
R11722,5.3.1;5.5.1;5.3.3;5.1.3
R04189,3.5.3;3.5.1;3.2.2;3.4.19
R02338,1.13.11;3.3.2;1.14.99;1.2.1
R11046,5.1.3;3.2.1;3.6.1;2.4.1
R07529,2.1.1;2.3.1;3.1.1;4.4.1
R08266,1.14.13;1.6.3;1.14.14;1.14.18
R09550,1.1.99;1.1.98;1.1.5;1.17.1
R11053,3.1.3;3.6.1;2.7.1;2.5.1
R02762,1.1.1;1.3.1;2.3.1;1.8.1
R09634,3.2.1;2.4.1;3.1.2;4.3.3
R03627,2.3.1;5.2.1;3.1.2;1.1.1
R00985,4.1.3;4.1.2;4.1.1;2.3.3
R09697,4.2.1;4.4.1;5.4.4;1.14.14
R09877,3.6.1;3.1.3;3.6.5;3.6.4
R12075,2.4.2;2.4.1;3.6.1;2.7.7
R05759,2.1.1;2.5.1;2.3.3;2.3.1
R08693,5.1.3;3.2.1;5.3.1;5.4.2
R05878,1.16.1;1.8.1;1.6.2;1.1.1
R09895,2.5.1;5.5.1;5.3.99;5.3.3
R02051,3.1.4;3.6.1;3.1.3;5.4.2
R03332,3.6.1;3.1.3;5.4.2;3.2.1
R10676,5.1.3;5.3.1;3.2.1;2.4.1
R08542,5.5.1;2.5.1;4.2.3;5.3.99
R09843,2.7.8;2.4.2;2.4.1;2.7.1
R00332,2.7.1;2.7.4;2.7.6;3.6.1
R08229,2.4.2;3.2.2;2.4.1;3.5.4
R02010,2.5.1;5.5.1;4.2.3;3.1.3
R00305,1.14.13;1.6.3;1.1.1;1.16.1
R05125,5.3.3;1.1.1;5.5.1;1.3.1
R01626,2.3.1;1.1.1;1.3.1;3.1.1
R12272,2.7.1;2.7.4;2.7.7;2.4.2
R07640,2.7.4;2.7.1;2.1.1;2.4.2
R04178,1.3.3;4.99.1;3.5.2;1.13.12
R09965,5.5.1;4.2.3;2.5.1;3.1.7
R06866,4.1.1;2.7.11;3.7.1;2.5.1
R08235,1.17.3;1.7.1;1.2.3;1.6.2
R11263,4.2.1;4.4.1;5.4.4;1.14.14
R07395,3.7.1;3.6.1;5.4.2;3.1.3
R07797,2.8.2;2.7.1;2.7.6;1.8.4
R00605,1.16.1;1.8.1;1.1.1;1.3.1
R02333,2.4.1;3.2.1;2.4.2;5.1.3
R12411,2.7.2;2.6.1;1.1.3;1.14.11
R12392,4.1.2;4.2.1;4.1.1;3.7.1
R07172,1.6.3;1.14.13;1.11.1;1.14.99
R06972,3.5.4;3.5.99;3.5.3;3.8.1
R07122,3.3.2;1.13.11;3.7.1;5.4.4
R01620,3.5.1;3.4.19;3.2.2;3.1.1
R01485,2.3.2;6.3.1;6.3.4;3.6.5
R02734,3.4.19;3.5.1;3.4.11;3.2.2
R02430,2.7.7;2.4.2;2.7.1;6.1.1
R02196,1.16.1;1.6.2;1.8.1;1.12.1
R09607,2.5.1;5.3.99;4.4.1;5.5.1
R11566,4.2.1;4.4.1;5.4.4;1.14.14
R07108,3.3.2;1.13.11;3.7.1;5.4.4
R09064,2.5.1;4.4.1;1.3.1;5.5.1
R02603,3.7.1;4.1.1;4.1.99;4.1.3
R12841,2.3.1;3.1.1;3.1.2;2.8.3
R00376,2.7.1;2.4.2;2.7.7;2.7.6
R06498,3.2.1;5.1.3;3.1.2;3.1.1
R10311,1.1.1;1.16.1;1.8.1;1.3.1
R11584,2.3.1;2.7.1;1.1.1;3.1.1
R11541,3.1.1;2.3.1;3.1.2;3.5.1
R01085,3.7.1;4.1.1;4.1.3;3.1.1
R05781,3.5.2;1.3.3;1.3.99;1.3.5
R10392,4.2.1;4.4.1;5.4.4;1.14.14
R00009,1.13.11;1.11.1;1.8.3;1.8.2
R02453,2.3.1;3.1.1;1.1.1;1.3.1
R11250,2.5.1;5.3.99;2.2.1;4.4.1
R04091,2.5.1;4.4.1;5.3.99;4.2.1
R00373,2.6.1;2.7.2;1.4.1;3.5.1
R04518,1.8.1;1.1.1;1.3.1;1.16.1
R04306,4.99.1;1.14.14;4.3.1;4.4.1
R00511,3.1.3;3.6.1;3.1.7;4.2.3
R09572,1.2.3;1.1.3;1.6.3;1.17.3
R07359,1.1.1;1.3.1;1.8.1;1.16.1
R05441,1.14.13;1.6.3;1.14.14;1.14.18
R00074,1.10.3;1.14.18;7.1.1;1.6.3
R01297,1.14.13;1.6.3;1.14.14;1.1.1
R05532,2.1.1;2.5.1;2.3.1;4.4.1
R11845,5.5.1;4.2.3;2.5.1;3.1.7
R00428,3.5.4;2.4.2;2.1.2;4.3.2
R10765,5.3.1;5.1.3;4.1.2;4.2.1
R02742,1.8.1;1.16.1;1.1.1;1.3.1
R05672,3.2.1;3.1.2;2.3.1;2.8.3
R12806,2.7.1;3.1.3;3.6.1;2.7.6
R01569,3.1.3;3.6.1;3.1.7;4.2.3
R10514,2.3.1;3.1.2;3.1.1;3.2.1
R01956,2.6.1;1.4.1;1.4.99;2.7.2
R10943,2.7.1;6.2.1;2.4.2;6.1.1
R05412,1.13.11;1.6.3;3.3.2;1.14.99
R13302,2.5.1;5.3.99;4.4.1;2.1.1
R13224,2.7.1;2.7.6;1.1.1;1.3.1
R13199,5.3.1;4.1.2;5.1.3;4.2.1
R09649,3.5.1;3.4.19;3.1.1;3.2.2
R12406,1.16.1;1.1.1;1.8.1;1.3.1
R07069,4.4.1;2.5.1;4.1.99;4.5.1
R12702,2.7.8;2.4.2;3.2.2;2.3.1
R12982,2.8.3;3.1.2;2.3.1;2.1.3
R06633,1.1.3;1.21.3;1.2.3;1.1.5
R00306,3.2.1;5.4.1;5.1.3;3.1.2
R05111,4.2.1;2.4.1;4.4.1;3.1.3
R00998,2.3.1;3.1.2;3.1.1;4.4.1
R10633,3.2.2;2.4.2;3.5.1;4.3.3
R10264,2.4.1;3.1.3;3.6.1;2.5.1
R11866,5.4.4;4.99.1;1.14.14;1.17.7
R06543,1.3.1;1.5.1;1.1.1;1.3.99
R03574,2.4.1;2.4.2;3.6.1;2.7.8
R02330,3.6.4;7.4.2;3.6.1;7.5.2
R01829,4.1.2;4.2.1;5.4.4;5.3.1
R06862,4.1.99;4.4.1;4.1.2;4.1.1
