RPAIR,Score,EC,KO
RP10933,0.051,5.5.1.4,K01858
RP13558,0.038,4.2.3.124,K13546
RP10987,0.027,,K12449
RP05617,0.026,,K16008
RP14367,0.026,4.2.3.35,K14046
RP14360,0.026,4.2.3.44,K14042
RP09093,0.024,,K16020
RP02749,0.024,4.2.3.4,K01735 K13829 K13830
RP15190,0.023,4.2.1.115,K15894
RP02940,0.022,5.3.1.9,K01810 K06859 K13810 K15916
RP14213,0.022,5.3.1.6,K01808
RP02869,0.022,5.3.1.26,K01819
RP02454,0.022,5.3.1.9,K01810 K06859 K13810 K15916
RP01780,0.022,5.3.1.8,K01809 K15916 K16011
RP00434,0.021,2.6.1.16 3.5.99.6,K00820 K02564 K12410
RP13006,0.021,5.3.1.-,K02080
RP02152,0.021,4.2.2.2 4.2.2.9,K01728
RP01154,0.018,5.3.1.5,K01805
RP01545,0.017,5.3.1.12,K01812
RP01891,0.017,5.3.1.12,K01812
RP14605,0.016,1.14.13.-,K15966
RP01508,0.016,5.3.1.5,K01805
RP01736,0.016,5.3.1.4,K01804
